Name,Address_0,Latitude_0,Longitude_0,place_id
Pearson Australia,"Ground Floor/170 B26, Parkside SA 5063, Australia",-34.940977,138.6113771,ChIJaxgkLejOsGoRxPoKV6sSa9c
Australian Institute of Professional Counsellors,"47 Baxter St, Fortitude Valley QLD 4006, Australia",-27.45387,153.032088,ChIJd2j-A-5ZkWsRHAMGSxXxjm4
Leadership Management Australia,"1/6 University Pl, Clayton VIC 3168, Australia",-37.9122355,145.1468097,ChIJN0TKXvxB1moRBmjiqZGvyy8
Apprenticeship Support Australia,"140 Arthur St, North Sydney NSW 2060, Australia",-33.8382866,151.2099039,ChIJ6_NfVe2uEmsRxTqP1nqVgBE
TMG College Australia,"400 Queen St, Melbourne VIC 3004, Australia",-37.8094971,144.9585163,ChIJV7j8TEhd1moRIbSJ3AV_B80
Innovation & Business Skills Australia,"Jalan Pendidikan 8, Taman Universiti, 81300 Skudai, Johor, Malaysia",1.5439476,103.6302738,ChIJV78upWx02jERy8mUre8Zo9I
TAFE Directors Australia,"21 Bukit Batok Street 22, Singapore 659589",1.3440232,103.750127,ChIJZalJFxUQ2jERsJCBHLkgiq8
Australian Psychology Accreditation Council (APAC),,,,
ITEC Australia - International Training & Education Counsel,"Suite 101/124-128 Beamish St, Campsie NSW 2194, Australia",-33.9088917,151.102837,ChIJtxfN2DC7EmsR5rrdatyzm-c
Teacher Professional Development Australia,"1/106 Elder St, Lambton NSW 2299, Australia",-32.9113831,151.7080779,ChIJWzRGe2YVc2sR48bzvewpPT0
Luminous Education Australia RTO ID: 45638,,,,
AORTA Australia,,,,
Australian Institute of Clinical Hypnotherapy (AICH),"Level 9, Suite 918/160 Castlereagh St, Sydney NSW 2000, Australia",-33.8723539,151.2096115,ChIJf3vKIz6uEmsR8-QpvrsmjMM
AUSTRALIA-CHINA SILK ROAD EDUCATION PTY LTD,,,,
Vocational Skills Australia - RTO: 45121 / CRICOS 03818M,,,,
Brewery Training Australia,"Unit 3B/525 Lytton Rd, Morningside QLD 4170, Australia",-27.457653,153.0866651,ChIJWQlkqOtZkWsREV0eREqaGp4
GetSkilled Australia,"1/43 Station Ave, Darra QLD 4076, Australia",-27.5640444,152.9514702,ChIJX7VMcVFOkWsRIDEOnGFKiAw
Trades College Australia Pty. Ltd.,"B/1600 Canterbury Rd, Punchbowl NSW 2196, Australia",-33.9332548,151.0410404,ChIJWQTVx5a-EmsRE8Z9YHjpCVU
Forum for European-Australian Science and Technology Cooperation,,,,
RPL AUSTRALIA,"Suite 2/72 Haldon St, Lakemba NSW 2195, Australia",-33.9205816,151.0771822,ChIJbb0hnzyuEmsRqACJAIskgoQ
Embrace Australian Life,,,,
Green Skills Australia,"Environmental Technology Cntr Murdoch Drv Murdoch WA Australia Australia, Australia",-32.0731729,115.8415396,ChIJlfeyL7eiMioRSRd4pkuY0pI
Australian Institute of English,"13/338 Pitt St, Sydney NSW 2000, Australia",-33.8763766,151.208102,ChIJYwSaCD2uEmsRnyfYZHHv6gQ
uCode Australia,"9/3 Packard Ave, Castle Hill NSW 2154, Australia",-33.7348747,150.9835111,ChIJq6qqU5GhEmsRodxGTzG-Pdg
ACTB - Australian College of Technology and Business,"100 Brunswick St, Fortitude Valley QLD 4006, Australia",-27.4546652,153.0303752,ChIJlct7xPFZkWsRO5hriQpwsBE
Australian Doula College,"level 5/203 - 233 New S Head Rd, Edgecliff NSW 2027, Australia",-33.879017,151.235565,ChIJv3vkEbmxEmsR0lW-iayFaPA
Australian Nursing and Training Services- RTO No. 41231,,,,
Australian Industrial Training,"Level 5/338 Pitt St, Sydney NSW 2000, Australia",-33.8764102,151.2081497,ChIJAQDACD2uEmsROFO67s28FQg
Skills Institute Australia,"10 Judds Ct, Slacks Creek QLD 4127, Australia",-27.617189,153.1229507,ChIJnw-i5JxDkWsR5oQ7GoVpCvs
Switch Education Australia,"Suite 5, Level 1/206 B26, Eastwood SA 5063, Australia",-34.94088199999999,138.619385,ChIJx58SZb_OsGoRH3fGGmwFfd4
Einstein College of Australia,"Level 1/55 Swanston St, Melbourne VIC 3000, Australia",-37.8164,144.9666,ChIJtVSff7NC1moRMirN5uc9YRc
Seed Foundation Australia,"No 69, Jalan Tiong Nam, Chow Kit, 50350 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1641929,101.6954289,ChIJn7vNLDtIzDERbc2iuR7rjYQ
College Australia (RTO 31222),,,,
Trade Skills Australia - RTO Code: 45637,,,,
HTMi Australia,"60 Phillip St, Sydney NSW 2000, Australia",-33.8643284,151.2120116,ChIJpXhrv0mvEmsRpP8dG-nobB8
Patrick’s College Australia,"Level 7/451 Pitt St, Sydney NSW 2000, Australia",-33.8796248,151.2067721,ChIJL1OGIiOuEmsRv1XrjUz41Y0
Big Picture Education Australia,"4 Invermay Rd, Invermay TAS 7248, Australia",-41.4278869,147.1391601,ChIJWesVsxyncKoRG344cuBBRbs
I Want To Study In Australia,"2 Handy Rd, #02-08 The Cathay, Singapore 229233",1.299451,103.847698,ChIJ_f4go_YZ2jERcWZsh6RuSAg
Childcare Sales Australia,"32/1 Market St, Sydney NSW 2000, Australia",-33.8712472,151.2045758,ChIJAWMlzD6uEmsRDW8hHsuFArU
Go Youth International Education Australia,,,,
Australian Lifesaver Training,,,,
Brighter Futures Australia,,,,
Coderspace Australia,,,,
Institute of Business and Management Australia,"Level 3/180 Queen St, Campbelltown NSW 2560, Australia",-34.0667477,150.8144226,ChIJicvpnfjuEmsRX1RRkiciXCE
Consistent Results Australia,"3 Changi Business Park Vista Akzonobel House#02-03/04/05, Singapore 486051",1.336811,103.9671555,ChIJobPKM9o82jERaKTqtR6YKxk
Viajar A Australia,"Shop 6/109 Jonson St, Byron Bay NSW 2481, Australia",-28.6469324,153.6130492,ChIJHeNoWbxjkGsRWnS_GUrPKIc
Australian Business Synergies (ABSynergies),"Adelaide Business Centre, Gouger St, Adelaide SA 5000, Australia",-34.9304906,138.589876,ChIJSTiAwCLPsGoRn5oRrAB1i5o
Australian Institute of Strategic Leadership and Business Management (AILM),,,,
Centre for Service and Therapy Dogs Australia (CSTDA),"Shop 4/25 Station St, Engadine NSW 2233, Australia",-34.0664648,151.0143243,ChIJV2Su1GzBEmsRrivj967_MwY
Universities Australia Women,"The University of Sydney, 15 Carillon Ave, Newtown NSW 2042, Australia",-33.890799,151.18648,ChIJh9T10yywEmsR_1rTRjeIrDw
Australian Business Week,"Level 3, Suite 2/410 Church St, North Parramatta NSW 2151, Australia",-33.8075267,151.0060199,ChIJkda8pByjEmsR6-rFb9QOkz0
RGIT Australia,"28-32 Elizabeth St, Melbourne VIC 3000, Australia",-37.8172693,144.9648307,ChIJ0fvdcbRC1moR_7ZRtvJqJu0
Will World Australia,"Suite 803/530 Little Collins St, Melbourne VIC 3000, Australia",-37.8168746,144.9570946,ChIJq6P8TbRC1moR-zetlW3JZMw
Student Helper Australia,"481 12, 234 Jurong West Street 41, Singapore 640481",1.3467429,103.725254,ChIJDxiVgt8P2jERFj9TKb9OpXg
Online Study Pathway Australia,"287 Draper St, Cairns City QLD 4870, Australia",-16.925283,145.7669211,ChIJs5qWl5lmeGkRALA7ecGoja0
The Australian Centre for Learning & Education,"Suite 786/8 Hasler Rd, Osborne Park WA 6017, Australia",-31.90894,115.80589,ChIJ4eyOqGqvMioR9tZbr2VUVkk
Lannford Australia,"Level 9/440 Collins St, Melbourne VIC 3000, Australia",-37.8170671,144.9597254,ChIJdwnuBFtd1moRJPxsFMy-ons
Inschool Australia,,,,
Australian Association for Environmental Education Inc,,,,
Australian Institute of Entrepreneurship,"level 11/474 Flinders St, Melbourne VIC 3000, Australia",-37.8198244,144.9583012,ChIJdz1Od_xC1moROEY0OtREQLo
International Student Advisors Australia,"Level 18/324 Queen St, Brisbane City QLD 4000, Australia",-27.4668065,153.0286662,ChIJK1UWpMxQkWsRmspjkSyoQo8
Australian National college,"1/58 Franklin St, Melbourne VIC 3000, Australia",-37.807421,144.9608171,ChIJ94ZTqTRd1moRkTqMviOKB_k
Training Partners Australia,"473 W Tamar Rd, Riverside TAS 7250, Australia",-41.401419,147.087384,ChIJ9zk318oJeqoRBAnNP67xsNA
Australian Institute of Learning,"SPACE Building - Level 1/328 Scottsdale Dr, Robina QLD 4226, Australia",-28.0911966,153.3934471,ChIJ7x8y5jIDkWsR6OxQlPzoRpQ
Australian Centre for Financial and Environmental Compliance,"University of Canberra Building 3, B53 - B56/1 Kirinari St, Bruce ACT 2617, Australia",-35.2363636,149.0848402,ChIJ07sJn_hSFmsRG7gR62GjNYI
Smart Moves Coaching Australia,"1/43 Hill St, Roseville NSW 2069, Australia",-33.7841168,151.1780701,ChIJ7QRdftuoEmsR2BwkqcQohMg
Skilling Australia Limited,"80 Raffles Place, #26-05, UOB Plaza 1, 048624, Singapore 048624",1.28536,103.85053,ChIJqXjI4QsZ2jERcrtXzQZXBQs
Cambridge Australia Scholarships,"49 College Cres, Parkville VIC 3052, Australia",-37.792965,144.9593,ChIJf6yfmypd1moRrdbZDNZWhYY
Skills Assessment Australia,"level 24/108 St Georges Terrace, Perth WA 6000, Australia",-31.9543097,115.8572596,ChIJAQDAxNW6MioRgBg5uCspR3Y
Gravitas Training Australia,"75 High St, 3F, Singapore 179435",1.2902208,103.8496983,ChIJddl6ag4Z2jERGCSMp91jrCw
Get Certify Australia,"6/58 Haldon St, Lakemba NSW 2195, Australia",-33.9202624,151.0769396,ChIJb2K5bAW7EmsRu6SiP_9FJtM
Kids Foundation Australia,"Hut #29, Ballarat Airport, Airport Rd, Mitchell Park VIC 3355, Australia",-37.5165122,143.7844947,ChIJr7Xc02lE0WoRZypwmneubEQ
Education Explained Australia,"18, Persiaran Barat, Pjs 52, 46200 Petaling Jaya, Selangor, Malaysia",3.104564,101.647499,ChIJL5W84tpLzDERAqX-7qfsujc
Insights Career Australia,"Unit 3, Level 1/114-120 Old Pittwater Rd, Brookvale NSW 2100, Australia",-33.7639999,151.2608032,ChIJJaJceSi7MioR2KP8tZ8w2Wg
Care Education Australia,"7 Maxwell Road #02-100 Annex B, Mnd Building, Singapore 069111",1.2795802,103.8460772,ChIJ19vsmxIZ2jER4ZoRGL_0GAk
Leadership Skills Australia,"Ground Floor, 7 Macquarie Pl, Sydney NSW 2000, Australia",-33.8628296,151.2099164,ChIJo3qCCUKuEmsRViiaS2dnph0
EduCare Services Australia,"44 Roborough Ave, Mount Eliza VIC 3930, Australia",-38.191196,145.087908,ChIJuV7xpwzf1WoR_78Oi13pCq4
Creative Studios Australia,"4161/18 Camira St, Alexandra Hills QLD 4161, Australia",-27.518081,153.213904,ChIJlQO1RltnkWsR0ajbKeOGC2M
The University of Western Australia,"35 Stirling Hwy, Crawley WA 6009, Australia",-31.9800186,115.8189709,ChIJ6YBzbu6kMioRkILyGLbwBA8
University of South Australia,"101 Currie St, Adelaide SA 5001, Australia",-34.9201652,138.6066669,ChIJqTENGy3JsGoRwMi6RVU2Aw8
Australian Institute of Business,"27 Currie St, Adelaide SA 5000, Australia",-34.92502899999999,138.5985455,ChIJb7dbNNfOsGoR-F8SEr32Xb4
CPA Australia Program,"1 Raffles Place, Singapore 048616",1.284198,103.8510441,ChIJXffYrA4Z2jERVaG0EPoH06c
Australian Institute for Teaching & School Leadership (AITSL),"Level 8/440 Collins St, Melbourne VIC 3000, Australia",-37.8170685,144.9598069,ChIJofgdvkxd1moRVaVToB4DFDk
The University of Notre Dame Australia,"32 Mouat St, Fremantle WA 6160, Australia",-32.0561785,115.7436402,ChIJAwhQN3ChMioRASFlotkjjUU
Australian Institute of Management,"01, E Gate, Lebuh Tunku Kudin 2, Taman Pelangi, 11700 Gelugor, Pulau Pinang, Malaysia",1.483004,103.7751208,ChIJJ2134Clt2jER2kZA7PdgtsM
Australian Catholic University,"1100 Nudgee Rd, Banyo QLD 4014, Australia",-27.3780232,153.0888676,ChIJ4Zjo7A3ik2sRx2znMyRUppY
Federation University Australia,"University Dr, Mount Helen VIC 3350, Australia",-37.626441,143.8910952,ChIJc8osEvpE0WoRA1jGhI290sA
"Department of Education, Western Australia","151 Royal St, East Perth WA 6004, Australia",-31.952507,115.872406,ChIJaTFbk9i6MioRRT2STrrYGIc
"Dynamic North Shore Toastmasters, Sydney Australia",,,,
JXUFE Alumni Association - Australia,"80 Robinson Rd, Singapore 068898",1.2800305,103.8492068,ChIJlagi-gsZ2jERhawgAhfH6ac
INFA AUSTRALIA,"8 Shenton Way, #29-01 AXA Tower, Singapore 068811",1.2761294,103.8474403,ChIJcyAxkBEZ2jERuUHYKSyHt6U
Australian Earth Science Education,"26 Dick Perry Ave, Kensington WA 6151, Australia",-31.9944498,115.8856356,ChIJezmoG528MioRgmSwWGmjTcg
Australian Skills Development Institute,"Greentown Warehouse, Jl. Yos Sudarso No.2-4, Bengkong Laut, Kec. Bengkong, Kota Batam, Kepulauan Riau 29457, Indonesia",1.154785,104.021852,ChIJZ0Rmq5OJ2TERaVKj7H8qsMg
Heguru Australia,"201 Elgar Rd, Surrey Hills VIC 3127, Australia",-37.837207,145.111216,ChIJF7mHyvNA1moRSKJI-556y7I
IAMBE (Institute of Australia - Middle East Business & Education),"Level 5/1 Bowes Place, Phillip ACT 2606, Australia",-35.3533355,149.0891251,ChIJSWsT1ONMFmsRVDF5fL94CMo
Kelly Club Australia,"152 Melville Rd, Brunswick West VIC 3055, Australia",-37.7591697,144.9450145,ChIJdX6XqKRc1moReH3HLOUZcJU
Australian Way Agency,"803 King George's Ave, #02-176, Singapore 200803",1.3085625,103.8606593,ChIJ-7G_loIZ2jERA60smXtPmt4
South Australian Tertiary Admissions Centre (SATAC),"104 Frome St, Adelaide SA 5000, Australia",-34.924864,138.608291,ChIJr-0nCtLOsGoRFprUGXQdP3o
Australian International Institute of Technology (RTO No. 45485 | CRICOS No. 03754M),,,,
Australian College of Health & Management,"Suite 5 level 4/20 Macquarie St, Parramatta NSW 2150, Australia",-33.8146103,151.0020927,ChIJ--rhvx-jEmsRX7vlDiF3j9Q
EduTraining Australia,"1 Whipple St, Balcatta WA 6021, Australia",-31.8625201,115.8061925,ChIJtcuWwWavMioR76-WeXEqhu4
Australian National Training Group,"1/21 Sunshine Parade, Miami QLD 4220, Australia",-28.0740274,153.4437499,ChIJz4ZcIIEDkWsRKcYUiT9kTK0
Australian Property Panel,"128 William St, Port Macquarie NSW 2444, Australia",-31.4314966,152.9072252,ChIJSSOTn8T_nWsRtI1sxjim1nA
Australian Institute for Work Based Learning,"SPACE Building - Level 1/328 Scottsdale Dr, Robina QLD 4226, Australia",-28.0911966,153.3934471,ChIJ7x8y5jIDkWsR6OxQlPzoRpQ
Eikoh Seminar Australia Pty Ltd,"Level 1/66 Denman Parade, Normanhurst NSW 2076, Australia",-33.7211234,151.0984072,ChIJkY07bKGnEmsR28JdHYBA8Ek
Lutheran Principals Australia,"Level 6, Luther Centre, No. 6, Jln Utara, 46200 Petaling Jaya, Selangor, Malaysia",3.1066734,101.6397796,ChIJUw4SvshLzDER6i8HSlhzqWM
Genus Software Australia,"2 International Business Park, The Strategy, #09-10/11, Singapore 609930",1.3298928,103.747087,ChIJN2vLUwoQ2jERE5nkk8EKRsM
Global Training Hub Australia,"254 Woodlands Industrial Park E5, Singapore 757309",1.451297,103.7923694,ChIJEecNZhET2jERAZ7_3pwuOFU
Australian Adelaide International College,"1/135 Pirie St, Adelaide SA 5000, Australia",-34.925739,138.604794,ChIJLUSSwyjPsGoRxkU6zc5mlRk
Australian Academy of Sales,"1341 Dandenong Rd, Chadstone VIC 3148, Australia",-37.8868011,145.085478,ChIJf8NzD-Fo1moR0es7GgQvraI
Australian Education Counsel,"2A/8-10 Kendall St, Clyde NSW 2142, Australia",-33.832951,151.019985,ChIJc6w78z-uEmsR8zlAe6g-GRU
Western Australian Primary Principals'​ Association,"440 Vincent St W, West Leederville WA 6007, Australia",-31.9346106,115.8326789,ChIJJbnG3kOlMioRZR1Dy2T7ddQ
Cambridge Australia Scholarships Ltd,"49 College Cres, Parkville VIC 3052, Australia",-37.792965,144.9593,ChIJf6yfmypd1moRrdbZDNZWhYY
Australian Institute of Continuing Education in Dentistry,"Premion Place, 8/39 White St, Southport QLD 4215, Australia",-27.9721444,153.4110445,ChIJi6vLivMPkWsROzb1Me5rSgE
Australian Chiropractic College,"Level 1/83-89 Currie St, Adelaide SA 5000, Australia",-34.9248316,138.5963905,ChIJC7Swy5bPsGoRlbywFmWohrY
Technical Education Australia,"10 Hunter Rd, Deer Park VIC 3023, Australia",-37.7876826,144.780885,ChIJt8yP8o1d1moRGMD7dQzM9SY
CPD for Teachers (Australia),"Jalan Cenderasari, Tasik Perdana, 50590 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.144232,101.692619,ChIJj2FjVc5JzDERgY4fwvPsjKA
Directions Australia Pty Ltd,"47 Carrington Rd, Marrickville NSW 2204, Australia",-33.9186742,151.155848,ChIJE2w_BxiuEmsRWmB9DGV1A_I
Australian Learning and Teaching Council,"Block A Maynooth Business Campus, Maynooth, Co. Kildare, W23 Y7X0, Ireland",53.36587,-6.590327599999999,ChIJr5YI0RVwZ0gRLMcocspJhgM
"Brighton College, Australia","2/15 Anderson St, Fortitude Valley QLD 4006, Australia",-27.4529668,153.0321974,ChIJLebSdO5ZkWsRBX2KFI8RgL0
Warp Training Australia RTO 51972,,,,
Kirana Colleges Australia - KCA,"8 Figtree Dr, Sydney Olympic Park NSW 2127, Australia",-33.85044420000001,151.0699162,ChIJx2WEhLWkEmsRk56YtzQUX4Q
Academy of Finance and Management Australia - AFMA,,,,
Future Problem Solving Program Australia Inc.,"Burwood East VIC 3151, Australia",-37.8463561,145.1592087,ChIJt3mjqWw_1moRMy1HCgO-3MI
Australian City Design College,"802/343 Little Collins St, Melbourne VIC 3000, Australia",-37.8153806,144.9634273,ChIJN57ptpxD1moR3ERSCxiARQU
ANU Australian Studies Institute,"Canberra ACT 0200, Australia",-35.2776999,149.118527,ChIJa1CaCUdNFmsRULAVbzNTu_g
Dya Australia,"3/81 Pickles St, Port Melbourne VIC 3207, Australia",-37.8418562,144.9458336,ChIJr4S90cBn1moRtkPv95zeFts
X-Pert Group (Australia),"1/46 Cyprus St, Lalor VIC 3075, Australia",-37.6740212,145.0217164,ChIJxZSPshBP1moRgkwBS0kUmkw
LIBERTAD - Australia & New Zealand,"2421 Park Ave, Manila, 1300 Metro Manila, Philippines",14.5466813,120.9963827,ChIJYwkvgmfJlzMR25bgjin2T-A
Australian Centre for Education and Training – Global (ACET-Global),"38-01, Jln Austin Heights 3/2, Taman Mount Austin, 81100 Johor Bahru, Johor, Malaysia",1.5583518,103.7811011,ChIJ--KqIYRu2jERkaYfkLzfD3g
Real Institute Australia,"Suite 15 Level 4/56 Church Ave, Mascot NSW 2020, Australia",-33.921773,151.186045,ChIJT9WjJ1WwEmsRv94nxzyVzrQ
Chartered Secretaries Australia,"149 Rochor Road, # 04-05, Fu Lu Shou Complex, Singapore 188425, Singapore 188425",1.301531,103.854515,ChIJJyJqRLoZ2jERyKg4NJrFXZ8
Le Cordon Bleu Australia-Melbourne,"488 South Rd, Moorabbin VIC 3189, Australia",-37.93876119999999,145.0498439,ChIJc8QGJK-XEmsRdcop-mGrurs
Australia Studycare,"Ground Floor/810 George St, Sydney NSW 2000, Australia",-33.881789,151.204847,ChIJNedD8yOuEmsRbCEEdkW72OU
AFS Intercultural Programs Australia,"4/418A Elizabeth St, Surry Hills NSW 2010, Australia",-33.8864637,151.2087441,ChIJx3c7tCGuEmsRoGAR9EDfOxI
Malaysian Students' Council of Australia (MASCA),,,,
"College of Nursing, Australia","1 Napier Cl, Deakin ACT 2600, Australia",-35.321168,149.094449,ChIJMWKx7EizF2sROgJT16bNso4
Australian Centre for Career Education Ltd (Trading as Career Education Association of Victoria Inc),"25 Napier Rd, Singapore 258507",1.3055359,103.8194284,ChIJAQAAWCAa2jERM3iPwiLGKhU
Achievers Academy Australia,"Unit 119/20A Lexington Dr, Bella Vista NSW 2153, Australia",-33.73514979999999,150.9461819,ChIJ1zDc2FOfEmsRjZxBjbPfixA
Australia Wide Training Institute (AWTI),"Level 1/54-58 Brookes St, Bowen Hills QLD 4006, Australia",-27.4512551,153.0359602,ChIJ8YTU1hVZkWsRjblMlEaxMuM
Australian Harbour International College,"114-120 Castlereagh St, Sydney NSW 2000, Australia",-33.8710356,151.2096595,ChIJVbm80T-uEmsRQhIqV4nnPjI
Stirling Institute of Australia,"99 Queens Bridge St, Southbank VIC 3006, Australia",-37.8245562,144.9606561,ChIJW24Ss_Vn1moR989WfuavAp8
CMA Mental Arithmetic Australia,"900, #06-03 South Woodlands Drive, Civic Centre, Singapore 730900",1.4350468,103.7867371,ChIJIbifRP8S2jER8llDl8O9_sU
Australian Centre of Further Education Pty Ltd - ACFE,"L5/341 Queen St, Melbourne VIC 3000, Australia",-37.810437,144.958311,ChIJD_9WnTVd1moRcOFrrjnqam0
Australian Guild of Music Education Inc.,"5-5, One Avenue, Jalan Masjid PJU6A, Off, Persiaran Bandar Utama, 47400 Petaling Jaya, Selangor, Malaysia",3.1396899,101.6144478,ChIJxZfGqs9OzDERFWbjBU8xTwk
Australian International Conservatorium of Music,"1 Conservatorium Rd, Sydney NSW 2000, Australia",-33.8634519,151.2141239,ChIJ_Zm6E2muEmsRHnEV3HnFoy8
Project Thrive Australia,,,,
Australian Universities Quality Agency,"Level 7 Orchard Shopping Centre, 321 Orchard Rd Next to 313 Somerset MRT Exit B, Singapore 238866",1.3015184,103.837884,ChIJn8WVAsoZ2jERCdqRZk5ZSP0
AEMC - Australian Education and Management Consultants,"Liberty Arcade, Level 1 Office No 8, 282 R. A. De Mel Mawatha, 00300, Sri Lanka",6.910161899999999,79.8519963,ChIJpTcHn0JZ4joRBfatAux7G8c
Safework Training Australia,,,,
IT Learning Solution (Australia) Pty Ltd.,"28 Kandahar St, Singapore 198889",1.302176,103.859796,ChIJ8Rt3JLEZ2jERy8wKWFTI1Yk
HBD Services_Australia,"Museum Tower, Unit 127 (Level 8/267-277 Castlereagh St, Sydney NSW 2000, Australia",-33.8775285,151.2083595,ChIJ4bRkl8a7EmsRCAP6pmknNtU
Australian Medical Expeditions,"Riverside Centre, 18/123 Eagle St, Brisbane City QLD 4000, Australia",-27.4671644,153.0303907,ChIJ34x5sR1akWsR3-_dNEl6Z5g
Australian Health and Safety Training,"127 Wellington St, St Kilda VIC 3182, Australia",-37.857145,144.990507,ChIJj4jp4zho1moRqZI6Pn_Tv1I
Mind Lab Australia,"282 Anzac Hwy, Plympton SA 5038, Australia",-34.963835,138.55566,ChIJpzPkUifFsGoRsu6aK05hS9o
Australian Technology and Innovation College Pty Ltd,"82 Cope St, Waterloo NSW 2017, Australia",-33.8956101,151.1998943,ChIJ-5LNldqxEmsRsxMjXUBmkwk
Screenwise - Australia's Leading Film & TV School for Actors,"84/86 Mary St, Surry Hills NSW 2010, Australia",-33.883161,151.209588,ChIJE_loEiKuEmsRPdNZOjmuY5I
ACCIT Australia,"495 Kent St, Sydney NSW 2000, Australia",-33.873605,151.205038,ChIJ2zi0DzyuEmsRnqITR82UVMY
New Horizon Institute of Australia,"1 Maritime Square, #10-24, Singapore 099253",1.264605,103.820481,ChIJX8MbMHkZ2jERUFqKd0MzOGs
Portal Australia,"9/1200 Hay St, West Perth WA 6005, Australia",-31.948704,115.8430737,ChIJcWdT_jClMioRtD6wM-dZsDY
Australian Cyber Security Academy,"Level 35, International Tower One, 100 Barangaroo Ave, Barangaroo NSW 2000, Australia",-33.8638509,151.2021393,ChIJG9h0sHGvEmsRVYXg4ShXTzw
Australian Academy of Trade & Technology,"478 Logan Rd, Greenslopes QLD 4120, Australia",-27.503474,153.047701,ChIJ2_oaqGpakWsRD0E0XU81nSE
Education Consulting Australia,"55 Ayer Rajah Crescent, unit # 06-05, Singapore 139949",1.2944499,103.7871242,ChIJy6mWOMEb2jERp8MPfSsVZtU
Australian Centre for Field Robotics,"Rose Street Bldg, University of Sydney NSW 2006, Australia",-33.88994,151.1938047,ChIJoZ7fsNaxEmsRpHwJG53ecwE
Australian College of Vocational Studies,"6/136 Chalmers St, Surry Hills NSW 2010, Australia",-33.8871749,151.2069209,ChIJw8Mq-ReuEmsR1kdyT3lqTdM
Australian Teachers Of Media QLD (ATOM QLD),,,,
South Tamil School - Western Australia,"3 Jln Anak Bukit, Singapore 588998",1.338708,103.778775,ChIJOW_rAokQ2jER74hoy6QMBr4
Education Management Corporation of Australia,"Level-14/333 Collins St, Melbourne VIC 3000, Australia",-37.8169726,144.9633347,ChIJgdDz9FCj12oRCYCpWCHnT14
Australian Dog Grooming School,"124 Union Rd, Ascot Vale VIC 3032, Australia",-37.7759043,144.9157449,ChIJldh_b-5b1moRSekKQQ19BHA
Australian Centre &,"789 Geylang Rd, Singapore 389675",1.3150827,103.8917985,ChIJFU5o0BcY2jER1G6UPp6fsa0
Australian Institute of Technology and Trade,"Suite 1103/470 Collins St, Melbourne VIC 3000, Australia",-37.817562,144.9583012,ChIJOyXWZtJd1moRaz-iwffoOfk
Australian Feldenkrais Center,"90/96 Crown St, Woolloomooloo NSW 2011, Australia",-33.873484,151.216765,ChIJPeJEgROuEmsRgTDHYt3SAMU
AUstralian Boarding School,"188 New S Head Rd, Edgecliff NSW 2027, Australia",-33.8775714,151.2362686,ChIJ-eKKB-GtEmsRWNougo-Z4Vc
Australian Special skills and Services,,,,
Australian Playground & Shade Solutions,"#04-01, 131 E Coast Rd, Singapore 428816",1.306109,103.9049768,ChIJQ9SY8qUZ2jER6k3ElN8_coY
Australian School Of Petcare Studies,"21 Tampines Ave 1, Singapore 529757",1.3451847,103.9318122,ChIJcWfV_mk92jERlqKEnZLi8os
Polio Australia,"119C/89 High St, Kew VIC 3101, Australia",-37.807855,145.0279571,ChIJtX_WIshD1moReZlNIB926-0
MelLink - Australian Education & Migration Agent,"Level 1/29 Leeds St, Footscray VIC 3011, Australia",-37.8003529,144.9012988,ChIJxVg2E5Jd1moRokuw0IIpfu8
Australian International Education Conference (AIEC),,,,
Civil Training Australia,"7 Jamieson Way, Dandenong South VIC 3175, Australia",-38.0400194,145.2272748,ChIJYSRcewQR1moRZr-d8ZCvyew
Space Design Competitions Australia,"George St, Brisbane City QLD 4003, Australia",-27.4709825,153.0235766,ChIJfyRLwztbkWsRLf0hByeSpZI
Women in Research (Australia),"78 Murray st Level 3 and 4, Perth WA 6000, Australia",-31.9525739,115.8610488,ChIJHyiJPxy7MioR6wPcwDfAk_4
Inspiring the Future Australia,"450 High St, Penrith NSW 2750, Australia",-33.75398,150.696442,ChIJU3Pv6_SFEmsRHKn6Fxy3GvA
Mindhouse Australia,,,,
Institute of Health and Nursing Australia (IHNA) - RTO ID: 21985,,,,
Peer Support Australia,"Suite 2.01A, Building 3/35/41 Waterloo Rd, Macquarie Park NSW 2113, Australia",-33.784259,151.128056,ChIJ8_6aDFuqEmsRhYV6C1P0UvI
The Australian Institute of Personal Trainers (RTO 32363),,,,
Scouts Australia Institute of Training,"1 Aviation Dr, Singapore 499867",1.3881228,103.9901271,ChIJcR3FMRE82jEReBn2ELejEAQ
Health Schools Australia,"8 College Road, Singapore 169857",1.2810889,103.8342537,ChIJtTlCq0UBBBARwBvvWcqpjEU
Critical Thinking Australia,"282 Anzac Hwy, Plympton SA 5038, Australia",-34.963835,138.55566,ChIJpzPkUifFsGoRsu6aK05hS9o
Australian Skills Academy PTY LTD,"Office FS003, 57 The Mall, Bankstown NSW 2200, Australia",-33.9156393,151.0371105,ChIJa-KMs1S9EmsRL4cCf5BSk3w
International Etiquette Academy of Australia,"2, #05-09 Jurong East Street 21, IMM Building, Singapore 609601",1.334218,103.746744,ChIJJbSeG7wP2jERwbCmcF6Q57U
