Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Country
Creative Virtual,null,"Creative Virtual is a world leader in virtual agent, chatbot, live chat and conversational AI solutions that bring together humans and artificial intelligence to create conversations with customers and employees across touchpoints in a seamless, personalised way and at large scale. Leading global organisations, including HSBC, BT, Chase, Intercontinental Hotels Group, Lloyds Banking Group and American Family Insurance, rely on our award-winning V-Person™ technology to improve their support experience, reduce costs, increase sales and build brand loyalty. Named the Product Leader in AI-Enhanced Customer Self-Service by Frost & Sullivan and awarded The Queen’s Awards for Enterprise: Innovation, Creative Virtual delivers an industry-leading combination of proven technology and expert guidance from a highly experienced team and extensive partner network. Our global team supports installs around the world in over 35 languages, providing both localised support and international insights to our customers and partners.Creative Virtual is headquartered in the United Kingdom with operations in the United States, Australia, India, Singapore and Hong Kong.",null,IT and Services,51-200 employees,https://www.creativevirtual.com,null,Privately Held,null,https://www.linkedin.com/company/creative-virtual/,"114 Lavender Street CT Hub 2 #11-77, Singapore 338729",1.3116203,103.8633188,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Arges Global Limited,null,"ARGES GLOBAL is led by ex-CXOs and experienced professionals with decades of experience enabling innovation and transformation across various industries around the globe. Our deep industry knowledge of technology and operations along with the breadth of our solutions have enabled us to deliver complex change programs and Digital Transformation journeys for our clients.ARGES GLOBAL is a global Software Solutions and Services organisation focusing on Strategy and Implementation of Automation projects and services in areas of Intelligent Process Automation (IPA), Robotic Process Automation (RPA), Artificial Intelligence (AI), Machine Learning (ML), Natural Language Generation (NLG), Smart Workflows (SWF) and Cognitive Agents.We believe “Successful organizations are built with successful people” and at ARGES GLOBAL we enable a sustainable platform to achieve this success together.Our Services include:- Intelligent Process Automation- Technology Modernisation- Information Security- Talent Management",+852 2620 0054,IT and Services,11-50 employees,http://www.argesglobal.com,null,Privately Held,null,https://www.linkedin.com/company/arges-global-limited/,"Arion Commercial Centre, Unit 7, 8th floor, 2-12 Queen's Rd W, Sheung Wan, Hong Kong",22.2863187,114.1483711,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
HawksCode,null,"HawksCode is a global IT company delivering services, solutions to enterprises worldwide. We have built robust and profitable practices in Application Softwares and eBusiness. 

Our experience and expertise in executing large software development projects is a complementary mix of project management, business process analysis and enterprise class technology.

Our mission is to enable people and companies to increase their business value through the use of IT technologies. 

We aim at delivering services which will open new possibilities for our customers and allow them to work effectively and creatively. Our values are: people, customers and quality.

We believe that the most valuable resource we possess is our people. HawksCode is not just a gathering of highly skilled individuals, but a team. It is built not only on someone's exceptional skills, but rather on collaboration and teamwork. 

The most valuable resource that HawksCode has is the people. Throughout years of growth, owing to investments into training, scrupulous selection procedures, competitive benefits and appealing career possibilities, we managed to assemble a mosaic of motivated, loyal and highly skilled IT professionals. The effective work of HawksCode resides on collaboration and teamwork between all its members, each one perfectly doing his own job.",null,IT and Services,51-200 employees,https://hawkscode.com,"Meredith, Victoria",Privately Held,null,https://www.linkedin.com/company/hawkscode/,"602-603, 6th Floor, Kailash Tower, Lalkothi, Jaipur, Rajasthan 302015, India",26.8881051,75.802658,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TechTiera Corporation,null,"TechTiera Corporation is a new generation provider of customer focused information technology solutions and services. We are a single source provider of a broad range of IT services, including emerging technologies; IT consulting; large systems applications development, support and maintenance; modernization of legacy applications to client / server and web technologies; client / server applications development; integration of client / server applications with online internet applications; packaged software implementation, customization & applications development. TechTiera's vision is simply to become one of the most trusted companies in the technology services.  Our mission is to deliver excellent products, value-added solutions and high-quality services by bringing together passionate professionals, innovative technologies and the very best practices.  Our promise to our customers is that we will always put their interests first, and always deliver superior value to them through innovation, excellence and professionalism.With a range of products, solutions and services in the areas of Strategic Consulting, Technology Consulting, IT Applications Development, Software Testing & Validation and Business Process Delivery, TechTiera can help you envision, strategize, plan & execute your way to success.Our promise to our employees is that we will share the success that we jointly create with them, and provide them with a motivating work environment where they can realize fullest potential.  As we grow, we constantly seek to employ talented professionals with a high level of integrity that want to be challenged to perform at their very best, seek opportunities to innovate and excel, and desire to rewarded in a manner that is commensurate with the value that they deliver.  We always seek to engage highly motivated, innovative, credible, experienced executives and entrepreneurs to help us make inroads into new markets and to build TechTiera in emerging markets.",null,IT and Services,51-200 employees,http://www.techtiera.com,null,Privately Held,null,https://www.linkedin.com/company/techtiera/,"No. 130, M, Jalan Tun Sambanthan, Wilayah Persekutuan, 50470 Kuala Lumpur, Malaysia",3.134046,101.688717,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Workforce Solutions, a division of NTT Ltd.",null,"Workforce Solutions is a division in the Australia and New Zealand region of NTT Ltd. and includes the former Viiew as part of its broader expertise and capabilities.. The Workforce Solution division specialize in workforce-as-a-solution services, allowing clients the flexibility to augment or strengthen their team with a specialized workforce who offer deep experience and expertise in digital, data, security, infrastructure, project solutions and business transformation. Our highly experienced and skilled teams are supported by extensive training and enablement, ongoing technical assessments and our global network as part of NTT Ltd. All team members of Workforce Solutions are selected for the depth of their knowledge and experience in their particular field, as well as their professionalism and ability to integrate into our client’s workplace environment. To ensure the best match, we encourage clients to be involved in selecting their Workforce Solutions consultants.",null,IT and Services,"501-1,000 employees",http://www.viiew.com,"Melbourne, Victoria",Privately Held,null,https://www.linkedin.com/company/viiew/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Intelematics,"Level 3 / 473 Bourke Street, Melbourne, VIC 3000, AU","For twenty years Intelematics has delivered products and services that enhance the drive experience, no matter their location. Working across all areas of the industry, the results of our services have been seen with localised and custom applications on vehicle dashboards and vehicle telematics delivery.Intelematics is a proud provider of connected services and is wholly owned by the Royal Automobile Club of Victoria (RACV). Since its establishment in 1999, Intelematics has provided B2B solutions across Australia, North America and Europe to help our customers keep their people moving. Our technology solutions are innovative and we assist our customers to keep their people informed, secure and connected. By adhering to global best practice — including significant investment in research and development – we have delivered seamless systems and earned the trust of the world’s most respected automotive brands.",613 8415 9000,IT and Services,51-200 employees,http://www.intelematics.com,"Melbourne, VIC",Privately Held,null,https://www.linkedin.com/company/intelematics-australia/,"3/473 Bourke St, Melbourne VIC 3000, Australia",-37.8155628,144.959936,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Dynamics 365 Group,"Level 35, International Towers, Tower One, 100 Barangaroo Avenue, Sydney, NSW 2000, AU","Dynamics 365 Group is a national support and service group for independent Microsoft Partners.

Our solutions include Microsoft Dynamics 365, Office 365, SharePoint Collaboration and Document Management, Enterprise Resource Planning, Website Design and Content Management and Mobility Solutions.

We maintain strategic alliances with a number of leading technology companies, including Microsoft and others to facilitate our service delivery to customers. Through these relationships, we obtain training and certification in their products, integrate their products into our industry solutions, and provide cross-referrals of new business opportunities.

Our objective is simple. 

To help you be even more successful!

We do this by providing the vital tools to assist Microsoft Partner members in running their businesses more cost effectively and keeping up to date with industry trends and customer requirements.

JOIN US!

Here are just a few reasons why you should become part of the Dynamics 365 Group:

•	Education and certification training
•	Industry leading marketing and sales tools and resources
•	Access to customer and industry-specific solutions and productivity tools (xRM Industry Solutions)
•	Brand development, lead generation and lead warming within your target market
•	Advanced technical services supporting Dynamics 365 deployment, application and customisation
•	Cost-effective PI program
•	Centralised help desk support
•	Collaboration amongst peers across all business channels
•	Strong network culture
•	Entrepreneurial yet disciplined environment
•	Back office savings – both physical and “virtual office” including office address, communications package (email and phone), reception/administration plus meeting room/s.

Contact us now to learn more about the benefits of being a Dynamics 365 Group member.",null,IT and Services,11-50 employees,http://www.d365.group,"Sydney, NSW",Privately Held,null,https://www.linkedin.com/company/dynamics-365-group/,"Level 35, International Towers, Sydney, NSW, 2000, AU",-33.84907,151.13834,Sydney,Head Office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Joyne,null,Pre-construction. Rebuilt.We’re automating the estimating and materials purchasing process for the building and construction industry via artificial intelligence and machine learning.,+1 303 880-8972,IT and Services,2-10 employees,http://www.joyne.co,"Denver, Colorado",Privately Held,null,https://www.linkedin.com/company/takeoffs/,"249 2 Ave S, Saskatoon, SK S7K 1K8, Canada",52.1263068,-106.6656774,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Exilesoft,null,"Exilesoft is a Scandinavian-owned Software Services company headquartered in Singapore, specialized in Software Engineering with Agile/Scrum/SAFe and we serve the Australian and Scandinavian markets with UI/UX services, system design, enterprise application development, system integration, business automation and testing services. We are a Microsoft Gold Certified development center. 

We have project offices in Oslo, Stockholm, Sydney, Melbourne and Singapore, with our main development center in Colombo, Sri Lanka. 

We have comprehensive industry-specific software development expertise within Banking/Finance, ERP/Accounting, Post & Logistics, Warehouse management, Field Services, Air Travel & Tour industry, Human Resource Management, and SalesForce CRM solutions, to mention a few.",null,IT and Services,51-200 employees,http://www.exilesoft.com,"Singapore, Singapore",Privately Held,null,https://www.linkedin.com/company/exilesoft-pvt-limited/,"Level 12, North Sydney, NSW, 2060, AU",-33.84907,151.13834,North Sydney,Exilesoft Pty Ltd.,"8 Temasek Boulevard, Singapore, Singapore, 038988, SG",1.356401,103.80813,Singapore,Exilesoft Corporation Pte Ltd,"Linnégatan 76, Stockholm, null, 115 23, SE",59.34777,18.088993,Stockholm,Exilesoft AB,"Stortorvet 10, Oslo, Oslo, 0155, NO",59.911903,10.741144,Oslo,Exilesoft AS,"201, Sir James Peris Mawatha, Colombo, Western Province, 00200, LK",7.621605,80.70177,Colombo,Exilesoft (Pvt) Limited,LK
A2K Technologies,null,"A2K Technologies is a company which fosters innovation through delivering software and hardware solutions, consulting, training, development and managed services.

Our highly knowledgeable and industry-experienced staff from the Architecture, Engineering, Construction, Infrastructure, and Manufacturing sectors enhances our customers’ organisational capabilities, to deliver on project outcomes and differentiate from the competition.

With a great footprint throughout the ANZ region, A2K has strategic partnerships with many major software and hardware vendors, including Autodesk, Microsoft, Adobe, HP, Ultimaker, Symantec, and Citrix.

We have become a trusted technology adviser to our customers through the breadth and depth of our service offering and technical expertise, our commercial flexibility and high levels of customer service and understanding.

Our Professional Services and Consulting divisions include experienced technical consultants with industry experience. Our operations, resources and infrastructure equate to the highest-level of technical support, and a wide product offering of business software and hardware.",null,IT and Services,51-200 employees,http://www.a2ktechnologies.com.au,"Brisbane, QLD",Privately Held,null,https://www.linkedin.com/company/a2k-technologies/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Newforce Global Services Ltd,null,"Newforce Global Services is a London Registered Global Service Provider having customers across developed Global markets United States,Canada,UK,Europe,Australia,New Zealand,Middle East,Singapore,Hong Kong,Malaysia.Newforce Global Services Provide services in Education,Consulting And Sun contracting segments at most affordable price by using a mix of right shore & offshoring experts.Currently Newforce have around 20000+ Experts in 800+ skills helping customer Globally.Consulting Services : IT Infrastructure, IT Consulting, business change, project management and senior appointments in a multi sector environment supporting clients in their business growth.. Sub Contracting Services : We source the best permanent or Contract candidates available in the market to give our clients the competitive edge required to achieve their goals. Our clients benefit from our commitment to quality and unparalleled knowledge and expertise.Supporting Resources and companies in their  growth.Newforce Global Services specialist Technical consultants have extensive industry experience in their respective markets with enviable historic relationships and extensive networks. Each consultant is dedicated and determined to source and deliver an outstanding search and selection service to their clients and candidates alike.Visit our website www.newforceltd.com or write email to us at experts@newforcdeltd.com to know more about our service models",+44 7467192232,IT and Services,51-200 employees,https://www.newforceltd.com/in/,"London, England",Privately Held,null,https://www.linkedin.com/company/newforce-global-services-ltd/,"4th floor, F-361, Phase 8 B, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 140301, India",30.7093198,76.6920387,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Aerometrex,null,"Aerometrex provides full aerial mapping services and products to our clients by exploiting both existing and emerging air and ground imaging technologies.Our award winning company is particularly experienced in aerial photogrammetry and offers a growing range of aerial orthophotography products, precision digital surface and terrain model, 3D models, airborne LiDAR and value-added geospatial services.Our online subscription service, Metromap, provides access to aerial imagery directly from your browser on a user-friendly interface with intuitive measurement & download tools.",61883629911,IT and Services,51-200 employees,http://aerometrex.com.au,"Glynde, SA",Public Company,null,https://www.linkedin.com/company/aerometrex/,"51-53 Glynburn Rd, Glynde SA 5070, Australia",-34.8947453,138.656577,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
WEM APAC,null,"WEM APAC is the HQ for WEM in the Asia Pacific Region.We work with Customers and Partners to help in rapid Digital Transformation utilising the WEM Platform.Connect with WEM APAC to become a partner.Know More about WEM:WEM has evolved to be an all-around powerful application platform and can be used by any subject matter expert without needing programming knowledge. The minimal level of expertise required doesn't limit the level of functionality that can be achieved: Fully functional, highly interactive web applications, including interfaces to other corporate or external systems, can be created using the intuitive interface. Easy to get started yet powerful for more advanced users. WEM applications are published using standard or user-defined templates to ensure a professional and consistent look and feel. Professional software developers will enjoy the powerful features in WEM, including the ability to integrate using web services and rapidly make changes to web applications on the fly. The power of WEM is that it makes any subject matter expert an application developer almost instantly. Creating basic applications requires no more skills than drawing a flow chart in any modern day office productivity tool. WEM is a no-code application Platform as a Service (aPaaS) that enables any subject matter expert with minimal IT knowledge to create custom applications without programming. Developing fully functional multi-platform web applications is not much harder than modeling your process in a flowchart. With WEM anybody can create custom applications without programming. Check it out yourself and create your first application in minutes!",null,IT and Services,11-50 employees,https://www.wemapac.com,"Melbourne, Victoria",Privately Held,null,https://www.linkedin.com/company/wemasia/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Rutledge AV, A Diversified Company",null,"Diversified is enabling a digital future—connecting people, technology and experiences, where and when it matters most. When done right, digital communication empowers human connection, and our solutions are experienced by millions every day. With 2,500+ employees in 50+ locations worldwide, we’re a global organisation serving local needs.",1300131795,IT and Services,"1,001-5,000 employees",https://www.diversifiedus.com/au,"Northcote, Victoria",Privately Held,null,https://www.linkedin.com/company/diversified-au/,"9/62 Keane St, Currajong QLD 4812, Australia",-19.2717666,146.7754103,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
KJR Australia,null,"A technology-focused strategic advisory firm, that delivers. Our mission is to think further for our clients; guiding and delivering intelligent, technology-based solutions that work, every time. This mission is a daily commitment from our team, which is why our clients feel confident when KJR is on the case. Founded in 1997 as the uncertainty of Y2K loomed over organisations worldwide, we remain in the trenches over 20 years later with almost 100 specialists working across Australia, supported by offices in Melbourne, Sydney, Brisbane and Canberra. Our services are used by ASX-listed and Fortune 500 companies as well as Australian federal and state government departments to drive their digital advancement and give their customers, citizens and stakeholders the quality customer experience they expect. Interested in hearing about new opportunities with KJR? If you're an IT or digital professional, take a moment to join our Talent Community and we'll contact you with roles matching your skills, experience and availability  www.livehire.me/talent/community/kjr/linkedin.",null,IT and Services,51-200 employees,http://www.kjr.com.au/,"Melbourne, VIC",Privately Held,null,https://www.linkedin.com/company/kjr-australia/,"1/190 Queen St, Melbourne VIC 3000, Australia",-37.8140244,144.9606843,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
YOW! Conferences,"PO Box 63  , Mount Gravatt , QLD 4122, AU","Independently run YOW! Conferences brings together inspiring speakers, cutting-edge content and strategic networking opportunities. Look out for updates on the latest YOW! Nights and other events during the year.Our signature Conferences held in December in Sydney, Melbourne and Brisbane feature 40+ world class experts that have been hand-picked to share their insights.  Get ready to mingle with the ""rock stars""​ of software development. Find out more here:  https://yowconference.com/",null,IT and Services,11-50 employees,https://yowconference.com/,"Mount Gravatt , QLD",Educational Institution,null,https://www.linkedin.com/company/yow-conference/,"19 Ubi Cres, Singapore 408577",1.3269736,103.8946186,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ASI Solutions,null,"You can leverage our expertise to implement your non-core business IT services, to cover short-term gaps in skills or resources availability, to provide input into your strategic planning or to keep your systems running day-to-day. You can trust us to supply not only the latest technology, but also the most cost-effective IT solutions.",null,IT and Services,51-200 employees,http://www.asi.com.au,"Botany, New South Wales",Privately Held,null,https://www.linkedin.com/company/asi-solutions/,"40000 17A, Jalan Kristal L 7/L Seksyen 7 Shah Alam SELANGOR, 40000, Malaysia",3.0779,101.49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Rapid Circle Cloud Builders,null,"-- Rapid Circle was awarded 'Partner of the Year'​ in healthcare worldwide in 2015 --Rapid Circle supports organisations in their Digital Transformation journey through digital workplace and collaboration platforms based on Microsoft cloud technologies such as Office 365, Azure, Dynamics 365, Windows 10 and Xamarin. We offer continuous guidance from strategy to support, and from technical to organisational change. Always with mobile and Cloud as basic principle.At Rapid Circle we believe that organisations can no longer ignore the Cloud. Because employees are also consumers that encounter innovative technology every day, they take their knowledge and expectations back to their organisations. Cloud solutions help save costs, be more productive, and to innovate internal communication and collaboration. In this way, the organisation grows and is more capable to adapt to changes.We stand for a fair and transparent partnership with customers. All our engagements start with determining what success looks like for you and our commitment to your success.Since 2008, Rapid Circle has been supporting organisations with the innovation of collaboration and the digital workplace, with the transition to the cloud and with the improvement of service with Office 365, Microsoft Azure and CRM online. Mobile and Cloud are our guiding principles. We do this with over 80 employees in Melbourne, Amsterdam, and Pune (India).",null,IT and Services,51-200 employees,http://www.rapidcircle.com/,null,Privately Held,null,https://www.linkedin.com/company/rapid-circle-india/,"341 Burwood Road, Hawthorn, Victoria, 3123, AU",-37.803425,145.01105,Hawthorn,Australian Office,"Office# 602, S. R. IRIZ, Pune, Maharasthra, 411045, IN",18.518404,73.86709,Pune,Indian Office,"Kraanspoor 40, Amsterdam, null, 1033SE, NL",51.89373,4.523071,Amsterdam,Amsterdam Office,"Unit 2, 131 Munroe Street, Toronto, Ontario, M4M 2B8, CA",43.68814,-79.621994,Toronto,Canadian Office,null,null,null,null,null,CA
WhiteSky Labs,null,"Winner of 2019 MuleSoft APAC Practice Delivery Partner of the Year, 2018 MuleSoft APAC Solution Delivery Partner of the Year, and 2017 MuleSoft APAC Services Delivery Partner of the Year. WhiteSky Labs was formally acquired by Capgemini on 1st April 2020.We are a Premier Partner specialised in connecting apps, data and devices using MuleSoft’s Anypoint Platform,  the world’s leading integration platform for SOA, SaaS, and APIs.We offer MuleSoft Licensing, MuleSoft Consulting Services and MuleSoft Managed Support to help companies succeed by:✔ Creating new revenue channels by exposing existing data✔ Migrating the best of breed SaaS apps for faster time to market✔ Modernising legacy infrastructure to drive more business agilityWith a dedicated MuleSoft Centre of Excellence in Manila, Philippines, we have an extensive Mule ESB 3.x and 4.x experience and a growing number of successful Mule ESB implementations across Australia, New Zealand and Singapore.✉To get your MuleSoft 30-day trial product, please contact info@whiteskylabs.com and one of our consultants will be in touch.",null,IT and Services,51-200 employees,http://www.whiteskylabs.com,"Sydney, New South Wales",Privately Held,null,https://www.linkedin.com/company/whitesky-labs/,"28th Floor, Robinsons Equitable Bldg, 4 ADB Ave, Ortigas Center, Pasig, 1605 Metro Manila, Philippines",14.589622,121.05996,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Infoxchange,null,"Infoxchange is a non-profit social enterprise that has delivered technology for social justice for over 25 years. Our mission is to strengthen communities using technology to create positive social change.

We use technology to tackle the biggest social challenges of our time. 

With over 100 staff across Australia and New Zealand we tackle the biggest social challenges through the smart and creative use of technology.

We work with community, government and corporate partners to solve family violence, homelessness, mental health and issues facing people with disabilities, the elderly, Aboriginal, Maori and Pasifika communities.

Our products and services are used by over 6500 organisations across the community sector. We provide the right tools to improve efficiency and deliver greater impact – from nation-wide service coordination systems to IT advice for individual organisations.

Our community programs focus on digital inclusion. We use technology to improve the lives of vulnerable people, driving social inclusion and creating stronger communities. We believe no-one should be left behind in today’s digital world.

Visit www.infoxchange.org for more information.",null,IT and Services,51-200 employees,http://www.infoxchange.org,"Richmond, Victoria",Nonprofit,null,https://www.linkedin.com/company/infoxchange/,"33 Elizabeth St, Richmond VIC 3121, Australia",-37.811002,144.9929313,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
GPA,null,"GPA encompasses 25 best of breed Regional Business Units (RBU’s) with localized delivery capability in over 50 countries globally.  We have over 4000 employees and well over $1B in annual AV/UC related revenues.  We have spent more than a decade understanding the impact diversity and globalization has in fulfilling those goals.   In today’s global economy, workplace technology solutions need to be simple, scalable, and standardized.  A simple enough aspiration, yet fraught with challenges and complexities at a global scale with the cultural, logistics, language, currency, time zone, and bureaucratic variables global brings.Our goal is simple: to mitigate those challenges for global enterprise organizations in order to deliver the solutions & services that allow your most valuable assets - your people - to communicate and collaborate better.  We offer you our global team - with a truly global perspective, committed to operational excellence, and ready to help you navigate your next global meeting and collaboration technology deployment program. Allow GPA to be your global advantage!",null,IT and Services,"1,001-5,000 employees",https://thinkgpa.com,"Breukelen, Utrecht",Partnership,null,https://www.linkedin.com/company/gpa-bv/,"600 North Bridge Rd, #14-04/05 Parkview Square, Singapore 188778",1.300164,103.8577221,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Classic Informatics,null,"Classic Informatics is a global web and mobile apps development agency, offering technology solutions to enterprises, digital agencies and start-ups. Our services are focused around web development, mobile apps development and enterprise application development. At Classic Informatics, client’s requirements are studied, researched, planned, and executed systematically for intended deliverance. Our company’s strength is in our culture of constant learning and improvement, essential for progress and for exploring new avenues.",097174 27805,IT and Services,51-200 employees,http://www.classicinformatics.com,"Gurugram, Haryana",Privately Held,null,https://www.linkedin.com/company/classic-informatics-private-limited/,"1003, opp. Hamilton Court, Galleria Market, DLF Phase IV, Sector 28, Gurugram, Haryana 122002, India",28.464639,77.0845011,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Safetrust Inc.,null,"Safetrust delivers a touchless access experience that makes the new workplace secure, healthy and convenient. Using virtual credentials stored in your mobile phone or wearable, Safetrust enables employees to move seamlessly through secured doors, elevators, turnstiles, parking garages and more. Leveraging your existing infrastructure, Safetrust eliminates the need to replace your existing readers, providing a fast, cost-effective, and convenient upgrade path to touchless virtual credentials.",null,IT and Services,11-50 employees,http://www.safetrust.com,"Fremont, California",Privately Held,null,https://www.linkedin.com/company/safetrust-inc./,"384 Đ. Hoàng Diệu, Phường 6, Quận 4, Thành phố Hồ Chí Minh, Vietnam",10.7602397,106.6990659,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Leonardo,null,"Leonardo offers a connected view of the enterprise to drive the relationships between your strategy, processes and systems. Leonardo delivers optimised user experiences through outcome-based solutions in process improvement, automation, integration, platform and DevOps, utilising modern architecture, technology and an Agile delivery model.",null,IT and Services,51-200 employees,http://www.leonardo.com.au,"Brisbane, Qld",Privately Held,null,https://www.linkedin.com/company/leonardo-consulting/,"304 Orchard Rd, Singapore 238863",1.304423,103.8340325,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Red Education,null,"Red Education is the leader in IT training and professional services in the Asia Pacific region. Since its inception in 2005, Red Education has trained over 75,000 IT professionals of several industries including financial services, government, telecommunications, education, healthcare and many others in Australia, New Zealand, ASEAN, Greater China, Japan, Korea and India. We regularly stage courses in the following locations:Adelaide - Auckland - Brisbane - Canberra - Melbourne - Sydney - WellingtonSingapore - Kuala Lumpur - Bangkok - Jakarta - Hong Kong - Taipei - ManilaBeijing - Shanghai - Seoul - Tokyo - Bangalore - Hyderabad - Mumbai",1300 651 917,IT and Services,51-200 employees,http://www.rededucation.com,"North Sydney, New South Wales",Privately Held,null,https://www.linkedin.com/company/red-education/,"236, Jalan Adda 7, Taman Adda Heights, 81100 Johor Bahru, Johor, Malaysia",1.5461222,103.7480476,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TEMSCORP - Omnium Lite - Test & IT Environment Management DevOps Toolset.,null,"Omnium Lite & Omnium Enterprise DevOps toolset are focused on capturing and reporting on changes to your IT Environments as it occurs.We provide a cloud-based test virtual server & test environment booking/management system (Omnium Lite) which is integrated with the Amazon EC2, Azure and IBM Soft Layer Cloud & Atlassian Bamboo for instant updates on software deployments to test,  development and pre-production environments. Omnium Lite – Our DevOps Test Environment Management tool set caters for booking, scheduling, requesting & managing IT Test Environments, Software Development Environments, Load/Performance, Non-Production Environments and all manner of IT Environments in an efficient manner negating the need to use cumbersome spreadsheets or other unsuitable tools.Our TEM tool set does not cater directly for software deployment or project management, but is the only true Test Environment Management DevOps tool available commercially, instead it plugs into your existing or other industry leading software tool sets via our API framework. Omnium Lite is focused on managing, tracking, monitoring, and scheduling the usage of all your IT Environments.Omnium Lite v6.5 monitors your server and IT environments and tracks attempts to hack into your system.Omnium Lite is a single source of truth on build versions on all Test Environments. No more confusion, no more guessing,. Instills confidence that you are testing your application on the correct code level which is one of the main reasons for so many software bugs.",null,IT and Services,11-50 employees,http://www.temscorp.com,"San Francisco, California",Privately Held,null,https://www.linkedin.com/company/temscorp/,"18 California St, San Francisco, CA 94111, United States",37.7937445,-122.3968645,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Spatial Vision,"Level 8, 575 Bourke Street, Melbourne, Victoria 3000, AU","We’re a multi-skilled team of digital and spatial experts who help like-minded companies and government departments solve spatial, social and environmental challenges with ethical, technically-driven solutions.Our geospatial and information technology expertise and experience is unmatched –  as is our curiosity for new technology. We’re always on the lookout for something new that might help our clients.And we always take a genuine interest in your business—exploring the technical possibilities with your best interests top of mind.We produce mapping products, , mobile apps, websites and much more. Our work is always backed with a strong level of service—from scoping through to implementation, hosting and training.To see previous projects, visit our website: https://spatialvision.com.au/case-studies.",+61 3 9691 3000,IT and Services,11-50 employees,http://spatialvision.com.au,"Melbourne, Victoria",Privately Held,null,https://www.linkedin.com/company/spatial-vision/,"8/575 Bourke St, Melbourne VIC 3000, Australia",-37.8165322,144.9566685,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
DigIO,"Level 2, 452 Flinders Street, Melbourne, VIC 3000, AU","We are inspired by pioneers, those explorers that seek out experiences and opportunities that have significant impact on the world. We want to bring this mindset to technology services with a continual search for new ideas and approaches that enable meaningful Digital experiences for people and our team who build them.We want to solve the hard problems and understand we need to provide more than just technology capabilities. Our value to you is to help understand your customers and frame the important problems to solve, to provide guidance on how to structure your teams, to make sense of the myriad technology choices and most importantly provide a great delivery outcome.We want to continually work with you to challenge your thinking and ours on what is possible that extends beyond current technology opportunities and stretches into the unknown that will differentiate us all from the crowd.We will take bets on the future, and take you on the journey or share the dividend with you, we have a spirit of experimentation and curiosity but meet this with an equal measure of excitement and energy to deliver on our commitments to you. We want the privilege to help you go from ideation to the run and optimisation of products for your customers.We can do great things together, and we would relish the opportunity.If you’d like to know more about what we do, or you’re interested in joining our team please email us at info@digio.com.au DigIO is a Mantel Group company.",null,IT and Services,51-200 employees,http://www.digio.com.au,"Melbourne, VIC",Privately Held,null,https://www.linkedin.com/company/digio-australia/,"69 Tg Pagar Rd, Singapore 088490",1.278132,103.843883,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
