Company Name,Location,Industry,Company Size,Website,Headquarter,Linked In URL,Type,Latitude,Longitude,Country,Overview,Founded
Australian Association of Psychologists Inc (AAPi),"Melbourne, Victoria 3000, AU",non-profit,2-10 employees,http://www.aapi.org.au,"Melbourne, Victoria",https://www.linkedin.com/company/australian-association-of-psychologists-inc-aapi/,Nonprofit,151.198098,-33.901541,AU,"The Australian Association of Psychologists Inc (AAPi) is a values-driven national professional body for psychologists that aims to promote the rich diversity of psychological practice in Australia.Founded in 2010, the association was formed to represent a united voice to government and funding bodies, improve access and equity to psychological services by removing barriers to effective treatment, promote the recognition, professionalism, skills and expertise of psychologists, and serve the professional needs of members with quality professional development opportunities, expert support and guidance.",2010
Bowel Cancer Australia,"Level 2, 65 Walker Street, North Sydney, NSW 2060, AU",non-profit,2-10 employees,http://bowelcanceraustralia.org,"North Sydney, NSW",https://www.linkedin.com/company/bowel-cancer-australia/,Nonprofit,151.097633,-33.876369,AU,"Bowel Cancer Australia is a 100% community-funded national charity dedicated to prevention, early diagnosis, quality treatment and the best care for everyone affected by bowel cancer.We are committed to championing what matters most to people affected by bowel cancer and determined to have an everlasting impact where no Australian dies from bowel cancer and all those diagnosed receive the support they need. Bowel Cancer Australia was named Best Small Charity of the Year 2019 at the national Third Sector Awards in recognition of its contribution to the third sector in a meaningful and impactful way that produces measurable benefits.The charity's Home of Australia's Second Deadliest Cancer won the 2019 ADMA Creativity & Effectiveness Award (AC&E) for Best Campaign - Not for Profit; the 2019 PRIA Golden Target Award Pro Bono Campaign ‚Äì National Winner; and the 2019 Siren Client Award in recognition of its ability to cut-through the noise with a compelling story. In recognition of excellence in commitment and success in a health-focused mission, Bowel Cancer Australia was awarded NGO of the Year at the 2017 PRIME Annual Awards. Nomination and selection of a winner for the award was made by members of the healthcare industry, who gather each year to recognise the best and most effective work in Australian healthcare and pharmaceuticals. This is the third time Bowel Cancer Australia has been recognised by PRIME for excellence. In 2016, Bowel Cancer Australia was honoured for Excellence in Patient/Customer Support, following the release of the bowel cancer app. In 2014, the charity received the Corporate Social Responsibility Award for the My Cancer My Voice campaign. Determined to create positive change across the continuum of care, Bowel Cancer Australia continues to lead the call for timely access to colonoscopy; increased availability of affordable treatment options; and implementation of patient-reported experience and outcome measures.",2000
ActionAid Australia,"25 Cooper St, Surry Hills, New South Wales 2010, AU",non-profit,11-50 employees,http://www.actionaid.org/australia,"Surry Hills, New South Wales",https://www.linkedin.com/company/actionaidaustralia/,Nonprofit,138.877037,-34.949629,AU,"ActionAid Australia is a women's rights organisation. We are a member of a global Federation working in over 45 countries to achieve social justice, gender equality and poverty eradication.",2009
The Lansdowne Club (Australia),"20 Bayswater Rd, Potts Point, New South Wales 2011, AU",non-profit,"1,001-5,000 employees",http://www.lansdowneclub.com.au,"Potts Point, New South Wales",https://www.linkedin.com/company/the-lansdowne-club-australia-/,Nonprofit,144.962398,-37.813046,AU,"The Lansdowne Club was formed in 1986 by a group of Irish born business people living in Australia. At the time there were large numbers of professionally skilled Irish people taking up residence in Australia. There was no Irish business orientated focal point for these new arrivals and this void was then filled by the Lansdowne Club.

From the beginning it was essentially a business network. It provided the newly arrived with a meeting place where they could relax with people who had shared and understood their experiences. Membership was drawn from the business world and therefore the common bond was further accentuated.",1986
Australian Dental Council,"469 La Trobe St, Level 6, Melbourne, Victoria 3003, AU",non-profit,11-50 employees,https://www.adc.org.au/,"Melbourne, Victoria",https://www.linkedin.com/company/australian-dental-council/,Nonprofit,144.965222,-37.810177,AU,"An independent accreditation authority, the Australian Dental Council is assigned the accreditation functions for the dental professions by the Dental Board of Australia (DBA) under the National Registration and Accreditation Scheme. We work to protect the health and safety of the public by ensuring dental practitioners meet the high standards of the dental professions in Australia.",1993
Stillbirth Foundation Australia,AU,non-profit,2-10 employees,http://www.stillbirthfoundation.org.au, ,https://www.linkedin.com/company/stillbirth-foundation-australia/,Nonprofit,150.953649,-33.871753,AU,"There are 6 stillborn babies a day in Australia - a number that has not changed in decades.
 
Our mission it to reduce the incidence of stillbirth through:
‚Ä¢ Funding and encourage research into stillbirth; and 
‚Ä¢ Increasing public awareness about stillbirth. 

The Stillbirth Foundation is the only organisation in Australia dedicated to stillbirth and has already raised in excess of half a million dollars for stillbirth research.

The Stillbirth Foundation Australia does not receive any government funding. Any funding the Stillbirth Foundation Australia receives is through the kind donations of its supporters.",2005
"The Scout Association of Australia, Queensland Branch Inc","32 Dixon Street, Auchenflower, QLD 4066, AU",non-profit,"10,001+ employees",http://www.scoutsqld.com.au,"Auchenflower, QLD",https://www.linkedin.com/company/the-scout-association-of-australia-queensland-branch-inc/,Nonprofit,146.586903,-32.494981,AU,"The Scout Association, established over 100 years ago, is one of the Australia's largest Youth Organisation.  Its fundamental Aim, which are still as relevant today as when first outlined, are to encourage and promote the physical, intellectual, emotional, social and spiritual development of young people.

The Association achieves this Aim by progressive self-education programs, which focus on initiative, teamwork and cooperation, and community service and spirit. The development of leadership skills is a significant part of the Scout program, which ultimately helps today's youth become tomorrow's leaders.

In Queensland, more than 10,000 young people aged between 6 - 26 years are actively involved in a wide range of Scouting activities - from the Scouting in Schools program through to Scouts of the Air for young people living on isolated properties in North-West Queensland.

Over 3,500 adults and uniform Leaders voluntarily give up a substantial amount of their spare time as part of their commitment to developing young people as they progress through the program to become the community Leaders of the future.  All adult members who apply to members of the Scout Movement undertake an extensive background history check and are required to be a holder of a blue card issued by the Commission for Children and Young People and Child Guardian.",1908
Faculty of Asbestos Management of Australia & New Zealand,"Melbourne,   AU",non-profit,0-1 employees,http://www.famanz.org, ,https://www.linkedin.com/company/faculty-of-asbestos-management-of-australia-new-zealand/,Nonprofit,151.212321,-33.864901,AU,"FAMANZ aims to advance industry knowledge, understanding and practice in  asbestos assessment, management & remediation. FAMANZ provides a professional home for the asbestos industry sector; supporting members with  education & training; promoting best practice; encouraging asbestos research; and representing the sector nationally and internationally.",2019
Endometriosis Australia,"Australia,   AU",non-profit, ,http://www.endometriosisaustralia.org, ,https://www.linkedin.com/company/endometriosis-australia-ltd/, ,115.834088,-31.960773,AU,"Endometriosis Australia is a nationally accredited charity that endeavours to increase recognition of endometriosis, provide endometriosis education programs, and provide funding for endometriosis research.Endometriosis is a common disease in which the tissue that is similar to the lining of the womb grows outside it in other parts of the body. More than 730,000 (more than 10%) of Australian women suffer with endometriosis at some point in their life with the disease often starting in teenagers. Symptoms are variable and this may contribute to the 7 to 12-year delay in diagnosis. Common symptoms include pelvic pain that puts life on hold around or during a woman's period. It can damage fertility. Whilst endometriosis most often affects the reproductive organs it is frequently found in the bowel and bladder and has been found in muscle, joints, the lungs and the brain. In an Australian government report, endometriosis is reported to cost Australian society $7.7 billion annually with two-thirds of these costs attributed to a loss in productivity with the remainder, approximately $2.5 billion being direct healthcare costs.‚Äã",null
Green Cross Australia,"108 Wickham Street, Brisbane, Queensland 4000, AU",non-profit,2-10 employees,http://www.greencrossaustralia.org,"Brisbane, Queensland",https://www.linkedin.com/company/green-cross-australia/,Nonprofit,138.536173,-34.888358,AU,"Green Cross Australia helps people to adapt to our changing climate, in ways that embrace sustainability and community resilience. We are motivated by our understanding of a resource-constrained, warming planet and our belief that this challenge presents opportunities for a bright future.

We are not an advocacy group ‚Äì rather we work with respected business, research, community and government partners to deliver world-class digital projects that foster a global values shift towards a secure and sustainable future.",2007
ABSANZ - Association of Biosafety for Australia & New Zealand,"Melbourne, Victoria 3172, AU",non-profit,0-1 employees,http://www.absanz.org.au,"Melbourne, Victoria",https://www.linkedin.com/company/absanz/,Nonprofit,144.978682,-37.825071,AU,"The Association of Biosafety for Australia & New Zealand was founded in 2010.  Our core objective is to pursue the charitable purpose of promoting practices and understanding in the fields of biosafety, biosecurity and bio-risk management for the ongoing enhancement and protection of people and the environment and the betterment of the broader community.The Mission of ABSANZ is to advance the biosafety and biosecurity sector and to support professional members.To achieve its Mission, ABSANZ will:‚Ä¢	Provide education, share knowledge and build expertise‚Ä¢	Represent the interests of biosafety and biosecurity‚Ä¢	Develop standards for biosafety professionals‚Ä¢	Exchange information and communicate with stakeholders‚Ä¢	Drive membership recruitment, retention and engagement‚Ä¢	Ensure good governance and financial sustainability",2010
Australian Migrant Resource Centre (AMRC), ,non-profit,51-200 employees,https://amrc.org.au/,"Adelaide, SA",https://www.linkedin.com/company/amrcsa/,Nonprofit,153.42725,-28.017366,AU,"OUR PURPOSEWe specialise in settlement, community development, training, and employment initiatives for young people, women and other migrants, especially those of refugee background. By assisting to build community, AMRC supports new arrivals and their new and establishing groups and communities to engage with and contribute effectively to South Australia's society, culture, economy and environment.OUR VISIONEqual access, opportunity and full participation for all South AustraliansOUR VALUESRepresent our commitment to everyone we work with and to the wider South Australian community:Commitment to Social Justice ‚Äì We believe in the right of all people to participate equally in society and to receive access to all services and opportunities available to South Australians, regardless of age, gender, country of origin, ethnicity, religion or ability.Inclusive and Responsive Manner ‚Äì We are friendly, approachable and non-judgemental. We listen with open minds and hearts to people, and we create links that help them to meet their needs and aspirations.Integrity in Everything We Do ‚Äì We act impartially, ethically and in the interests of both our clients and our organisation.Creative and Innovative ‚Äì We translate creative ideas into programs and services, develop new relationships and continually respond to changes in the operating environment to better meet the needs and aspirations of the individuals, families and communities we work with.",1979
AANA - Australian Association of National Advertisers,"100 William Street, Suite 301, Sydney, NSW 2011, AU",non-profit,2-10 employees,http://www.AANA.com.au,"Sydney, NSW",https://www.linkedin.com/company/australian-association-of-national-advertisers/,Nonprofit,144.978682,-37.825071,AU,"The AANA (Australian Association of National Advertisers) is the peak national body championing the interests of Australia's top advertisers.For 90 years the AANA has represented Australia's largest and well-known brands across FMCG, automotive, finance and insurance, travel, health and beauty, media and communications. The AANA works to protect the interests of these businesses who contribute to an estimated advertising spend of more than $15 billion a year. As The Respected Voice for Brands the AANA charter is to inspire and promote responsible, innovative and respectable marketing. At the core of this charter is AANA's clear mandate to maintain and evolve the Codes which underpin the self-regulatory system of advertising in Australia, safeguarding the rights of its members to commercial free speech and protecting consumers by ensuring advertising and marketing communications are conducted responsibly.",1928
Licensing Executives Society of Australia and New Zealand (LESANZ Inc.),Victoria  AU,non-profit,201-500 employees,https://www.lesanz.org.au/, ,https://www.linkedin.com/company/lesanz/,Nonprofit,150.762622,-34.065559,AU,"LESANZ is the Australia and New Zealand chapter of the Licensing Executives Society International (LESI), a global community of innovation and commercialisation professionals.",1974
Family Day Care Australia,"138 Faunce Street, GOSFORD, NSW 2250, AU",non-profit,11-50 employees,http://www.fdca.com.au,"GOSFORD, NSW",https://www.linkedin.com/company/family-day-care-australia/,Public Company,137.0181,-31.6636,AU,"Family Day Care Australia is the national peak body for family day care, with a membership of over 24,000 educators and 800 approved services. Through collaborative national advocacy, a strong research evidence base, and high public visibility, Family Day Care Australia  represents, supports, and promotes the sector in delivering quality outcomes for children.

Family day care supports more than 123,910 families across Australia, providing early childhood education and care for 220,850 children. This accounts for approximately 18 per cent of the early childhood education and care sector.",1988
AUSTRALIA-CHINA YOUTH BUSINESS COUNCIL,"103/25 Barangaroo Avenue, 103, Sydney, NSW 2000, AU",non-profit,11-50 employees,http://acybc.org.au,"Sydney, NSW",https://www.linkedin.com/company/australia-china-youth-business/,Nonprofit,151.20824,-33.866325,AU,"The Australia-China Youth Business Council (ACYBC), formerly known as the All-China Youth Federation, is a non-political, non-profit international youth elite organization, has extensive influence in Australia. ACYBC was officially registered in the Australian Government in 2007 and changed its name to its current name in 2015. Its head quarters is located in Sydney, Australian central city.It aims to build a platform for cooperation and win-win among young entrepreneurs in Australia and China and actively promote economic, trade, and culture communication and enhance the friendship between two nations. At present, ACYBC is mainly composed of young entrepreneurs, senior management of large enterprises  in Australia, as well as young Chinese entrepreneurs who invest in Australia and elites from various industries. There are more than 100 member companies in the fields of energy, minerals, trade, finance, construction, real estate, internet, technology, law, accounting, travel and catering services etc. ACYBC has branches in all the capital cities in Australia, as well as in Beijing, Shanghai and Shenzhen. The main work of ACYBC is to promote bilateral economic and trade cooperation and investment between Australia and China; to contact and negotiate with the corresponding government departments and business associations of the two countries on economic and trade affairs; to organize exchanges of youthentrepreneurs between the two countries and to carry out various official duties, Business activities; participate in other bilateral matters according to the authorization of relevant departments.The members of ACYBC have made outstanding achievements in their own fields, and are enthusiastic about social welfare and charity, and actively promote friendship between two nations and world peace.",2014
Primary Club of Australia,"PO Box 783, Pennant Hills NSW, NSW 1715, AU",non-profit,11-50 employees,http://www.primaryclub.com,"Pennant Hills NSW, NSW",https://www.linkedin.com/company/primary-club-of-australia/,Nonprofit,145.004363,-37.826225,AU,"The Primary Club of Australia is a registered charity founded in 1974. 
The fundamental aim is to give people with disabilities the opportunity to experience the joy and exhilaration that comes from any form of physical activity
A similar charity was formed in England over 50 years ago where a ‚Äúprimary‚Äù is a first ball dismissal in cricket‚Äîwhat is called a ‚Äúgolden duck‚Äù in Australia, as depicted in our logo
We raise money through annual subscription as well as having our members pay ‚Äúfines‚Äù (as an optional donation) for every primary scored by an Australian player in test matches and one-day internationals during the previous year.
The club also holds many exciting sporting and social functions for members and their guests. These include golf days, a day at the races, plus breakfasts, luncheons, dinners and cocktail parties associated with Test and ODI matches and other functions, all of which are also attended by a number of well known sporting identities.
One of the highlights of our social calendar is the Golden Duck Dinner held to thank our Golden Duck supporters and those Australian cricketers who have achieved golden ducks. It is also the occasion for the presentation of the Sir Roden Cutler Award to the person nominated for his or her success in, or contribution to, disabled sport.
The Primary Club of Australia is a ‚Äúcharities charity‚Äù, as funds are made available to other registered charities to enable the purchase of sporting and recreational equipment and facilities for people with disabilities.
Nearly $4 million has been raised to date and donated to many projects that include for example the purchase of specialized playground equipment, wheelchairs for various wheelchair sports, special equipment for blind cricketers, horse-riding arenas for riding for the disabled, hydrotherapy pools and specialized yachts for Sailability.",1974
Australian DIY Fathers Institute,"Goulburn, NSW 2580, AU",non-profit,2-10 employees,http://www.diyfamilies.org.au,"Goulburn, NSW",https://www.linkedin.com/company/diyfamilies/,Public Company,144.988136,-37.802002,AU,Australian DIY Fathers Institute Ltd is a non-for-profit public benevolent institute with the driven purpose to assist sole-parent families suffering in crisis.Proudly supported and funded by REFCA Realty Group - Real Estates Funding Charities Australia.,null
MentorMe Australia,AU,non-profit,2-10 employees,https://www.mentormeaustralia.com, ,https://www.linkedin.com/company/mentormeaustralia/,Nonprofit,144.938137,-37.732006,AU,"We're a nonprofit organisation with branches across Australia, dedicated to empowering and supporting high school and tertiary students to become the leaders of tomorrow.",2015
Shooting Stars - Glass Jar Australia,"200 Selby St, Jolimont, Western Australia 6014, AU",non-profit,11-50 employees,http://shootingstars.com.au/,"Jolimont, Western Australia",https://www.linkedin.com/company/shooting-stars-glass-jar-australia/,Nonprofit,144.942257,-37.805122,AU,"Shooting Stars is an educational program that uses sport and other tools to encourage greater school engagement amongst young Aboriginal girls and women. We empower Aboriginal girls and women in regional and remote communities to make informed choices about their education and employment journey, helping them strive for the stars.",2015
Hearing Aid Audiology Society of Australia Ltd.,"P.O. Box 283, Blacktown, NSW 2148, AU",non-profit,0-1 employees,http://www.haasa.org.au,"Blacktown, NSW",https://www.linkedin.com/company/hearing-aid-audiometrist-society-of-australia-haasa/,Nonprofit,150.975368,-33.734371,AU,"The Hearing Aid Audiology Society of Australia (HAASA) is a peak Practitioner Professional Body representing and supporting Audiometrists in Australia. We have been representing clinicians in the Hearing Health Industry well before 1961 when a national body was first established, as such HAASA is the longest established Professional Body in the hearing health industry.",1961
Australian Digital Inclusion Alliance,"33 Elizabeth Street, Richmond, Melbourne , Victoria  3121, AU",non-profit,2-10 employees,http://www.digitalinclusion.org.au,"Melbourne , Victoria",https://www.linkedin.com/company/australian-digital-inclusion-alliance/,Partnership,151.208532,-33.885985,AU,"The Australian Digital Inclusion Alliance (ADIA) is a shared initiative with over 100 business, government, academic and community organisations working together to accelerate action on digital inclusion.Our vision is to reduce the digital divide and enable greater social and economic participation for all Australians.The alliance is supported by Infoxchange and backed by Australia Post, Google and Telstra, with participants throughout the country from all sectors.",2016
Network for International Law Students - NILS Australia,AU,non-profit,2-10 employees,http://www.nilsaustralia.org, ,https://www.linkedin.com/company/nils-australia/,Nonprofit,149.129269,-35.280901,AU,"NILS Australia is the official national branch of the Network for International Law Students (NILS) in Australia. NILS is an international, independent, non-political, non-profit-making organisation, run by and for law students. It seeks to promote legal awareness among all the people and encourage communication and cooperation among law students and lawyers internationally; contribute to legal education; promote social responsibility in the field of law; increase opportunities for students to learn about other cultures and legal systems worldwide; and publicize educational and career opportunities in law.",2017
Australian Press Council,"GPO Box 3343, Sydney, NSW 2001, AU",non-profit,2-10 employees,http://www.presscouncil.org.au/,"Sydney, NSW",https://www.linkedin.com/company/australian-press-council/,Nonprofit,149.141889,-35.325487,AU,"The Australian Press Council was established in 1976 and is responsible for promoting good standards of media practice, community access to information of public interest, and freedom of expression through the media.

The Press Council is also the principal body with responsibility for responding to complaints about Australian newspapers, magazines and associated digital outlets. 

In the rapidly changing media environment, we are reminded of the role of maintaining the integrity of the media. 

The Council's three main areas of work involve:
‚Ä¢	developing standards that constitute good media practice and are applied by the Council when considering complaints;
‚Ä¢	responding to complaints from the public about material in Australian newspapers, magazines and associated digital outlets;
‚Ä¢	issuing statements on policy matters within its areas of interest, including through submissions to parliamentary committees, commissions and other public bodies.

The Councils core funding is provided by it's ‚Äúconstituent bodies‚Äù, which comprise News Limited, Fairfax Media, Bauer Media Group, most other major newspaper and magazine publishers in Australia, as well as a growing number of online-only publishers.

Altogether, these members account for some 850 mastheads around the country.

The Media Entertainment and Arts Alliance, which represents media workers, is also a constituent body.

The constituent bodies of the Council have agreed to cooperate with the Council's consideration of complaints and to publish any resultant adjudications. They also select the industry nominees on the Council.",1976
Regional Development Australia Moreton Bay,"55 Miller St, Kippa-Ring, Queensland 4021, AU",non-profit,2-10 employees,https://www.rdamoretonbay.org.au/,"Kippa-Ring, Queensland",https://www.linkedin.com/company/regional-development-australia-moreton-bay/,Nonprofit,138.606127,-34.917485,AU,"Regional Development Australia (RDA) Moreton Bay is one of 55 organisations across Australia made up of local leaders who work with all levels of government, business and the community to promote the economic development of their regions.RDA Moreton Bay works across the area covered by Moreton Bay Regional Council, and is focused on promoting business growth, job creation, collaboration, innovation, investment, international trade and entrepreneurship.",2010
The Rett Syndrome Association of Australia,"74 Peter St, Grovedale, Victoria 3216, AU",non-profit,0-1 employees,http://rettaustralia.org.au,"Grovedale, Victoria",https://www.linkedin.com/company/the-rett-syndrome-association-of-australia/,Nonprofit,145.038934,-37.915591,AU,Find out what RSAA are up to around the country and the world. We have a representative in each state.,null
Life Stories Australia,"Austinmer, NSW 2515, AU",non-profit,0-1 employees,http://www.lifestoriesaustralia.com.au,"Austinmer, NSW",https://www.linkedin.com/company/life-stories-australia/,Nonprofit,115.834088,-31.960773,AU,Life Stories Australia was formed to represent life storytellers in both written and recorded format. Our members abide by a code of ethics giving those wishing to record their story confidence that they are dealing with a professional storyteller who will treat their story with fairness and integrity.,2017
Golf Programs Australia Incorporated,"Shop 1 / 89 Currie Street, Nambour,  Queensland 4560, AU",non-profit,2-10 employees,http://www.gpai.org.au, ,https://www.linkedin.com/company/golf-programs-australia-inc-/,Nonprofit,153.374349,-27.869739,AU,"GPAIGolf Programs Australia Incorporated uses the activity of golf to 'Drive Inclusion & Break Isolation'‚Äã.The VisionGPAI's mission is to secure funding to establish a world's first golf facility that provides training and meaningful employment for individuals living with an intellectual disability. The FacilityThe GPAI golf Facility will include: A modern 2 tier, 36 bay driving range, 18 hole pitch & putt course, mini golf centre, cafe, function room, indoor golf simulators, warehouse & store, greenkeepers shed, onsite cabins, garden, nursery & aqua-culture, under cover carwash & detailing centre. TrainingAreas of training will include: Basic Greenkeeping;  Basic Machinery Operation; Hospitality; Administration; Housekeeping; Warehousing & Store Work; Retail Sales; Car Detailing & Washing; Nursery Work & Gardening; Aqua-Culture & More...Programs GPAI Golf will include programs for those living with; Intellectual & Physical Disabilities; Mental Health Programs; Youth At Risk; Autism Spectrum Disorder (ASD) Post Traumatic Stress Disorder (PTSD) programs for the Aged and Indigenous golf initiatives.AccessibilityThe proposed facility will be open to the public.GPAI Social EnterpriseIn late 2016 the GPAI Creative Cooperative opened at Shop 1, 89 currie Street, Nambour, Qld, Australia and is a working social enterprise model that receives no funding from government or corporate sectors.  Micro-business concepts have been created specifically to provide a source of funding via a retail space which also incorporates training for 5 intellectually disabled students that learn retail, business & creativity.  The store also acts as a community outreach and a platform to raise the organisation's community profile.Those wishing to support GPAI can donate online at www.gpai.org.au or contact admin@gpai.org.au",2015
Demographia Australia,"Level 1, 190 Henley Beach Road , Torrensville, South Australia 5031, AU",non-profit,2-10 employees,http://www.demographia.com.au,"Torrensville, South Australia",https://www.linkedin.com/company/demographia-australia/,Privately Held,151.198098,-33.901541,AU,"Demographia Australia was established for the purpose of:   ‚Ä¢ advancing and publicising Demographia's international housing affordability research;   ‚Ä¢ promoting policies and educating the community about housing affordability in Australia; and   ‚Ä¢ promoting policies and educating the community about fact-based urban planning principles.Demographia Australia has a positive role to play in the community, disseminating internationally recognised findings of Demographia, including the 13th Annual Demographia International Housing Affordability Survey: 2017.Through its work, Demographia Australia seeks to improve housing affordability for the benefit of the whole community and in particular young people, on low-to-moderate incomes, who are trying to gain entry into the housing market.",2015
Primitive Australia,"Sydney,   AU",non-profit,0-1 employees,http://www.primitive.net.au, ,https://www.linkedin.com/company/primitive-australia/,Sole Proprietorship,153.336163,-27.842635,AU,"We are born, we grow, we get happier and happier, and then we die - simple right? Be happy, capable and contributing, and lie is pretty easy. However, we seem to have made it all very hard.

Primitive works to improve systems around Human Development (i.e. growing into happy, capable people) in a range of ways, but specialises in mentoring, coaching for growth, facilitation, youth work, community development, and all things people!

Best send me an email to clarify: dean@primitivecommunities.com.au",2010
Craniofacial Australia,"226 Melbourne St, North Adelaide, South Australia 5006, AU",non-profit,2-10 employees,https://www.craniofacial.com.au/,"North Adelaide, South Australia",https://www.linkedin.com/company/craniofacial-australia/,Nonprofit,138.536173,-34.888358,AU,"Craniofacial Australia is a not-for-profit organisation that improves the lives of people suffering from craniofacial deformities by providing care to patients when they need it most, educating tomorrows best surgeons and investing in research that advances preventions and cures.",1984
ARAMA - Australian Resident Accommodation Managers Association,"Gold Coast, QLD  AU",non-profit,2-10 employees,https://www.arama.com.au/,"Gold Coast, QLD",https://www.linkedin.com/company/aramanational/,Nonprofit,153.42725,-28.017366,AU,"Aims & ObjectivesPromote the concept of owner operated Management Rights as the most effective method of serving the interests of unit owners, bodies corporate, tourists and tenants.Provide the necessary lobbying, submissions and representation required for all legislation covering multi-unit living particularly the protection of Management Rights.Promote the tourist industry generally and specifically the letting of units within buildings on behalf of owners.Keep members informed of industry developments and activities.Represent members on relevant tourism and other professional bodies.Maintain a Code of Ethics for members to enhance standards of operation and behaviour within the industry.Provide a source of regular bulletins, publications and media releases concerning industry issues.Improve the professional and education standards within the industry through effective training and licensing requirements.",1991
Training and Employment Advisory Council of South Australia,"30/42 Regency Rd, Kilkenny, South Australia 5009, AU",non-profit,11-50 employees,http://www.teacsa.org.au,"Kilkenny, South Australia",https://www.linkedin.com/company/training-and-employment-advisory-council-of-south-australia/,Nonprofit,134.050443,-23.992438,AU,"The Training and Employment Advisory Council of South Australia (TEACSA) aims to overcome unemployment issues and barriers within the community sources by assisting businesses to grow and increase their employment capacity. The TEACSA provide employment guideline, HR advice and employment consultation as well as mentorship programs to both employees and employers.",2019
Kaleidoscope Australia Human Rights Foundation,"Dr Paula Gerber, C/- Castan Centre for Human Rights Law, Monash University, Law Faculty, Wellington Road, Clayton, VIC 3800, AU",non-profit,2-10 employees,http://www.kaleidoscopeaustralia.com,"Clayton, VIC",https://www.linkedin.com/company/kaleidoscope-australia-human-rights-foundation/,Nonprofit,115.81882,-31.980068,AU,"Kaleidoscope Australia Human Rights Foundation is a not-for-profit organisation committed to promoting and protecting the human rights of lesbian, gay, bisexual, transgender and intersex people in the Asia Pacific region. We work directly with local activists to enhance their capacity to combat prejudice, hostile authorities and discriminatory laws, helping them achieve the freedom and equality essential to living a life of dignity.",2013
Muslim Women's Association of South Australia (MWASA),"182 Victoria Square, Adelaide Central Business District, South Australia 5000, AU",non-profit,11-50 employees,http://mwasa.org.au/,"Adelaide Central Business District, South Australia",https://www.linkedin.com/company/muslim-women-s-association-of-south-australia-mwasa/,Nonprofit,153.061009,-27.586204,AU, ,null
Microlend Australia,"185 Airds Road, Leumeah, 16, Sydney, NSW 2560, AU",non-profit,11-50 employees,https://www.microlendaustralia.com.au/,"Sydney, NSW",https://www.linkedin.com/company/australia-microlend/,Nonprofit,151.209421,-33.868633,AU,"Microlend Australia's main aim is to do charitable works by setting up small businesses and to provide microfinance to the poor.Microlend Australia Ltd currently supports microfinance centres in Zimbabwe (4 sites), Kenya, Uganda, Pakistan, Mongolia, Cambodia, The Philippines and Papua New Guinea.",null
MOVe Australia,"Alison Rd, Randwick, New South Wales 2031, AU",non-profit,11-50 employees,http://movensw.org,"Randwick, New South Wales",https://www.linkedin.com/company/movensw/,Nonprofit,153.026164,-27.469309,AU, ,2017
Taiwanese Chamber of Commerce in Australia,"Sydney, NSW 2000, AU",non-profit,51-200 employees,https://www.sydneytcca.com/,"Sydney, NSW",https://www.linkedin.com/company/sydneytcca/,Nonprofit,145.038934,-37.915591,AU,"Êæ?Ê¥?Ëá?ÁÅ£ÂïÜÊúÉ TCCA Taiwanese Chamber of Commerce in Australia-Friendship, Mutual Assistance, Service, Dedication and CreationÊú¨ÊúÉÂÆóÊó®Â¶Ç‰?ã1. ‰øÉÈÄ?Êæ?Ê¥?ÂçÄÂüüÂÖßÁ§æÊúÉÊñáÂåñ‰?ã‰?§ÊµÅÔºå‰ª•Â¢ûÈÄ?ÂÖ±Âêå‰?ÜËß£ËàáÁ?ìÊøüÁôºÂ±ï„ÄÇ2. ÊèêÂçáÊæ?Ê¥?Âè?ÂïÜ‰?ãÂúãÈöõÂú?‰?çÔºå‰?¶‰øÉÈÄ?Êæ?Ê¥?Â?çÂè?ÂïÜÊ¨äÁõä‰?ã‰øùÈöú„ÄÇ3. ‰øÉÈÄ?Êæ?Ê¥?Âè?ÂïÜ‰?ãÂêà‰?úÔºåÂÖ±Ë¨ÄÁôºÂ±ïÂ?•ÂïÜÊ•?ÂèäÈñãÊãìÂúãÈöõÂ?ÇÂ†¥„ÄÇ4. Âä†Âº?Êæ?Ê¥?Âè?ÂïÜËàáÊæ?Ê¥?Â?•ÂïÜÁïå‰?ãËÅØÁ?´Ôºå ‰?¶‰?§ÊèõÂ?•ÂïÜÁÆ°ÁêÜËàáÂ??Ë°ìÁßëÊäÄ‰?ãÁ?ìÈ©ó„ÄÇ5. Êèê‰æõÊæ?Ê¥?Âè?ÂïÜÂêÑÁ®ÆÂ?•ÂïÜÂèäË?°Á?ìË?áË®äÔºåÈÄ?ËÄåÂº?ÂåñÂçÄÂüüÊÄßÁ?ìÊøüÂêà‰?úÈóú‰øÇ„ÄÇ6. ‰øÉÈÄ?Êæ?Ê¥?Âè?ÂïÜËàá‰?ñÁïåÂè?ÂïÜÈñì‰?ãËÅØÁ?´„ÄÇ",1998
Generation Next Australia,"88 Wentworth Rd, Burwood, New South Wales 2134, AU",non-profit,11-50 employees,https://www.generationnext.com.au,"Burwood, New South Wales",https://www.linkedin.com/company/generation-next-australia/,Nonprofit,115.834088,-31.960773,AU,"Generation Next is a genuine, community focused not-for-profit organisation that provides education and information about the prevention and management of mental illness in young people to professionals, young people, their families and carers, and the wider community. Our objective is to raise community awareness of mental illness, its prevention and management through increasing mental health literacy, reducing associated stigma and discrimination, and positively influencing individual and community behaviour to improve mental, social and emotional well-being outcomes for young people, their families and communities.",2010
