Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
AutoGuru,"Surfers Paradise, Qld 4217, AU","We’re AutoGuru, combining high-tech smarts with down-to-earth service, to connect customers and automotive service providers, like never before. We’ve made booking auto services online, as easy as booking a hotel or flight. Cutting-edge tech powers us, but what drives us? Simple. It’s our burning desire to make automotive services fairer, easier and more transparent for both motorists and automotive service providers!Check out what it’s like to work at AutoGuru! → https://bit.ly/2wS9Cqw AutoGuru is proud to have received the following awards and recognition: 2020- The Australian Financial Review’s BOSS Most Innovative Tech Companies - 10th Place2019- The Australian Financial Review’s BOSS Most Innovative Tech Companies - 9th Place- Deloitte Tech Fast 50 - 7th in Australia, 110th in Asia Pacific- AIIA Queensland iAwards - Consumer Market Category - 1st Place2018- The Australian Financial Review’s Top 100 Most Innovative Companies - 7th Place - Westpac 200 Businesses of Tomorrow.2017- Deloitte Tech Fast 50 Finalist - Startcon Founder of the Year Finalist - Anthill Top 100 Coolest Companies Finalist",null,Automative,11-50 employees,https://bit.ly/37f6yV7,"Surfers Paradise, Qld",Privately Held,2015,https://www.linkedin.com/company/autoguru/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
P&M Automotive Equipment,"Bannister Rd, Canning Vale, Western Australia 6155, AU","Established 32 years ago, P&M has developed an impressive client base, consisting of car dealerships, mining companies, metropolitan councils, right down to the one-man workshop. Testimonials from some of our high profile clients, add weight to our claim to be a truly outstanding supplier of products and services. We stock some of the best brands available to the industry, such as Stenhoj and Bradbury car hoists, Corghi wheel balancing and wheel alignment machines and tyre changers, Pilot air compressors, Launch diagnostic equipment and Larzep Hydraulic products. P & M are also a preferred Capricorn Supplier.When considering services, we are the biggest company of our kind in WA. We have a large team of mobile technicians who handle repairs to all brands of equipment, which include, two post hoists, four post hoists, wheel aligners, wheel balancers, tyre changers, compressors, and diagnostic equipment.We are also unique in that we house a fully equipped workshop, where we handle repairs to hydraulic and pnuematic equipment such as trolley jacks, bottle jacks, and transmission jacks.",08 92091044,Automative,11-50 employees,https://pmautoeq.com.au/,"Canning Vale, Western Australia",Privately Held,1988,https://www.linkedin.com/company/p-m-automotive-equipment/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Autopact,null,"We are one of Australia's largest automotive dealership groups.Across our 28 dealerships along the eastern seaboard we represent 29 of the top car brands in Australia, covering each of the volume, premium and luxury categories. We offer a range of services, including new and used vehicle sales, service, parts as well as vehicle finance and insurance.Our mission is “For everyone to Drive Away Happy, every time""​. This mission applies our customers, but also, to our employees, suppliers and anyone else that connects with our business.A major differentiator for the Group are our Dealer Principals. Our Principals not only run the business, they are owners of their own dealership business, which sets us apart from other dealership groups. This is in fact the central meaning behind the name Autopact, which represents our “pact” or partnership with all our people.Our Autopact Dealerships all trade under their own identity. In Queensland the central brand is Crick Auto Group. * Cricks Highway* Cricks Tweed* Cricks Maroochydore - Sugar Road* Cricks Maroochydore - Wises Road* Cricks Nambour* Cricks Noosa* Cricks Volkswagen Sunshine Coast* DC Motors* Daimler Trucks Sunshine Coast* Caloundra City* Coastline BMW* Volvo Cars Springwood In Victoria the common brand is “Bayford”* Bayford Ford Epping* Bayford Ford Coburg* Bayford Ford Bundoora* Bayford Ford North Melbourne* Bayford Volkswagen Epping* Bayford Volkswagen Fairfield* Bayford Volkswagen Camberwell* Burwood Nissan* South Yarra BMW* South Yarra BMW - Oakleigh* Hawthorn BMWWhile in NSW all of the dealerships have unique names and we refer to them collectively as Autopact NSW. * Bathurst Motors* Bathurst Automotive Group* Gateway Automotive * Clancy Automotive* Western Plains Automotive* Canobolas Automotive* Orange Motor Group#driveawayhappy",07 5373 3170,Automative,"1,001-5,000 employees",http://www.autopact.com.au/,"Mooloolaba, Queensland",Privately Held,1995,https://www.linkedin.com/company/autopact/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Autopact,null,null,null,Automative,null,null,null,null,null,https://www.linkedin.com/company/tyrrell-automotive-limitd/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Platinum Automotive Detailing,null,null,null,Automative,null,http://idetail.com.au,null,null,null,https://www.linkedin.com/company/platinum-automotive-detailing/,null,-25.514686,27.128727,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Bass Automotive Control,null,null,null,Automative,null,http://bassautomotive.com.au,"Condell Park, New South Wales",null,null,https://www.linkedin.com/company/bass-automotive-control/,null,47.271536,-93.609483,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Hawkesbury Automotive Services,null,null,null,Automative,null,http://natradhawkesbury.com.au,"North Richmond, New South Wales",null,null,https://www.linkedin.com/company/hawkesbury-automotive-services/,null,36.177378,43.940556,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
BMV Automotive Services,null,null,null,Automative,null,http://bmvauto.com.au,"Alexandria, New South Wales",null,null,https://www.linkedin.com/company/bmv-automotive-services/,null,36.177378,43.940556,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ATV Automotive,null,null,null,Automative,null,http://atvautomotive.com.au,"Five Dock, New South Wales",null,null,https://www.linkedin.com/company/atv-automotive/,null,58.2,16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Westend Automotive Centre,null,null,null,Automative,null,http://ultracar.com.au,"West Melbourne, Victoria",null,null,https://www.linkedin.com/company/westend-automotive-centre/,null,38.800337,-77.324484,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Motown Automotive Repairs,null,null,null,Automative,null,http://motownautomotiverepairs.com.au,"Clayton South, Victoria",null,null,https://www.linkedin.com/company/motown-automotive-repairs/,null,42.68108,-84.511266,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PMS AUTOMOTIVE,null,null,null,Automative,null,null,"Mornington, Victoria",null,null,https://www.linkedin.com/company/pms-automotive/,null,34.558926,38.311544,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Assured Automotive Australia,null,null,null,Automative,null,http://assuredautomotive.com,"Kippa-Ring, Queensland",null,null,https://www.linkedin.com/company/assured-automotive-australia/,null,-31.945075,115.919931,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian Automotive Distribution,"2-10 Bliss Ct, Derrimut, Victoria 3030, AU","AAD is a leading wholesale distributor of aftermarket automotive parts, with operations spanning across 7 locations nationally. Trusted by the largest players in the industry, customers rely on AAD for products in categories such as braking, servicing, engine, cooling, steering and suspension, along with re-manufacturing services. AAD offers more than  250,000 quality products, a friendly sales approach, technical and product expertise, a streamlined digital experience and the ability to get orders to customers quickly to help keep their operations running.For more information, visit our website.",03 8369 1400,Automative,51-200 employees,http://www.aad.com.au/,"Derrimut, Victoria",Public Company,1989,https://www.linkedin.com/company/australian-automotive-distribution/,null,37.207667,-93.248678,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Integral Automotive,"Melbourne, VIC 3000, AU",- Over 15 years in the automotive industry. We live and breathe automotive.- Strong editorial experience.- Specialisations in automotive OEM media strategy and public relations.- End-to-end product management.- End-to-end event management.- We can generate fresh excitement for your automotive brand!,408593058,Automative,0-1 employees,null,"Melbourne, VIC",Self-Employed,2019,https://www.linkedin.com/company/integral-automotive/,null,16.27448,-94.46017,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Business Automotive Solutions Pty Ltd,"7-29 Bridge Rd, Stanmore, New South Wales 2048, AU","Business Automotive Solutions Pty Ltd offers a diverse range of lubricants for commercial, industrial, and marine applications. As an Exclusive Distributor for Pertamina Lubricants, we have been trusted to provide the Australian market with a better choice in oils.",1300282814,Automative,11-50 employees,http://basauto.com.au/,"Stanmore, New South Wales",Partnership,2018,https://www.linkedin.com/company/basauto-au/,null,-35.076073,138.523991,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ABS Automotive Service Centres,"76-92 Station Street, Nunawading, Victoria 3131, AU","ABS is a group of Automotive Specialists starting out in 1981 as a single parts re manufacturing business in Fitzroy. By 1984 business had quickly bloomed to a point where operations, systems and the ABS brand had developed into a fully functional Franchise System. 

By 1990 ABS opened their first interstate stores in Tasmania, closely followed by Perth in 1994 and Adelaide 1996. 

Today ABS has grown to a total of 55 stores operating in every State and Territory across Australia.

ABS have since re-established themselves in the market as a one stop shop for all your vehicle servicing needs ranging from minor, major and logbook services, brake and clutch, cooling system through to suspension and steering, clutch replacement and any other mechanical repairs or services that may be needed.

In May 2013 ABS joined the Metcash Automotive family, with the purchase in May comes greater opportunity for growth and development to not only increase our nationwide footprint but to also become the leader in the Automotive Aftermarket Industry. 

In 2014 ABS Auto is a part of  Metcash Automotive Holdings  - Automotive Brands Group Service Division

With years of experience and that personal touch we make sure you and your car always have a second home with us. The ABS mission is to keep you and your family safe on the roads all year round.",null,Automative,11-50 employees,http://www.absauto.com.au,"Nunawading, Victoria",Public Company,1981,https://www.linkedin.com/company/absauto/,"76-92 Station Street, Nunawading, Victoria, 3131, AU",-37.803425,145.01105,Nunawading,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Airport Toyota (IDOM Automotive Group),"355 Wirraway Rd, Essendon Fields, Victoria 3041, AU","The modern Airport Toyota Melbourne showroom displays over 40 cars, combining Toyota new and used cars, Toyota Parts, the Toyota Service Centre and a comfortable customer lounge for a convenient all-in-one automotive experience

The outstanding product portfolio includes passenger vehicles such as the Aurion, Camry, Corolla, Presara, Prius, Tarago, Rukus and Yaris, as well as a range of commercial vehicles including the Coaster, HiAce, HiLux and Landcruiser 70.  The portfolio also includes Passenger 4WD vehicles; Kluger, Landcruiser 200, Prado and Rav 4 and the all new FJ Cruiser.

Airport Toyota Melbourne has a dedicated fleet department offering a large range of passenger and commercial vehicles for eligible Toyota Fleet customers (ABN holders). We also support H.I.A and M.B.A member's with Toyota Fleet discounts. There are also many leasing options to suit individual and business requirements.

The Airport Toyota Service Centre offers quality Toyota repairs and servicing, using genuine Toyota parts. There are convenient transport options available for Toyota service and repair customers, as well as a comfortable customer lounge onsite, which is filled with entertainment, beverages and business functionality

Airport Toyota Melbourne offers a broad choice of genuine Toyota parts with exceptional service for retail and trade customers. The Airport Toyota team is willing and able to help with Toyota parts enquiries and quotes.",03 9379 8888,Automative,51-200 employees,https://www.airporttoyota.com.au,"Essendon Fields, Victoria",Public Company,2005,https://www.linkedin.com/company/airport-toyota/,null,-37.717075,144.893794,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
GSD Automotive,"8-10 Hinkins Street, Moonee Ponds, Melbourne, VIC 3038, AU","GSD Automotive is a family business that has been in operation for over 30 years, providing quality workmanship at competitive prices. Located in Moonee Ponds, we’re the leading choice for those requiring car repairs in Flemington, Essendon, Ascot Vale and other nearby suburbs.

Our VACC Accredited workshop is fitted with the most up to date equipment and our highly-trained technicians are equipped to meet the continual challenges created by changes in motor vehicle technology. This ensures we can carry out a wide range of different repair and servicing jobs on virtually any make or model. 

Customer care is our main priority, and we always endeavour to complete your job in the specified time frame – at the best possible price. We can provide you with a free pick-up and delivery service by arrangement in order to minimise your inconvenience.

We welcome and invite you to visit and inspect our operations at any convenient time and look forward to be given the opportunity to be of assistance to you. If you’re searching for a reputable mechanic that offers mechanical and electrical automotive repairs, look no further than GSD Automotive. From general servicing through to auto electrical work, we have you covered.

To book an appointment, contact us today on (03) 9375 2278, or book a job online. We’re open Monday to Friday 8:00am-5:00pm, as well as Saturdays by appointment.",null,Automative,2-10 employees,http://www.gsdautomotive.com.au,"Melbourne, VIC",Public Company,1984,https://www.linkedin.com/company/gsd-automotive/,"8-10 Hinkins Street, Melbourne, VIC, 3038, AU",-37.803425,145.01105,Melbourne,GSD Automotive,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Delta Automotive Industries,"Burpengary, Brisbane, Queensland  AU","Delta Automotive Industries is a proudly Australian Veteran-Owned business building a prototype high-performance sports car with a view to future limited production. Delta has identified a niche in the sports car market and through clever use of cost-effective production techniques will deliver a unique value proposition to sports car buyers with a view to disrupting the industry as we know it! We appreciate that our goals are ambitious, but with our focused, hand-picked team of subject matter experts, we anticipate to have the first prototype on the road in early to mid 2018.",null,Automative,2-10 employees,http://www.deltaautomotive.com.au,"Brisbane, Queensland",Privately Held,2016,https://www.linkedin.com/company/delta-automotive-industries/,"Burpengary, Brisbane, Queensland, null, AU",-27.47126,153.01831,Brisbane,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
SGF Automotive,null,"NVH is what drives us at SGF Automotive. With our 75 years of experience in rubber processing, we are worldwide market leader in cord-reinforced rubber components. You can find our solutions in various areas like propshafts, steering columns, exhaust systems and engine. We offer a full-service to our customers, starting with the analysis of your NVH requirements, designing and validating the appropriated solution before starting the mass production in one of our plants in Germany or Thailand. And always keeping the highest quality standards. We deliver to you customised and off-the-shelf solutions. But most importantly, the one that will match your requirements. Find more about us on our website www.sgf.com",null,Automative,null,http://www.sgf.com,null,null,null,https://www.linkedin.com/company/sgf-automotive/,null,37.19736,-93.281942,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Eurokars Automotive Holdings Pty Ltd Trading As Bayswater Mazda,"4 Cardiff Gate, Bayswater, WA 6053, AU","Bayswater Mazda is Eurokars Group’s largest investment and their Flagship Dealership here in Perth Western Australia. As the Group’s first footprint in the Australian market, Bayswater Mazda has already established an exceptional reputation in the local community, and is forging long-standing relationships with their clients by providing excellent customer service.

The immaculate, state-of-the-art Mazda Showroom showcases the entire New Mazda range as well as a wide selection of Pre-owned and demonstrator Mazda vehicles.

Dealer Principle Mr Peter Merks has had a very successful career in the automotive industry both in Perth and internationally, he has worked tirelessly to create a new bench mark for customer service in the industry. Building on the beliefs and corporate vision of the inspirational Mr Karsono Kwee (Executive Chairman, Eurokars Group), he has done a remarkable job of implementing market leading systems & processes and recruiting the best staff to support him in his vision to be a dealership with a difference. Building relationships and providing customers with the best customer service in the industry whilst also giving back to the community and growing the Mazda Brand. 

No matter what your Mazda needs, Bayswater Mazda are confident that their team will be able to assist you, so for friendly service, expert help and honest advice come in and visit Bayswater Mazda. 

Driving is better with Bayswater Mazda",null,Automative,11-50 employees,http://www.bayswatermazda.com.au,"Bayswater, WA",Privately Held,2015,https://www.linkedin.com/company/bayswater-mazda/,"4 Cardiff Gate, Bayswater, WA, 6053, AU",-31.939821,115.8162,Bayswater,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Burton Automotive Group,"104-124 Newcastle Rd, East Maitland, New South Wales 2323, AU","The Burton Family of Maitland has been an active part of the community for over 50 years, from humble beginnings to the award-winning automotive group they are today.",02 4933 8383,Automative,51-200 employees,https://burtonautomotivegroup.com.au,"East Maitland, New South Wales",Privately Held,1963,https://www.linkedin.com/company/burtonautomotive/,null,52.80728,-1.64263,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Balmain Automotive,null,null,null,Automative,null,http://balmainautomotive.com.au,"Balmain, New South Wales",null,null,https://www.linkedin.com/company/balmain-automotive/,null,-33.859213,151.181732,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Spirts'n'Squirts Automotive Detailing,"21 Boundary Rd, Mordialloc, Victoria 3195, AU","We set an image for you and your vehicle. Specialising in Street, Show and Prestige Vehicle Detail, Paint Correction, Paint Protection Coating, Interior and undercarriage detail.",null,Automative,11-50 employees,null,"Mordialloc, Victoria",Privately Held,null,https://www.linkedin.com/company/spirts-n-squirts-automotive-detailing/,null,39.567061,-76.356672,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Envy Automotive,null,null,null,Automative,null,http://envyautomotive.com.au,"Toukley, New South Wales",null,null,https://www.linkedin.com/company/envy-automotive/,null,46.68744,6.46158,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
AJR Automotive,null,null,null,Automative,null,http://ajrautomotive.com.au,null,null,null,https://www.linkedin.com/company/ajr-automotive/,null,17.50363,43.28216,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Formula Automotive,null,null,null,Automative,null,http://formulaautomotive.com.au,"Woolloongabba, Queensland",null,null,https://www.linkedin.com/company/formula-automotive/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Collingwood Automotive Repairs,null,null,null,Automative,null,http://collingwoodautomotive.com.au,"Collingwood, Victoria",null,null,https://www.linkedin.com/company/collingwood-automotive-repairs/,null,44.587985,-80.238686,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Intune Automotive Centre,"99 Broadway St, Cobram, Victoria 3644, AU","Servicing new and used cars- Repairs and Maintenance- Victorian Road Worthy Certificates- Log book services- Safety Inspections""All work done by a qualified technician""​ * We get you back on the road! And if there is a service we don't provide, we will point you in the right direction to get the help you need to ensure your car is back on the road as soon as possible!",null,Automative,2-10 employees,null,"Cobram, Victoria",Sole Proprietorship,null,https://www.linkedin.com/company/intuneautomotivecentre/,"99 Broadway St, Cobram, Victoria, 3644, AU",-35.980083,145.7452,Cobram,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Vast Automotive,null,null,null,Automative,null,http://vastautomotive.repcoservice.net,"Traralgon, Victoria",null,null,https://www.linkedin.com/company/vast-automotive/,null,43.722033,-79.664942,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
The Luxury Automotive Group,"6 Watson Rd, Sydney, New South Wales 2211, AU",null,null,Automative,11-50 employees,https://www.theluxurygarage.com.au/,"Sydney, New South Wales",null,null,https://www.linkedin.com/company/the-luxury-automotive-group/,"6 Watson Rd, Sydney, New South Wales, 2211, AU",-33.84907,151.13834,Sydney,The Luxury Automotive Group,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Amato Automotive,null,null,null,Automative,null,http://amatoautomotive.com.au,"Seaford, Victoria",null,null,https://www.linkedin.com/company/amato-automotive/,null,38.37355,15.96097,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Manningham Automotive Mechanical,null,null,null,Automative,null,http://manninghamautomotive.repcoservice.net,null,null,null,https://www.linkedin.com/company/manningham-automotive-mechanical/,null,-37.770744,145.177422,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TLC Automotive Parts,null,null,null,Automative,null,http://tlcautoparts.com.au,"Brookvale, New South Wales",null,null,https://www.linkedin.com/company/tlc-automotive-parts/,null,42.80288,-86.079762,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Crete Automotive Engineering,null,null,null,Automative,null,http://crete-automotive.com.au,null,null,null,https://www.linkedin.com/company/crete-automotive-engineering/,null,41.458557,-87.610558,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Governor Automotive,null,null,null,Automative,null,http://governorautomotive.com.au,"Mordialloc, Victoria",null,null,https://www.linkedin.com/company/governor-automotive/,null,-38.008637,145.098015,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Dane Automotive Team,null,null,null,Automative,null,http://daneautomotive.com.au,"Southport, Queensland",null,null,https://www.linkedin.com/company/dane-automotive-team/,null,43.250582,-89.499545,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Otway Automotive,null,null,null,Automative,null,http://otwayauto.com.au,null,null,null,https://www.linkedin.com/company/otway-automotive/,null,-38.49306,143.601837,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Matwil Automotive Repairs,null,null,null,Automative,null,http://matwilautomotiverepairs.com.au,"Blacktown, New South Wales",null,null,https://www.linkedin.com/company/matwil-automotive-repairs/,null,-38.022981,144.415607,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Bickers Automotive,null,null,null,Automative,null,null,"Warrnambool, Victoria",null,null,https://www.linkedin.com/company/bickers-automotive/,null,53.51358,-2.56937,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Cardinia Automotive Repair Services,null,null,null,Automative,null,http://wefixcars.net.au,"Pakenham, Victoria",null,null,https://www.linkedin.com/company/cardinia-automotive-repair-services/,null,49.04513,-122.348568,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Exmouth Automotive & Boating Services,null,null,null,Automative,null,http://exmouthautoandboating.com.au,"Exmouth, Western Australia",null,null,https://www.linkedin.com/company/exmouth-automotive-&-boating-services/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Moderncar (Tyres and Automotive),"35 Rodney Rd, North Geelong, Victoria 3215, AU",Moderncar Tyres proudly stocks and supplies the most trusted brands of tyres in the world. Get more information about Moderncar Tyres & Tyre deals.Tyre BrandsTyre CategoriesTyre DealsTyre TipsModerncar Tyres offers an extensive range of wheels including products from many of the worlds leading wheel brands. Get more information about Moderncar Wheels & special deals:Wheel BrandsTips on BuyingMaintaining your vehicle is an important part of ensuring you and your family stays safe on our roads and enjoy trouble free motoring. Like We do all short of repair minor & major services.BrakesSuspensionWheel alignmentWheel Balancing,null,Automative,2-10 employees,http://www.moderncar.com.au,"North Geelong, Victoria",Nonprofit,null,https://www.linkedin.com/company/tyres-and-automotive/,"35 Rodney Rd, North Geelong, Victoria, 3215, AU",-38.122845,144.35031,North Geelong,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Stewart Byrnes Automotive Pty Ltd,null,"Stewart Byrnes Automotive Pty Ltd is an automotive company based out of General Joshua Dr, Hampton Park, Australia.",null,Automative,null,http://stewartbyrnesautomotiveptyltd.business.site,null,null,null,https://www.linkedin.com/company/stewart-byrnes-automotive-pty-ltd/,null,36.48131,-87.838459,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Rod Howes Automotive,"43 Enkelmanns Rd, Alberton, Queensland 4207, AU",null,null,Automative,0-1 employees,null,"Alberton, Queensland",Privately Held,2017,https://www.linkedin.com/company/rod-howes-automotive/,"43 Enkelmanns Rd, Alberton, Queensland, 4207, AU",-27.47126,153.01831,Alberton,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Steve Toms Automotive Services,null,null,null,Automative,null,http://stevetomsautomotive.com.au,null,null,null,https://www.linkedin.com/company/steve-toms-automotive-services/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Welcome To Westernlink Automotive,null,null,null,Automative,null,http://westernlinkautomotive.com.au,null,null,null,https://www.linkedin.com/company/welcome-to-westernlink-automotive/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
A1 Advanced Automotive,null,null,null,Automative,null,http://a1advancedautomotive.com.au,"Clayton South, Victoria",null,null,https://www.linkedin.com/company/a1-advanced-automotive/,null,50.726087,-1.15195,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Auto-Carbs Automotive,null,null,null,Automative,null,http://auto-carbs.com.au,null,null,null,https://www.linkedin.com/company/auto-carbs-automotive/,null,52.336845,14.069062,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Adam Gorrell Automotive &,null,null,null,Automative,null,http://gorrellautomotive.com.au,"Mcgraths Hill, New South Wales",null,null,https://www.linkedin.com/company/adam-gorrell-automotive-&/,null,22.3756,57.52334,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Oakes Road Automotive,null,null,null,Automative,null,http://oakesroadautomotive.com.au,"West Pennant Hills, New South Wales",null,null,https://www.linkedin.com/company/oakes-road-automotive/,null,36.989859,-122.062855,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Sapphire Marine Automotive,null,null,null,Automative,null,http://sapphiremarineautomotive.com.au,"Eden, New South Wales",null,null,https://www.linkedin.com/company/sapphire-marine-automotive/,null,-23.461141,147.717114,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Doulman Automotive Services,null,null,null,Automative,null,http://motormechanicsilverwater.com.au,null,null,null,https://www.linkedin.com/company/doulman-automotive-services/,null,36.177378,43.940556,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Protune Automotive Services,null,null,null,Automative,null,http://protuneauto.com.au,"Ferntree Gully, Victoria",null,null,https://www.linkedin.com/company/protune-automotive-services/,null,36.177378,43.940556,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Edgecliff Automotive,null,null,null,Automative,null,http://edgecliffautomotive.com.au,"Double Bay, New South Wales",null,null,https://www.linkedin.com/company/edgecliff-automotive/,null,32.661345,-97.345734,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Joyce Automotive Engineers,null,null,null,Automative,null,http://joyceautomotive.com.au,"Seymour, Victoria",null,null,https://www.linkedin.com/company/joyce-automotive-engineers/,null,38.837055,-77.324464,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
SBR Automotive,null,null,null,Automative,null,null,null,null,null,https://www.linkedin.com/company/sbr-automotive/,null,45.304408,-93.556723,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
