Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
Allegra,null,"Allegra is Australia largest distributor of medical aesthetic technology focusing on surgical cosmetic procedures, invasive and non-invasive dermal therapies, spa technologies, consumer beauty products, comprehensive equipment and device services, and clinical education.

As a member of the Medtel Group, Allegra has over 25 years experience in the medical aesthetic and beauty market. Our track record of introducing unique, cutting edge technology means that buying an Allegra Product ensures your business a competitive advantage to set it apart from it competition. 

Allegra is committed to long term partnerships with our customers and believes in comprehensive end to end customer support from sales through to education and service. Allegra is owned by Getz Bros. & Co., Inc.; the largest non-commodity international marketing and services company based in the United States.",null,null,11-50 employees,http://www.allegragroup.com.au,"Sydney, New South Wales",Privately Held,null,https://www.linkedin.com/company/allegra/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Retirement Now,"PO Box 127, Clayfield, QLD 4011, AU","Our team at Retirement Now bring with us a wealth of knowledge and experience to guide you and support you through your retirement journey. We have knowledge and experience in travel, consulting and marketing, and extensive industry experience in the health care sector and aged care sectors.In addition to the launch of Retirement Now, we launched Aged Care Prepare, to assist ageing people and their loved ones with understanding aged care and providing information regarding aged care options.At Retirement Now, we aim to provide you with a multitude of ideas and information to help you plan and enjoy your retirement years. We also offer a subscription, giving you access to our monthly e-newsletter and exclusive offers, as well as access to free online quizzes and deals.",null,null,2-10 employees,http://retirementnow.com.au/,"Clayfield, QLD",Partnership,null,https://www.linkedin.com/company/retirement-now/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Logic Health,"Level 6, 203 Pacific Hwy, St Leonards, Sydney, NSW 2065, AU",Logic Health is a national Occupational Health organisation. In 2018 we became part of the Healius Group and are now building one of Australia's largest owner occupier of Occupational Health solutions.,1300 316 774,null,51-200 employees,http://www.logichealth.com.au,"Sydney, NSW",Public Company,null,https://www.linkedin.com/company/logic-health/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Physiotherapy Associates Australia,"Carseldine Central, 735 Beams Road, Carseldine, Brisbane, QLD 4034, AU","At Physiotherapy Associates you are more than just a condition, you are your habits, problems and goals. Whether you need education, reassurance, hands on treatment or anything in between our function is only, to bridge where you are now to where you want to be. Be it, to wake up pain free in the morning, pick up your grandchildren or to squat deeper.

Our success is not in the effectiveness of our treatments but in the difference we make in your life.",null,null,2-10 employees,http://www.physiotherapyassociates.com.au,"Brisbane, QLD",Privately Held,null,https://www.linkedin.com/company/physiotherapy-associates-australia/,"Carseldine Central, Brisbane, QLD, 4034, AU",-27.47126,153.01831,Brisbane,Physiotherapy Associates,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Daly & Ritchie,"PO Box 158, Boonah, QLD 4310, AU","Our professional team consists of highly skilled, carefully selected Counsellors, Social Workers, Psychologists and Executive Coaches. Included in this team is our Client Relationship Managers whose role is to provide ongoing support as Daly & Ritchie meets your ongoing changing needs.As a result of our collective experiences, Daly & Ritchie provide a proactive service that focuses on the whole of an organisation; management, leadership, teams and individuals, delivering integrated wellbeing programs for this 21st century.We reduce the risks associated with legal regresses, poor performance, high staff turnover and brand damage.We capitalise on the opportunities associated with staff efficiency and effectiveness, maintenance of internal corporate knowledge, and demonstrating positive values and care.",1300844433,null,11-50 employees,https://www.dalyritchie.com.au/,"Boonah, QLD",Privately Held,null,https://www.linkedin.com/company/daly-ritchie/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
JBX Pty Ltd,"Sydney,   AU","Based in Sydney Australia, JBX is the parent company of high quality brands such as Bio Island and Maxigenes. 
At JBX, we are dedicated to providing the whole family with high-quality nutritional supplements and healthy nutritious alternatives.",null,null,51-200 employees,http://www.bioisland.com.au,null,Privately Held,null,https://www.linkedin.com/company/jbx-pty-ltd/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian Dental Association QLD,"26-28 Hamilton Place, Bowen Hills, QLD 4006, AU",ADAQ is the professional association for Dentists in Queensland.,null,null,11-50 employees,http://www.adaq.com.au,"Bowen Hills, QLD",Nonprofit,null,https://www.linkedin.com/company/adaqld/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Allied Health Professions Australia,"257 Collins St, Melbourne, Victoria 3000, AU","Allied Health Professions Australia (AHPA) is the recognised national voice for allied health professions in Australia, representing and advocating for the role of allied health professionals in our health system. As the peak national organisation for allied health professions, AHPA has an important strategic leadership role and is the body that the Federal Government and other national organisations turn to when they seek a collective view of allied health.",null,null,2-10 employees,http://www.ahpa.com.au,"Melbourne, Victoria",Nonprofit,null,https://www.linkedin.com/company/allied-health-professions-australia/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Weleda Australia Ltd,"2/92A Mona Vale Rd, Warriewood, New South Wales 2102, AU","Weleda stands for sustainable beauty. We Dare to Care for people and the planet. Weleda skin care is certified by NATRUE and over 80% of our plan ingredients are certified organic, so you can trust Weleda products are truly natural. No nasties: No petroleum derived ingredients or mineral oils, No synthetic fragrances or phthalates, No GMO ingredients, No parabens, No silicones, No sulphates, triclosan, propylene glycol, No microbeads or microplastics.Connect with us at:www.weleda.com.auFacebook/ Instagram/ YouTube @WeledaAustralia#Weleda #YouAreNature",1300 561 454,null,11-50 employees,http://www.weleda.com.au,"Warriewood, New South Wales",Sole Proprietorship,null,https://www.linkedin.com/company/weleda-australia/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Workforce Health Assessors,"42 murray street, Hobart, TAS 7018, AU","We specialise in workplace medicals for businesses. We organise, perform and report on all health assessments and medicals for you, and help you determine the suitability of candidates for your business against an intended job role.WHA operates one of the most advanced, easy to use online platforms enabling clients to book, track and receive reports for all medical assessments and services.With our specialised health professionals located across Australia, we guarantee your candidates will be expertly assessed at a convenient location across Australia and New Zealand.WHA also provides a range of services such as onsite drug and alcohol testing, onsite hearing tests and onsite medicals anywhere in Australia and New Zealand ensuring we deliver our services to you where and how you need them.",1300 552 722,null,51-200 employees,http://www.wha.net.au,"Hobart, TAS",Privately Held,null,https://www.linkedin.com/company/workforce-health-assessors/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
The Wellness Orchard,null,Thousands of businesses and millions of people seek help and wellbeing services to lead a more wholesome life.Thousands of talented wellbeing facilitators bogged down in admin when they could be doing what they love and serving you better.We’re here to make it easier for everyone to connect and make this world a better place.We connect global wellbeing practitioners with corporates to co-create wellbeing offers employees will love.,null,null,2-10 employees,http://www.TheWellnessOrchard.com,null,Privately Held,null,https://www.linkedin.com/company/thewellnessorchard/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Liberty Enterprises,"28 Centre St, Aspley, Queensland 4034, AU",Liberty Enterprises is a registered charity that works with people in severe crisis situations,null,null,2-10 employees,http://www.libertyenterprises.com.au,"Aspley, Queensland",Nonprofit,null,https://www.linkedin.com/company/libertyenterprises/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
AcroYoga International,AU,"AcroYoga elevates the connection between you and others through movement, connection, and play.  Acro in Greek  means high, or elevated. Yoga in Sanskrit commonly translates to notions of union, or joining. The experience of taking flight with AcroYoga instantly dissolves fears and invites practitioners to tap into new and infinite possibilities of communication, trust, and union. By combining acrobatics, yoga, and healing arts, the practice of AcroYoga has built a community of active teachers and practitioners all over the world.AcroYoga International was founded by Jason Nemer and Jenny Sauer-Klein in 2003. They were the first to codify the AcroYoga practice in 2006. Their work culminated into not only manuals, but also cultivated formalized educational paths that have promoted the highest levels of safety, expression, and straight up fun.",null,null,2-10 employees,http://acroyoga.org,null,Privately Held,null,https://www.linkedin.com/company/acroyoga/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Gateway Health - People living well,"Wodonga, Wangaratta, Myrtleford and various areas in NE Victoria and Southern NSW, Victoria  AU","Gateway Health is a Not-For-Profit Company limited by guarantee and a registered Community Health Service under the Health Services Act 1988 (Vic). The company ""Gateway Health"" is the result of a merger in July 2014 of Gateway Community Health, based in Wodonga and Ovens and King Community Health Service, based in Wangaratta and Myrtleford.Gateway Health focuses on the provision of primary health and welfare services to people at highest risk of poor health outcomes.",null,null,201-500 employees,http://gatewayhealth.org.au/,"Wodonga, Wangaratta, Myrtleford and various areas in NE Victoria and Southern NSW, Victoria",Nonprofit,null,https://www.linkedin.com/company/gatewayhealth/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Quintis Sandalwood,"87 Colin St, West Perth, Western Australia 6005, AU","From humble beginnings in the north of Australia, Quintis has dedicated the last 20 years to the growing, management and sustainable harvesting of Indian sandalwood (known as Santalum album). In 1999, we planted our first Indian Sandalwood. In 2008, we acquired Mount Romance Australia, where we now process and distil Australian Sandalwood (Santalum spicatum) oil. Today, Quintis is truly the global leader in the supply of Indian and Australian Sandalwood raw materials. The integrity of our process is sacrosanct in delivering premium products.We embrace the Australian spirit of innovation, advancing and adapting technology to create the best, most stable outcomes. Our natural and rigorous tree breeding program creates trees with up to 18% greater growth and yields of heartwood.We are proud to supply the world’s only Indian Sandalwood oil that meets British Pharmacopoeia standards. But it doesn’t stop there – we also supply globally certified sandalwood logs, wood chips and powder.",+61 8 6458 4705,null,51-200 employees,http://quintis.com.au,"West Perth, Western Australia",Privately Held,null,https://www.linkedin.com/company/quintis-sandalwood/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Billy,null,"Billy Kit uses passive motion sensors to monitor the behaviour of older people living in their own homes, sharing this information in the form of critical insights with family members and professional care staff. We drive peace of mind for family members and efficiency into the professional care experience. Billy is live in hundreds of homes across Australia and the US, with offices in Melbourne, Sydney and Ann Arbor.",1300 810 600,null,11-50 employees,http://www.billycare.com,"Collingwood, Victoria",Privately Held,null,https://www.linkedin.com/company/billycare/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Worksite Fitness and Rehabilitation,"., Perth, Western Australia 6004, AU","Leading providers of injury prevention, health, and wellness servicesWFR is a privately-owned business that has been committed to making a difference for over 20 years. Starting from humble beginnings in Perth, Western Australia in 1997 – WFR’s reputation grew quickly for their work supporting the growing mining and energy sector. WFR now employs over 30 staff, with team members based in all core Australian locations. Services are delivered throughout Australia and internationally to a broad range of industries including Mining, Energy, Construction, Transport and Logistics, Maritime and Shipping, Manufacturing, and the Public Sector.We’ve got a great team. We’ve worked hard to surround ourselves with down-to-earth, hardworking and passionate people. You’ll see for yourself when you see them onsite or when you visit our offices.We’ve survived 20 years in the cyclical resources industry so we like to think we must be doing something right! Mostly it’s because our programs work. They’re informative, straight to the point, free of fluff and get results for workers and businesses alike.But don’t be fooled, we take the responsibility of the health and wellbeing of your people seriously and work only with organisations that do too. We love working with client partners and enjoy seeing businesses get the strategic and financial outcomes you’re looking for.",null,null,11-50 employees,http://www.worksite.com.au,"Perth, Western Australia",Privately Held,null,https://www.linkedin.com/company/worksite-fitness-and-rehabilitation/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
YEAH (Youth Empowerment Against HIV/AIDS),AU,"‘Empowering young Australians to prevent the spread of HIV and other STIs through participation and leadership’

Founded in 2005, YEAH is an Australian youth led health promotion organisation supporting young people to take control of their sexual health through participation and leadership. 
YEAH’s signature program, Agents of YEAH, provides sexual health peer education, training and support to young people to deliver workshops and promote sexual health through youth events in their local communities.

•	In 2014 YEAHs team reached over 80,000 young Australian through peer to peer education

•	YEAH has over 100 active peer educators involved in running our workshops and events. 

•	Volunteer teams are based in Melbourne, Brisbane, Adelaide, Darwin and Perth. 

•	YEAH’s holistic approach focuses equally on the science and the social aspects of young people’s sexual health and wellbeing. 

•	We create safe spaces where young people can feel comfortable to ask questions and share what they know about sexual health.

•	We provide factual information in a youth friendly and inclusive way that ensures young people who identify as same sex attracted or gender diverse are always feel included.

To find out more  check YEAH out at:
•	RedAware.org.au  
•	facebook.com/GetRedAware 
•	twitter.com/YEAH_au 
•	youtube.com/YEAHaustralia

Contact YEAH
Phone: 03 9670 6171
Email: info@yeah.org.au 

YEAH is a registered national health promotion charity. Donations over $2 are tax deductible. 
To make an online donation to support our youth led programs please visit: https://www.redaware.org.au/donate/",null,null,51-200 employees,http://www.RedAware.org.au,null,Nonprofit,null,https://www.linkedin.com/company/yeah/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
South Pacific Health Clubs,"550 Bourke St - CBW Building - Corner of Bourke St and William St, Melbourne, Victoria 3000, AU","7 Clubs across Melbourne - Keeping your body fit is very important if you want to enjoy a healthy lifestyle. If you are looking for a quality fitness workout that will help you reach your fitness and health goals then South Pacific Health Clubs is perfect for you. South Pacific Health Clubs have a number of fitness facilities now available - Chadstone, Melbourne CBD, St Kilda Sea Baths, Port Melbourne, Nunawading, East Malvern and Williamstown - making us a convenient and accessible fitness option for all residents of Melbourne. South Pacific Health Clubs are the fitness specialists.",null,null,51-200 employees,http://www.southpacifichc.com.au,"Melbourne, Victoria",Privately Held,null,https://www.linkedin.com/company/southpacifichealthclubs/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Ace Sports Clinic - Australia,null,"Ace Sports Clinic Australia, www.acesportsclinic.com.au, an already established clinic in Canada is here to help our clients in Australia reach #HighPerformance and #EmpowerFreedom. We’re passionate about improving your overall health and well-being. We do this by providing the highest standard of care in a full service and collaborative environment. Focusing on your specific needs, our team of experts work together to provide a positive experience to help you achieve your goals.THE ACE WAYA warm, caring nature is the hallmark of our highly qualified team. We thrive on creating sensory experiences and inspiring high performance for our clients. Through positive personalised care you can enjoy the freedom of optimal movement to ensure you live well and keep playing.Personalized Care• Private treatment rooms• Individualized treatment plans• Authentic relationships on honesty and empathy• Outstanding client sensory experienceUnmatched Quality & Expertise• Multidisciplinary team with advanced tertiary training• Extensive experience with elite professional teams and athletes• State of the art facilities and innovative technologyHolistic Approach• Full assessment to achieve optimal treatment• Commitment to mind body connection• Full range of services and collaborative approach ensuring best resultsEXCELLENCE IS IN OUR DNASimply, we believe in providing outstanding care. Our clinic is based on a set of values that we live by everyday:• Holistic health and wellness incorporating mind, body and spirit• Positivity, Honesty and Empathy:   º Positivity in our staff creates authentic connections   º We uphold the highest ethical standards- always   º Empathy is in our genes. How we relate to each other and our clients• Collaboration of a multi-skilled team means better outcomes for our clients.Live well. Keep playing.",03-9824-8001,null,11-50 employees,http://www.acesportsclinic.com.au,"Malvern, Victoria",Privately Held,null,https://www.linkedin.com/company/acesportsclinicaustralia/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
The Push-Up Challenge,null,"2021 EVENT DATES:  1st June to 25th June The Push-Up Challenge is Australia’s largest mental health and fitness initiative, proudly run by The Push For Better Foundation, a health promotion charity registered with the ACNC.Participants are challenged to complete 3,318 push-ups over 25 days in June 2021, putting the spotlight on the number of suicides in Australia in 2019. Each day, participants learn about mental health as they are challenged to complete a different number of push-ups that relates to a mental health statistic in Australia.  Participants can aim for 25%, 50%,75% or 100% of the push-up target and other exercise alternatives are welcome.The Push-Up Challenge is a unique way to engage your organisation in mental health by:•	Learning about mental health: A different mental health statistic is shared each day;•	Connection:  Encourages team participation using our push-up tracker (phone app);•	Promoting fitness: Push-ups can be done anywhere and anytime;•	Make a difference:  Opportunity to raise funds for mental healthThe event was founded by Perth engineer Nick Hudson, and in just four years has grown from 4 mates to 130,000 people across Australia, pushing for better mental health. Participants came from across all of Australia, from all walks of life, ranging from school children to a 91-year-old great grandmother.The Push-Up Challenge 2020 saw 130,000 Australians complete 121 million push ups collectively in just three weeks, that’s five push ups for each Australian! The three week challenge raised over $5 million for mental health, increasing physical fitness and awareness of mental health and putting the spotlight on the number of suicides in Australia in the last year.We look forward to having your organisation involved.For further information visit www.thepushupchallenge.com.au or reach out to Head of Strategy and Engagement Roxy Pike via LinkedIn.",null,null,2-10 employees,http://www.thepushupchallenge.com.au,"Melbourne, VIC",Nonprofit,null,https://www.linkedin.com/company/pushforbetter/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Survival,"Unit 3, 2-6 Bonnal Rd, Erina, New South Wales 2250, AU","SURVIVAL prides itself on superior quality and continual innovation, providing the most responsive first aid solutions for every home, workplace and vehicle in Australia and around the globe.SURVIVAL's winning formula for intelligent, practical and durable first aid products helps you to be prepared for any emergency. Experience the SURVIVAL difference for yourself:- Leading first aid design and layout. Designed in Australia by leading first aid experts, the colour-coded labelling system in all first aid KITS enables you to clearly identify first aid contents and explains the typical use for each item.- Easy refill and restock options. The numbered labelling system tells you how many of each item you should have, alerting you to replacement requirements and making it clear when you need to refill and restock at our easily accessible Restock Portal. Alternatively, simply scan your product QR code.- Quality first aid product. First aid KITS are coated in 600D Oxford polyester, which is durable and water resistant. Made with strong zippers, double stitched handles, belt loops and velcro panels allow for easy attachment, and reflective piping for efficient location at night. The outer kit can be wiped down with disinfectant liquid.- Customisable and personalised first aid options. Larger first aid KITS feature a personal space section so you can include specific items or additional first aid contents to suit your individual circumstances.- Be prepared for any emergency. In addition to an extensive selection of first aid items, first aid KITS also contain CPR instructions to support your first aid training in the case of an emergency.SURVIVAL is the preferred choice of many police, fire and emergency services in Australia.",null,null,2-10 employees,http://survivalfirstaidkits.net.au,"Erina, New South Wales",Privately Held,null,https://www.linkedin.com/company/survival-emergency-solutions/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
KangaTech,"204-206 Arden St, North Melbourne, Victoria 3051, AU","KangaTech is a world leader in scientifically proven injury prevention for elite athletes. Through a combination of advanced analytics software and a high-tech athlete testing and training platform, KangaTech allows elite sporting organisations to reduce injuries while increasing training loads and improving performance. KangaTech allows elite sporting organisations and allied health practices to better understand athletes, intervene in a timely effective manner and ultimately perform better on field, on court or on track.Our clients include teams from the English Premier League, European Champions League, NBA, NFL, NCAA, NHL, MLB, AFL as well as industry leading Research Institutions.",null,null,2-10 employees,https://kangatech.com/,"North Melbourne, Victoria",Privately Held,null,https://www.linkedin.com/company/kangatech/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Continence Foundation of Australia,"407 Canterbury Rd, Surrey Hills, Victoria 3127, AU","The Continence Foundation of Australia represents the interests of the 4.8 million Australians affected by bladder and bowel control problems, as well as their families and carers, and act as an advocate for their interests.

The Continence Foundation of Australia exists to serve all Australians by promoting good bladder and bowel health. This will be achieved by:

- working with consumers, professionals and industry;
- facilitating access to continence support services;
- providing evidence based information and advice, and
- building the capacity and capability of the workforce.

The Continence Foundation is supported by the Australian Government Department of Social Services under the National Continence Program.  We also rely on the support of our members and corporate partners to carry out our work.",1800330066,null,11-50 employees,http://www.continence.org.au/,"Surrey Hills, Victoria",Nonprofit,null,https://www.linkedin.com/company/continence-foundation-of-australia/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
The Loneliness Project,"Brisbane,   AU","The loneliness project is about reducing social isolation in local communities across Australia.We want to tell the stories, drive a narrative, and champion this cause that is literally killing Australians.​We  should not be embarrassed to say 'I feel lonely today'.Loneliness affects all types of people in all kinds of situations, from those working alone in their home office, to carers carrying heavy responsibilities all day every day, often alone, to those who suddenly find themselves out of the workforce and removed from all their structures and rhythms",null,null,2-10 employees,https://www.thelonelinessproject.com.au/,null,Partnership,null,https://www.linkedin.com/company/the-loneliness-projct/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Prevention United,"350 Bourke St, Melbourne, Victoria 3011, AU","Established in 2018, Prevention United is a bold new initiative that has an exclusive focus on the prevention of mental health conditions such as depression, anxiety conditions, behavioural disorders, eating disorders, bipolar disorders, schizophrenia, and other mental health conditions. Our focus is on primary prevention – preventing these conditions from developing in the first place. We are an independent, national not-for-profit company limited by guarantee and registered health promotion charity. Our vision is for a world free of mental health conditions. Our mission is to work together with individuals, families, organisations and communities to prevent mental health conditions by fostering their strengths and reducing their risks. Our aims are to: - raise awareness about the importance and benefits of promoting good mental health and preventing mental health conditions, and the ways this can be achieved - advocate for greater investment in prevention and for social and public health policies to promote mental health and prevent mental health conditions  - support multi-disciplinary research to better understand the causes of mental health conditions and to trial and evaluate new prevention initiatives  - work with others to translate research evidence into  information resources, programs and services that support individuals, families, organisations and communities to promote good mental health and prevent mental health conditions - partner with individuals and organisations from diverse disciplines and sectors to create a collaborative and comprehensive approach to prevention.OUR VALUES Humour over prideTeamwork over egotistsSolutions over opinionsEclecticism over silosResponsibility over blameJustice over privilege",null,null,2-10 employees,http://www.preventionunited.org.au,"Melbourne, Victoria",Nonprofit,null,https://www.linkedin.com/company/prevention-united/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Women's Health Queensland Wide,"68 Anderson Street, Fortitude Valley, QLD 4006, AU","Women’s Health Queensland Wide Inc are specialists in women's health across the lifespan. From the south east to the far north, Queensland women rely on us to help them make informed decisions about their health and wellbeing. Our specialist team of health professionals provide coaching, support and information to women of all ages and at all stages of their health journey.Our work is funded through a grant provided by the Queensland Government and by donations.",null,null,11-50 employees,http://www.womhealth.org.au,"Fortitude Valley, QLD",Nonprofit,null,https://www.linkedin.com/company/women's-health-queensland-wide/,"68 Anderson Street, Fortitude Valley, QLD, 4006, AU",-27.47126,153.01831,Fortitude Valley,Women's Health Queensland Wide,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
ADL Support Services,"170 Greenhill Road, Level 2, Parkside, SA 5063, AU","ADL Support Services is rapidly becoming a leading provider of In Home Support Services for the Aged, Injured, Disabled and Chronically unwell. Being uniquely South Australian owner, operated allows ADL Support Services to provide consistent and high quality In Home Support Services across the entire of Adelaide under a large variety of State, Federal and Privately Third Party  funding Schemes.  Working independently or together with a clients consultant we are able to create a tailored package of services to enable a clients function, recovery and wellbeing.",null,null,11-50 employees,http://www.adlsupportservices.com.au,"Parkside, SA",Privately Held,null,https://www.linkedin.com/company/adl-support-services/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Imaging @ Olympic Park,"Olympic Boulevard, Melbourne, VIC 3004, AU","About Imaging @ Olympic Park: 
Situated in Melbourne’s new AAMI Park, Imaging @ Olympic Park offers access for the sporting and wider community to the best Imaging Specialists, Equipment and Treatment.

I@OP provides comprehensive Imaging Services across a full range of modalities including 3T MRI, 64 Slice CT, Interventional Fluoroscopy, Ultrasound and Digital Radiography.

The design of our modern and luxurious facility befits the world class AAMI Park and will provide a very different and uplifting patient experience.

Imaging @ Olympic Park have entered an education and research partnership with Philips Healthcare which ensures that the equipment provided for this facility is the best in its class and will enable us to offer more accuracy, additional detail in images and at a fraction of the radiation dose compared with conventional Imaging Systems",null,null,11-50 employees,http://www.iop.net.au,"Melbourne, VIC",Public Company,null,https://www.linkedin.com/company/imaging-olympic-park/,"Olympic Boulevard, Melbourne, VIC, 3004, AU",-37.803425,145.01105,Melbourne,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Fruit at Work,"Suite 220, 79 Longueville Road, Lane Cove, NSW 2066, AU","”We believe in creating healthy workplaces where the impact to health, productivity and positive workplace culture can be measured on the bottom line.”

Founded in 2002, Fruit at Work is Australia’s original and leading workplace fruit supplier, recognised in the marketplace as the Ambassadors of Healthy Eating at Work.

What we do
Each week, we deliver Australia’s finest quality fruit to over 4,000 businesses throughout Sydney, Melbourne, Canberra, Brisbane, Adelaide and Perth. And it’s not just any old fruit. We deliver fruit that employees lust over. The kind that makes people run to choose upon delivery. That’s because we believe the fruit your staff hold in their hands is a true reflection of how you feel about them. 

World’s Most Awarded
With the highest food safety certification in the industry, you can expect reliability and a consistent quality and freshness that has made us the world’s most awarded workplace fruit supplier. 

Delivering more than the freshest fruit
With a focus on workplace health and wellness including blogs, research and workshops, Fruit at Work is the healthiest and most budget-friendly way to make every employee feel valued. 

For more information or to start your trial call 1300 857 776 or visit www.fruitatwork.com.au",null,null,11-50 employees,http://www.fruitatwork.com.au,"Lane Cove, NSW",Privately Held,null,https://www.linkedin.com/company/fruit-at-work_838040/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Happy Body At Work,"4 Cornwallis St, Eveleigh, New South Wales 2015, AU","Happy Body At Work was created by physiotherapist Anna-Louise Bouvier and ABC Commercial. It was acquired by Springday in 2018.This award-winning suite of wellbeing products are delivered in multimedia packages, aiming to improve employee energy, resilience, and performance at work and at home. HBAW delivers tangible, quantifiable results for employees and organisations. It is aligned with our commitment to invest in employees, empower them with strategies for work and home, and to build a culture of self-determination and sustainability.www.happybodyatwork.com.au",null,null,11-50 employees,http://happybodyatwork.com.au,"Eveleigh, New South Wales",Privately Held,null,https://www.linkedin.com/company/hbaw-happy-body-at-work/,"4 Cornwallis St, Eveleigh, New South Wales, 2015, AU",-33.84907,151.13834,Eveleigh,"Springday, Australian Technology Park",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
