Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
MRS Property,null,"MRS Property is a national independent property advisory, investment and asset management company specialising in commercial property.  Established in 2002 by Directors Andrew McIntyre, Geoff Robertson,Paul Scarborough and Andrew Cain our business has steadily expanded, with a professional team of property experts and more than $1.5 billion in assets and funds now under management. Our key point of difference is our commitment to providing a professional, proactive, innovative, enthusiastic, and above all, personal service.  We take the time to get to know our clients, to be available, and to truly seek the best outcomes for them in every property investment or transaction.  We treat everybody’s property or investment as if it is our own.We know that owning and investing in commercial property can be time consuming, frustrating and overwhelming. But property is what we know and are passionate about.  As your trusted property advisor, we offer a range of services including:• Advisory and Consultancy;• Property Asset Management;• Strategic Property Reviews;• Transaction Management; and• Managed Property Investments, offered through our Harmony Property Investments syndications.Our clients include private investors, family companies, SME’s, ASX listed fund managers, superannuation funds and syndicates.",08 8297 2400,Commercial Real State,11-50 employees,http://www.mrs.com.au,"Adelaide, South Australia",Privately Held,2002,https://www.linkedin.com/company/mcintyre-robertson-scarborough/,null,43.295314,5.401581,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
United Caulking Melbourne,"Victoria St, Melbourne, Victoria 3002, AU","United Caulking Melbourne is a quality caulking company with a dynamic team and staff. We are passionate about what we do and work together to provide the best outcomes for our clients.United Caulking Melbourne is also one of the leading caulking, waterproofing specialists in Melbourne, Toorak, and Essendon. Since 2008, we have been providing the highest quality joint sealing in the industry and have worked on some of Melbournes high profile residential homes, commercial shops+plaza's and high rise buildings.Call for Quote on 1300 091 280Hours: Monday	7am–7pmTuesday	7am–7pmWednesday	7am–7pmThursday	7am–7pmFriday	7am–7pmSaturday	7am–7pmSunday	7am–7pmLicensed ContractorsOur qualified personnel offer all-round seasoned experience and seal any leak without any problems.ResidentialFrom baths to balconies we got you sealed, Our contractors tackle and seal every task on a neat and timely manner.Commercial/IndustrialWhen it comes to size it doesn't matter to Us. What matters is the highest quality workmanship with a reputation for reliability and seamless finishes10 Years in BusinessWith experience and safety been our priority we have grown our trust and business for over 10 years.Trusted and Certified CaulkersUnited Caulking Melbourne services are very effective in maintaining tile floors and walls in virtually all commercial environments including restaurants, hotels, schools,office buildings and hospitals. Our process allows for a more comforting environment and adds aesthetic value to your space while assuring a more professional look.",null,Commercial Real State,2-10 employees,http://unitedcaulking.com.au,"Melbourne, Victoria",Privately Held,2009,https://www.linkedin.com/company/commercial-united-caulking-melbourne/,"Victoria St, Melbourne, Victoria, 3002, AU",-37.803425,145.01105,Melbourne,Melbourne Caulking Commercial Contractors,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Good Property Collective,"88 Phillip St, Level 25, Sydney, New South Wales 2017, AU","At Good Property Collective we help curated retail businesses grow through research & data analysis, property and design.Our main mission is to create as many meaningful retail experiences for the general public to enjoy. We approach business differently as our work and life values are exactly the same. Business to Good Property Collective is an opportunity to be able to create spaces that inspire people while working with likeminded individuals that have the same values. We service the New Zealand, Australian and US markets.SERVICES:RESEARCH & DATA ANALYSIS:  We optimise retail business by creating the framework for brands to evolve. We identify and profile customer markets, benchmark retail property portfolios, create data driven decision making processes and uncover true value correlations that enable strategic retail locations to thrive. We focus on providing information and processors to our clients so well informed weighted decisions can be made to maximise results.TENANT REPRESENTATION:We facilitate national and international expansion of brick and mortar stores for retail brands in New Zealand, Australia and the US.We analyse markets to uncover critical location data so new leasing opportunities can be effectively weighted, are well connected and find amazing retail property opportunties for our clients and have a strategic negotiation approach. We focus on finding the right locations for our clients backed off data and landlords that appreciate sustainable value to create long term growth.RETAIL DESIGN & PLANNING We manage the complete retail design process and are pushing the boundaries with our in-store experiences through design, visual merchandise and curation.We develop in-store customer engagement maps, interior fit out pallets & construction plans, source unique materials from overseas and also manage the fit out process through to completion. We focus on developing spaces that tell a story which have a positive impact on customers.",+61 4 777 20304,Commercial Real State,2-10 employees,http://www.goodpropertycollective.com,"Sydney, New South Wales",Privately Held,2015,https://www.linkedin.com/company/good-property-collective/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
FindAShed,"Cairns, QLD 4870, AU","Whether you're buying, selling, leasing or looking to lease commercial property, it's a hassle. We get you. Finding the perfect property for your business is a hassle! Imagine if you could just enter your requirements and every matching property, from every agent (even off market direct to seller / lessor) can now see exactly what you're looking for - and we match you in no time. You'll get a a call from a real person - all properties, all agents - we match you! That's how FIND A SHED works. It's the dating app for sheds, so get started.",07 4054 3888,Commercial Real State,2-10 employees,http://www.findashed.com.au,"Cairns, QLD",Privately Held,2018,https://www.linkedin.com/company/find-a-shed/,"null, Cairns, QLD, 4870, AU",-16.922783,145.77031,Cairns,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Sqm Consulting,"Brisbane,   AU","Sqm Consulting is a Brisbane-based consultancy firm providing Commercial Tenant Representation services exclusively for commercial tenants. We are lease negotiators who also assist clients with leased accommodation strategy, market searches, exit strategies (make good negotiations) and can assist with accommodation disputes with Landlords.",null,Commercial Real State,2-10 employees,http://www.sqmconsulting.com.au,null,Privately Held,2009,https://www.linkedin.com/company/sqm-consulting/,"null, Brisbane, null, null, AU",-27.47126,153.01831,Brisbane,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Foresight Business Sales,null,"Are you looking to buy or sell a business in the Sunshine Coast, Fraser Coast/Wide Bay or Toowoomba regions? Enlist the help of the experienced Foresight Business Sales team. Foresight Business Sales is a regional business sales brokerage, committed to delivering outstanding sales results for buyers and sellers. Our fully qualified, licensed and insured team at Foresight Business Sales have built a strong reputation for our professional, results-driven approach and impressive depth of knowledge across all industry sectors. We focus on maintaining the highest levels of client satisfaction and confidentiality, ensuring businesses are transitioned smoothly and successfully every time.Experienced in business sales of all sizes, ranging from the owner operated business to franchises and larger corporate operations, we help our clients to navigate the mine field that is the business sales process, giving clients the peace of mind knowing all bases have been covered and the best possible results have been achieved.At Foresight Business Sales, our brokers only handle a select number of appointments at any one time to provide each client the diligence needed to discover, develop and deploy an exit strategy that yields real results. We work closely with other brokers and business agents to increase the chances of selling and provide timely feedback on any significant developments. Visit www.foresightbusiness.com.au and find out why Foresight Business Sales is the trusted sales brokerage company.If you are looking to sell your business, get a free business appraisal or are searching for a business to buy, contact the Foresight Business Sales team today.For business sales on the Sunshine Coast, contact Bredon Falk on 0412 311 803 or email  sunshinecoast@foresightbusiness.com.au.For business sales in Toowoomba, Hervey Bay, Bundaberg and Maryborough regions, contact Stuart Stephenson on 0419 967 882 or email toowoomba@foresightbusiness.com.au",null,Commercial Real State,2-10 employees,http://foresightbusiness.com.au/,"Sunshine Coast, Qld",Privately Held,null,https://www.linkedin.com/company/foresight-business/,"Maryborough Office, Maryborough, QLD, 4650, AU",-25.575092,152.59541,Maryborough,null,"Sunshine Coast Office, Sunshine Coast, Qld, 4558, AU",-26.668592,153.10637,Sunshine Coast,null,"Toowoomba Office, Toowoomba, Queensland, 4350, AU",-27.563833,151.95398,Toowoomba,null,"Bundaberg Office, Bundaberg, QLD, 4670, AU",-24.864399,152.3507,Bundaberg,null,null,null,null,null,null,null,null,null,null,null,AU
AIM Business Centres,"19 - 21 Argyle Place South, Carlton, Victoria 3053, AU","AIM Business Centres is an office sharing space located in Carlton, just a stones throw from Lygon street, you have public transport, cafes and eateries at your doorstep.  AIMBC is a relaxed yet professional working environment. Our members encourage collaboration and ongoing mutual support, bringing their different skillsets together allowing you to promote ideas, teamwork and services through networking, cross-training and events.  Get involved with the business building workshops to gain some crucial tools to help your business flourish, from Digital marketing, SEO Management, how to guides on everything from getting new business to keeping old.",null,Commercial Real State,2-10 employees,http://www.aimoffices.com.au/,"Carlton, Victoria",Privately Held,2015,https://www.linkedin.com/company/aim-business-centres/,"19 - 21 Argyle Place South, Carlton, Victoria, 3053, AU",-37.803425,145.01105,Carlton,Level 2,"Sunshine Coast Office, Sunshine Coast, Qld, 4558, AU",-26.668592,153.10637,Sunshine Coast,null,"Toowoomba Office, Toowoomba, Queensland, 4350, AU",-27.563833,151.95398,Toowoomba,null,"Bundaberg Office, Bundaberg, QLD, 4670, AU",-24.864399,152.3507,Bundaberg,null,null,null,null,null,null,null,null,null,null,null,AU
Ingram Property Group,"Sunbury,   AU","Commercial property development and management company based in Sunbury and the Macedon Ranges, Victoria.",null,Commercial Real State,2-10 employees,http://www.ingramproperties.com.au,null,Privately Held,null,https://www.linkedin.com/company/ingram-property-group/,"null, Sunbury, null, null, AU",-25.574999,134.3547,Sunbury,null,"Sunshine Coast Office, Sunshine Coast, Qld, 4558, AU",-26.668592,153.10637,Sunshine Coast,null,"Toowoomba Office, Toowoomba, Queensland, 4350, AU",-27.563833,151.95398,Toowoomba,null,"Bundaberg Office, Bundaberg, QLD, 4670, AU",-24.864399,152.3507,Bundaberg,null,null,null,null,null,null,null,null,null,null,null,AU
Conform Developments,"Dandenong,   AU","Conform Developments provides complete Design & Construct Services including Project Management, Planning Approval, Building Permit and Construction for New Build, Renovation and Fitting Out Projects. With specialist experience in Service Stations, Industrial Warehouses and Health & Childcare.",61400750886,Commercial Real State,2-10 employees,https://www.conformdevelopments.com.au/,null,Privately Held,2020,https://www.linkedin.com/company/conform-developments/,"null, Dandenong, null, null, AU",-37.803425,145.01105,Dandenong,Office,"Sunshine Coast Office, Sunshine Coast, Qld, 4558, AU",-26.668592,153.10637,Sunshine Coast,null,"Toowoomba Office, Toowoomba, Queensland, 4350, AU",-27.563833,151.95398,Toowoomba,null,"Bundaberg Office, Bundaberg, QLD, 4670, AU",-24.864399,152.3507,Bundaberg,null,null,null,null,null,null,null,null,null,null,null,AU
W Property Pty Ltd.,null,"W Property Pty Ltd. is a commercial real estate company based out of 8Clarke St, Crows Nest, New South Wales, Australia.",null,Commercial Real State,null,http://www.wproperty.com.au,"Crows Nest, New South Wales",null,null,https://www.linkedin.com/company/w-property-pty-ltd-/,null,-27.661907,153.176986,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Expats Choice Pty Ltd,"2/78A, Weston Street, Harris Park, New South Wales 2150, AU","Expats Choice Pty. Ltd.’s “Smart living” division offers superior, safe and comfortable accommodation support to all new expatriate professionals of various domains arriving SYDNEY.
The primary focus of Expats Choice is to address the teething issues which are often faced by the Expats and various Australian IT corporate alike. Our prime motto is to make sure everyone enjoys the comfort, ease, security and privacy as to feel at home, a home away from your home town.
Offering rental premises as fully furnished and ready to occupy service apartments for short or long shared stay.
Expats Choice is handled and directed by two professionals who have more than 20 years of corporate working experience with various MNCs and at various international locations like USA, Singapore, Australia, Japan, Dubai and India.",null,Commercial Real State,2-10 employees,null,"Harris Park, New South Wales",Public Company,2015,https://www.linkedin.com/company/expatschoice-com-au/,"2/78A, Harris Park, New South Wales, 2150, AU",-33.84907,151.13834,Harris Park,Expats Choice Pty Ltd,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Kewdale Central,"137 Kewdale Rd, Kewdale, Western Australia 6105, AU","WELCOME TO KEWDALE CENTRALBuilt in 2009, this multi storey office complex is the heart of Kewdale and totals just under 7,000m2 of A Grade office accommodation.Housing two of Kewdale’s finest café dining operators, this office complex is also home to the Coxon Group and many other premium tenants, such as Holden, ANZ Business Bank, Sirona, Sonic Health, Fjords and Nestle.This property has become the heart of Kewdale and cannot be missed with its prominent location at the entrance to the Kewdale Rail Freight Terminal. It is Kewdale’s finest choice for quality office accommodation.Currently there are several opportunities to lease high quality office accommodation in Kewdale within 137 Kewdale Central.",893532188,Commercial Real State,2-10 employees,https://www.kewdalecentral.com.au/,"Kewdale, Western Australia",Public Company,2008,https://www.linkedin.com/company/kewdale-central/,null,-31.980186,115.943829,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Norweld,"4/155 Newbridge Road, Chipping Norton, NSW  2170, AU","Norweld are experts in designing and manufacturing heavy-duty aluminium ute trays and ute canopies for some of Australia’s harshest conditions, including a range of accessories to suit your vehicle. Norweld has two main divisions including our Aluminium Ute Tray and Aluminium Ute Canopy Division, and our Project Fabrication Division. Since our establishment in 1971 we have been providing a consistent superior-level of service and quality workmanship to our clients throughout Australia and internationally. All of our products are backed by the well-known Norweld pledge of ‘Unconditional Guarantee For Life Against Faulty Workmanship’. Norweld has four business locations from which we operate from located in Cairns, Brisbane and Sydney.",null,Commercial Real State,0-1 employees,https://www.norweld.com.au/tray-bodies-2/,"Chipping Norton, NSW",Public Company,null,https://www.linkedin.com/company/aluminiumutetrayssydney/,"4/155 Newbridge Road, Chipping Norton, NSW , 2170, AU",-33.84907,151.13834,Chipping Norton,Norweld,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Lease.com.au,"Perth, Western Australia 6000, AU","With a focus on commercial leasing, Lease.com.au's goal is to provide a fair and low-cost marketplace for all commercial agents, large and small.",1300736810,Commercial Real State,11-50 employees,https://www.lease.com.au/,"Perth, Western Australia",Public Company,2019,https://www.linkedin.com/company/lease-com-au/,"null, Perth, Western Australia, 6000, AU",-31.939821,115.8162,Perth,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Friday On The Beach,null,Friday on the Beach absolute beachfront accommodation in Byron Bay. Stay in luxury boutique king suite rooms overlooking the ocean & within the heart of Byron Bay NSW Australia.,null,Commercial Real State,null,http://fridayonthebeach.com.au,"BYRON BAY, NSW",null,null,https://www.linkedin.com/company/friday-on-the-beach/,null,-28.64272,153.61667,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MAAD OPERATORS LIMITED,null,"MAAD OPERATORS LIMITED is a commercial real estate company based out of LOT 20 Lower Boro Rd, Boro, 新南威尔士州, Australia.",null,Commercial Real State,null,null,"Boro, 新南威尔士州",null,null,https://www.linkedin.com/company/maad-operators-limited/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Homeloantalk Pty,null,null,null,Commercial Real State,null,http://homeloantalk.com.au,"Summer Hill, New South Wales",null,null,https://www.linkedin.com/company/homeloantalk-pty/,null,9.062891,-79.390266,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Giles Partners,null,null,null,Commercial Real State,null,http://gilespartners.com.au,null,null,null,https://www.linkedin.com/company/giles-partners/,null,35.19729,-87.032078,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
AUSEN INTERNATIONAL PTY LTD,null,"AUSEN INTERNATIONAL PTY LTD is a commercial real estate company based out of 501 La Trobe St, Melbourne, Victoria, Australia.",null,Commercial Real State,null,null,"Melbourne, Victoria",null,null,https://www.linkedin.com/company/ausen-international-pty-ltd/,null,-33.889675,151.149272,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Brisbane Bayside Real Estate,"312 Colburn Ave, Suite 8, Victoria Point, Queensland 4165, AU","BBRE specialises in commercial & industrial real estate.  Whether you are selling, buying, developing or investing. Our team has the skills and local knowledge to put you on the front foot.  Let's Talk Real Estate",0466 406 200,Commercial Real State,2-10 employees,http://www.bbre.com.au,"Victoria Point, Queensland",Privately Held,2000,https://www.linkedin.com/company/brisbane-bayside-real-estate/,null,-27.507998,152.938476,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Broadmeadow Developments,"70 Gosford Rd, Broadmeadow, New South Wales 2292, AU","Broadmeadow Developments is a Project Delivery, Planning and Development firm with their main focus on Quality.",423215152,Commercial Real State,2-10 employees,http://bdevelopments.com.au,"Broadmeadow, New South Wales",Sole Proprietorship,2017,https://www.linkedin.com/company/broadmeadow-developments/,null,42.233402,-71.764869,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
North West Trust,"Brisbane,   AU",null,null,Commercial Real State,0-1 employees,null,null,Sole Proprietorship,null,https://www.linkedin.com/company/north-west-trust/,"null, Brisbane, null, null, AU",-27.47126,153.01831,Brisbane,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Kalon Group,"Burke Rd, Melbourne, Victoria  AU","We are a Melbourne based team of dedicated professionals, founded by Australian brothers Omid and Daniel Ferdowsian in 2017.  With 20+ years expereince in Architecture design and construction industry. Building in Melbourne for 10+ years. We aim to Build Trust, Excellent Service, Win/Win/Win and a focus on value creation.1. For property investors:  we provide high return managed risk , one to three year investment opportunities.2. For property owners:  we provide affordable, desirable and unique value assets that will appreciate in time.3. For consultants and suppliers:  we provide trusted, long term, win/win/win opportunities.4. For the wider community: we develop environmental and social sustainable neighbourhoods to love to live in, and to raise our families.",null,Commercial Real State,2-10 employees,http://www.kalon.group,"Melbourne, Victoria",Privately Held,2017,https://www.linkedin.com/company/kalon-group/,"Burke Rd, Melbourne, Victoria, null, AU",-37.803425,145.01105,Melbourne,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
AMBASSADOR REALTY LIMITED,null,AMBASSADOR REALTY LIMITED is a commercial real estate company.,null,Commercial Real State,null,null,"ILFORD, ESSEX",null,null,https://www.linkedin.com/company/ambassador-realty-limited/,null,18.422319,-64.617458,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Halitha,"329a The Strand, DIANELLA, WA 6059, AU",We Support and service your Building Construction and maintenance.,null,Commercial Real State,51-200 employees,null,"DIANELLA, WA",Privately Held,2020,https://www.linkedin.com/company/halithazialaxy/,"329a The Strand, DIANELLA, WA, 6059, AU",-31.939821,115.8162,DIANELLA,Headquarters,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Hilltop property services,"Canterbury Chas, Ashmore, Queensland 4214, AU",Property Maintainance Service in the Gold Coast,null,Commercial Real State,2-10 employees,http://hilltopaustralia.com.au,"Ashmore, Queensland",Privately Held,null,https://www.linkedin.com/company/hilltop-property-services/,null,-45.867591,170.514347,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
McPhie & Co,"167 Eagle St, Brisbane, Queensland  AU","McPhie & Co are specialist business and property brokers with extensive experience in all sectors of business and commerce in Australia with specialized services for property sales.We have a large network of affiliates that can assist and advise you with any inquiry that you may have in respect to business or property acquisition or sale, and we offer a large database of investors looking to invest in commercial and rural property.",null,Commercial Real State,2-10 employees,http://www.mcphieco.com.au,"Brisbane, Queensland",Privately Held,2013,https://www.linkedin.com/company/mcphie-co/,"167 Eagle St, Brisbane, Queensland, null, AU",-27.47126,153.01831,Brisbane,Level 9 ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Parkedin Pty Ltd,"Chadstone, Victoria 3148, AU","In Melbourne there are currently no solutions to utilise vacant space. The owner misses out on revenue opportunities and people who need parking can't access the vacant property. Parkedin utilises commercial vacancies by making a deal with the owner to utilise their space as a car park to the public up to 30-40% cheaper than other car parks in the area, providing an income to the owner on an otherwise vacant property.",03 9016 2619,Commercial Real State,2-10 employees,http://www.parkedin.com.au,"Chadstone, Victoria",Privately Held,2020,https://www.linkedin.com/company/parkedin/,null,-38.094211,144.368721,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
United Co. Private Offices,"425 Smith St, Fitzroy, Victoria 3065, AU","United Co. is a shared workspace in Melbourne offering flexible office space for any size team. Our offices are move-in ready and fully furnished with premium ergonomic furniture. Private Office members enjoy the convenience of 24/7 access to their workspace and the use of a range of facilities. United Co. provides businesses and their employees access to a wellness program to help them embrace work life balance. Members have access to a multi-purpose quiet room, prayer room and parents room, on-site gym, yoga classes and table tennis. Innovative technology enables members to be connected and work more productively. Our portal enables members to conveniently book meeting rooms any time, connect with other members and access a range of members benefits. Meeting rooms are equipped with wireless screen sharing technology. Phone and video conferencing equipment is available to help you connect with remote teams, no matter where they are in the world. Private Office members have access to various breakout and collaborative spaces for casual catch-ups and collaboration. regular members events encourage members to connect, share and collaborate. United Co. offers office space with flexible terms. Speak to our team today to see how we can help your business. Call us on 03 7018 8887, email sales@unitedco.com.au or visit our website for more information.",null,Commercial Real State,null,https://unitedco.com.au/private-offices/,null,null,null,https://www.linkedin.com/company/united-co-private-office/,null,40.175728,44.511825,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
BmPros,"131 156th St, Northwest Edmonton, Alberta 50111, AU",null,null,Commercial Real State,11-50 employees,https://www.bm-pros.com/,"Northwest Edmonton, Alberta",Public Company,null,https://www.linkedin.com/company/bmpros/,"131 156th St, Northwest Edmonton, Alberta, 50111, AU",-25.574999,134.3547,Northwest Edmonton,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
No. 1 Brisbane,"217 George Street, Brisbane , QLD 4000, AU","""No.1 Brisbane presents the rarest of opportunities – the chance to own the best piece of land in a major Australian city.It is located in Brisbane's No. 1 location - a marquee site situated at the junction of Brisbane's two most important streets, Queen Street and George Street. It is at the intersection of one of Brisbane CBD’s major boulevards and Australia’s busiest retail strip and is at the epicentre of the city’s transformation.Although it is suitable for a number of uses, one future reality is by way of an approved 81 storey luxury residential tower, comprising 534 apartments, designed by acclaimed architects, Blight Rayner. The approved scheme combines a world-leading benchmark in vertical living with an activated publicly accessible ground plane and an integrated retail and community precinct.No.1 Brisbane has a significant holding cash flow of $7,675,482 p.a. (fully leased net income) generated from over 10,000sqm of prime retail and office space. The asset is outperforming the Brisbane market due to its viewlines, amenity and recent investment in quality fitouts.A 100% freehold interest in No.1 Brisbane is offered for sale via an International Expressions of Interest campaign closing at 3pm (AEST) on Wednesday 21 March 2018.Visit www.numberonebrisbane.com.au to download your Investment Kit.”",null,Commercial Real State,0-1 employees,http://www.numberonebrisbane.com.au,"Brisbane , QLD",Privately Held,2017,https://www.linkedin.com/company/no-1-brisbane/,"217 George Street, Brisbane , QLD, 4000, AU",-27.47126,153.01831,Brisbane ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Cushman & Wakefield,null,"Cushman & Wakefield (NYSE: CWK) is a leading global real estate services firm that delivers exceptional value for real estate occupiers and owners. Cushman & Wakefield is among the largest real estate services firms with approximately 53,000 employees in 400 offices and 60 countries. In 2019, the firm had revenue of $8.8 billion across core services of property, facilities and project management, leasing, capital markets, valuation and other services. To learn more, visit www.cushmanwakefield.com.",null,Commercial Real State,"10,001+ employees",http://www.cushmanwakefield.com,"Chicago, IL",Public Company,1917,https://www.linkedin.com/company/cushman-&-wakefield/,null,51.898295,-8.465515,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Colliers,null,"Colliers (NASDAQ, TSX: CIGI) is a leading diversified professional services and investment management company. With operations in 67 countries, our more than 15,000 enterprising professionals work collaboratively to provide expert advice to real estate occupiers, owners and investors. For more than 25 years, our experienced leadership with significant insider ownership has delivered compound annual investment returns of almost 20% for shareholders. With annualized revenues of $3.0 billion ($3.3 billion including affiliates) and $40 billion of assets under management, we maximize the potential of property and accelerate the success of our clients and our people. Learn more at corporate.colliers.com.",null,Commercial Real State,"10,001+ employees",http://www.colliers.com,"Toronto, Ontario",Public Company,null,https://www.linkedin.com/company/colliers/,null,47.46659,-53.21478,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Trimont Real Estate Advisors,null,"Trimont specializes in the asset management of complex performing and non-performing credit on behalf of commercial real estate lenders and investors around the world. As part of our services, we also excel at loan servicing, facility and security agency, cash management, fund and asset level accounting, underwriting, due diligence and leading technologies that empower our clients to better evaluate and manage risk and return.  Since inception, Trimont has managed more than $550 Billion of debt and equity investments into commercial real estate, comprising more than 20,000 transactions in 64 countries. Trimont is highly rated by Standard & Poor's, Fitch and Kroll and serves clients around the world from major offices in Amsterdam, Atlanta, Dallas, Kansas City, London, Los Angeles, New York and Sydney.",null,Commercial Real State,201-500 employees,http://www.trimontrea.com,"Amsterdam-Atlanta-Dallas-Kansas City-London-Los Angeles-New York-Sydney, GA",Privately Held,1988,https://www.linkedin.com/company/trimont-real-estate-advisors/,null,37.380639,-122.074397,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Investa Property Group,null,"Investa is a commercial real estate management and development service provider in the Australian office sector. With more than $11 billion in assets under management, we maximise the value of Australian workplaces for our tenants, investors and the community through our office management expertise and by consistently delivering a superior customer experience, while remaining an industry leader in sustainable building management and responsible property investment.nt. www.investa.com.au",02 8226 9300,Commercial Real State,201-500 employees,http://www.investa.com.au,"Sydney, New South Wales",Privately Held,2000,https://www.linkedin.com/company/investa-property-group/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Dexus,null,"Dexus is one of Australia’s leading real estate groups, managing a high quality Australian property portfolio valued at $32.0 billion. We believe that the strength and quality of our relationships is central to our success and are deeply committed to working with our customers to provide spaces that engage and inspire. We invest only in Australia, and directly own $16.5 billion of office and industrial properties. We manage a further $15.5 billion of office, retail, industrial and healthcare properties for third party clients. The group’s $10.4 billion development pipeline provides the opportunity to grow both portfolios and enhance future returns. With 1.8 million square metres of office workspace across 51 properties, we are Australia’s preferred office partner. Dexus is a Top 50 entity by market capitalisation listed on the Australian Securities Exchange (trading code: DXS) and is supported by 29,000 investors from 21 countries. With 36 years of expertise in property investment, development and asset management, we have a proven track record in capital and risk management, providing service excellence to tenants and delivering superior risk-adjusted returns for investors.",02 9017 1100,Commercial Real State,"501-1,000 employees",http://www.dexus.com,"Sydney, NSW",Public Company,null,https://www.linkedin.com/company/dexus-property-group/,null,-37.818454,144.758942,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Vicinity Centres,"Level 4, 1341 Dandenong Road, Chadstone, Victoria 3148, AU","From your favourite local to international retail destinations, Vicinity Centres is a world leader in retail asset management. Vicinity enriches the communities we serve; giving Australians the shopping experience they want. With 63 retail centres owned and managed across Australia, more than 7,700* tenants generating annual retail sales of some $16.8 billion*, 2.5 million* square metres of lease space, Vicinity is an industry leader, respected employer and valued community partner. *As at 31 December 2018",null,Commercial Real State,"1,001-5,000 employees",http://vicinity.com.au,"Chadstone, Victoria",Public Company,2015,https://www.linkedin.com/company/vicinity_centres/,null,49.608897,7.166809,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
