Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
Disability Talk.com.au,"561 Spencer St, Unit 1a, West Melbourne, Victoria 3003, AU","Disability Talk is a National Disability Insurance Scheme (NDIS) provider. Focusing on NDIS services.Disability Talk was launched in 2018. We are a growing team of passionate and experienced individuals serving people throughout Melbourne.We offer a wide range of supports to assist members of our community to lead happier, healthier lives.  Our Values are to RISE!!To be.....RespectfulInnovativeSelf-determinedEmpowered",8317 9090,Indevidual and Family Services,11-50 employees,http://www.disabilitytalk.com.au,"West Melbourne, Victoria",Partnership,2018,https://www.linkedin.com/company/disability-talk-com-au/,"561 Spencer St, West Melbourne VIC 3003, Australia",-37.8075677,144.947278,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TULGEEN GROUP,null,"TULGEEN GROUP is an individual & family services company based out of PO BOX 512, BEGA, NSW, Australia.",null,Indevidual and Family Services,11-50 employees,http://www.tulgeen.com.au/,"BEGA, NSW",null,null,https://www.linkedin.com/company/tulgeen-group/,"83 Upper St, Bega NSW 2550, Australia",-36.6766548,149.8401807,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Live Well Longer - Ageing at Home,"South Terrace, South Fremantle, Western Australia 6162, AU","Live Well Longer provides independent information to help individuals, and their families, navigate Australia's aged care system to remain living at home. Live Well Longer provides a range of workplace and community based seminars and free membership to access information and practical resources. Robyn Massey, Jenni Perkins, and Jill Jamieson, the co-founders of Live Well Longer, are three friends who have come together to share their knowledge and expertise in helping their ageing parents to access services and support to remain living at home. Collectively the Live Well Longer co-founders have extensive experience in senior executive roles across government, leading service delivery and policy development across the seniors, community, disability and training sectors. They have developed Live Well Longer's resources and seminars drawing from their own experiences and challenges interfacing with Australia’s emerging individualised aged care system.",null,Indevidual and Family Services,2-10 employees,http://www.livewelllonger.com.au,"South Fremantle, Western Australia",Partnership,2017,https://www.linkedin.com/company/live-well-longer-ageing-at-home/,"8 College Road, Singapore 169857",1.2810889,103.8342537,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
coaching4mums,"Brighton, Melbourne, Victoria  AU","Coaching4mums has been created to help women navigate the complexities of being a mum and a career woman.

Our philosophy is to work directly with mums. Unlike other forms of executive coaching, our contract is only with the mum and never with the organisation so you know we are soley focused on your needs.

If you are returning to work soon we can help you prepare for the conversation with your boss. 

If you are looking to get back into work after an extended break we can help you find your way.

If you are worried about keeping in touch with your career whilst on maternity leave we can help you learn ways to stay relevant. 

If you are in one career but feel it no longer fits we can help you find the new direction you want.

All our services are designed to be flexible around you. We coach over the phone, Skype, face to face and even are happy to combine walking and talking.",null,Indevidual and Family Services,2-10 employees,http://www.coaching4mums.com.au,"Melbourne, Victoria",Privately Held,2014,https://www.linkedin.com/company/coaching4mums/,"Brighton, Melbourne, Victoria, null, AU",-37.803425,145.01105,Melbourne,Head office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
NETA CARE,"Western Suburbs & Ipswich Brisbane QLD, QLD 4305, AU","At Neta Care, we aim to enrich each of our clients’ lives through a holistic focus on goals, strengths and interests. We exist to empower our clients through quality tailored services. Our success is defined in the discovery of their fullest potential.Quality staff provide the momentum  that helps us affect change. Their wide range of qualifications and experience means we can cater for a wide range of clients' needs. We are looking for passionate, friendly, quality staff to add to our community. Diverse skills and backgrounds enable us to become a stronger team for the benefit of ourselves and our clients.",1300 389 562,Indevidual and Family Services,11-50 employees,https://netacare.com.au/,"Western Suburbs & Ipswich Brisbane QLD, QLD",Privately Held,null,https://www.linkedin.com/company/neta-care/,"5 Forge Pkwy, Franklin, MA 02038, United States",42.0868575,-71.4372334,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
KATH DICKSON FAMILY CENTRE ASSN INC,null,"KATH DICKSON FAMILY CENTRE ASSN INC is an individual & family services company based out of 353 Ruthven St, , Toowoomba, Queensland, Australia.",null,Indevidual and Family Services,11-50 employees,http://www.kathdicksoncentre.com.au/,"Toowoomba, Queensland",null,null,https://www.linkedin.com/company/kath-dickson-family-centre-assn-inc/,"2 Lawrence St, South Toowoomba QLD 4350, Australia",-27.5711874,151.9554725,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Flourish Community Solutions,"Brisbane, Queensland 4000, AU","The services offered by Flourish Community Solutions embrace conventional methods within practice frameworks, which incorporate psychosocial, strengths based, life coaching and therapy models, adopting theoretical approaches such as Cognitive Behaviour Therapy, Neuro Linguistic Programming and Solution Focused Therapy.Our family preservation and parent mentoring program, The Nurtured Seeds Program was developed to address the barriers and urgency for the change, to enable families to remain together, parenting to be strengthened and encouraged and for young people in out of home care to be reunified to their family of origin where appropriate and family life restored.Using evidence based practice, through mentoring, upskilling and education to reduce the number of young people separated from their families and successfully restoring families who are already in the child protection system.",null,Indevidual and Family Services,2-10 employees,http://www.flourishcommunitysolutions.com,"Brisbane, Queensland",Partnership,2019,https://www.linkedin.com/company/flourish-community-solutions/,"null, Brisbane, Queensland, 4000, AU",-27.47126,153.01831,Brisbane,Queensland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Lifestyle Elements,"56 Nairne Rd, Woodside, South Australia 5244, AU","Lifestyle Elements is a personal concierge service  for anyone who needs more time in the day.

We provide professional, personalised service and support to complete all those items on your to-do list.

Personal Concierge
Personal Assistant
Event Management

Our services are only limited by your imagination!",null,Indevidual and Family Services,2-10 employees,http://www.lifestyleelements.com.au,"Woodside, South Australia",Sole Proprietorship,2004,https://www.linkedin.com/company/lifestyle-elements/,"56 Nairne Rd, Woodside, South Australia, 5244, AU",-34.949802,139.01332,Woodside,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Queensland Support Services & Solutions QSSS,"Queensland,   AU","Founded by a wheelie with an incredible story of self-determination & fun, QSSS is all about supporting people with physical disabilities to live a full life their way by making the complex profoundly simple. With you in control, our in-home support services are transparent, flexible and negotiable.With you in control, our in-home supports are tailored by you for you.Contact our Customer Connect team today on 1300 378 777 to start your journey of self-determination. You will be connected with your personal Coordinator who will answer any questions and work with you to design tailored supports to assist you to achieve your goals. You will be supported to recruit your team of personal Support Workers who will all receive specialist training by us and you to help them provide the level of unique support you need.  QSSS is a leader in specialised services for people with a physical disability. You will be supported to live a full life your way, maintaining your personal and social networks that are important to you and enjoy life. Each person joining the QSSS community is unique, so we have, and continue to, create a team of diverse people to match our community. Joining the QSSS team means sharing in our focus of empowering people to achieve equity and inclusion and playing an important role in delivering our extensive services to our members and clients. The expectation that the support arrangements for the person includes participating in the (life of the) person’s community.",1300 378 777,Indevidual and Family Services,51-200 employees,http://www.qsss.com.au,null,Privately Held,2009,https://www.linkedin.com/company/queensland-support-services-solutions-qsss/,"391 Tamborine Mountain Rd, Tamborine QLD 4270, Australia",-27.8973621,153.1568063,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Yasminah's Gift of Hope,"PO Box 17, Merrylands, NSW 2160, AU","Yasminah's Gift Of Hope provide A Gift Of Hope, support and guidance for premature birth, pregnancy, neonatal and infant loss. Ensuring parents receive early, ongoing support, information and an opportunity to create lasting memories and keepsakes of their time with their child to treasure forever.

Yasminah's Gift Of Hope Journals are a very special keepsake that allows families to keep ultrasound images, photos, cot cards, arm bands, and foot and hand prints as a cherished keepsake of a precious life. We encourage families to write about their journey. The family may like to keep it is a diary during their pregnancy after being told their child has a congenital abnormality, a journey through the roller coaster ride of a Neonatal Intensive Care Unit when their child is born premature, or life after the loss of their child. Some other uses are to write about the birth of their child, write poems about how they are feeling, write a letter to their child and keep any cards or messages received from family or friends.

Most importantly families can write down details and memories about their child to treasure forever. A Gift Of Hope.

Yasminah's Gift Of Hope Incorporated provided our first Gift Of Hope on the 26th May 2010, exactly 1 year and 2 months after Yasminah was born sleeping. Yasminah's Gift Of Hope became a registered non-profit charity endorsed by the Australian Tax Office as a deductible gift recipient on the 13th July 2010. 

We are a volunteer led organisation, many of our volunteers have personally experienced the loss of a child, diagnosis of a congenital abnormality or the premature birth of their child. Our volunteers are dedicated and passionate about providing support and understanding to families during a very difficult time.",null,Indevidual and Family Services,11-50 employees,http://www.ygoh.org.au,"Merrylands, NSW",Nonprofit,2010,https://www.linkedin.com/company/yasminah's-gift-of-hope/,"PO Box 17, Merrylands, NSW, 2160, AU",-33.84907,151.13834,Merrylands,Yasminah's Gift Of Hope,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
"Christopher Steele, Adelaide Wedding Celebrant","169 Main North Rd, Nailsworth, SA 5083, AU","Let me make your wedding perfectly easy and affordable.I conduct hundreds of wonderful weddings in Adelaide. I’m flexible and easygoing with a big, booming voice and a calming manner that your guests will love. I can conduct the wedding anywhere, including your home, or a beautiful public park or garden. My FeesMarry at your choice of location: $499*Marry Monday to Thursday at my office (10am-4.30pm only): $199Marry on a Friday at my office (10am-2.30pm only): $199Marry on a weekend at my office: $299Marry on a Public Holiday weekend or between Dec 24-Jan 10, at your choice of location: $699**Smalll traveling surcharge applies for weddings beyond 30 minutes of Adelaide GPOHave the kind of wedding you want, where you want. I’ll make it all happen, magically. See me on Facebook! Just look up Christopher Steele Marriage Celebrant. As you may have heard, I get booked out fairly quickly, so please phone now to see if I’m available for your wedding.Call 1300 668 459 to book now!",null,Indevidual and Family Services,0-1 employees,http://www.christophersteele.com.au,"Nailsworth, SA",Self-Employed,2005,https://www.linkedin.com/company/christopher-steele-marriage-celebrant/,"169 Main North Rd, Nailsworth, SA, 5083, AU",-34.897945,138.59166,Nailsworth,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Carers Link,"9 Thomas St, Wynnum, Queensland 4178, AU","Carers Link is a quality service provider offering personalised care for individuals of all ages living with a disability, older people and carers. We are committed to delivering person centred care, and focus on each individual's needs and goals to help them live the life they choose.Established in 2002, Carers Link have successfully provided professional care in the community for more than 16 years, assisting individuals with personal, social and practical care solutions on a short term, long term and emergency basis.Carers Link services over 100 service providers in the region, and is a preferred provider for the Commonwealth Respite and Carelink Centres (CRCC). - We are an approved Disability Services and Aged Care provider- We are approved to provide Transition Care- We are a Registered NDIS Provider- We are certified to the Human Services Quality Standards  We pride ourselves on our large base of dedicated and professional Lifestyle Supporters, and we ensure rapid response times to meet our clients needs.",null,Indevidual and Family Services,51-200 employees,http://www.carerslink.com.au,"Wynnum, Queensland",Privately Held,2002,https://www.linkedin.com/company/carers-link/,"9 Thomas St, Wynnum, Queensland, 4178, AU",-27.47126,153.01831,Wynnum,Head Office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
MJD Foundation,null,"The MJD Foundation works in partnership with Aboriginal Australians, their families and communities affected by Machado-Joseph Disease, providing comprehensive supports and engaging in research providing hope for the future.",1300584122,Indevidual and Family Services,11-50 employees,http://www.mjd.org.au,"Coconut Grove, NT",Nonprofit,2008,https://www.linkedin.com/company/mjd-foundation/,"Unit 5/1 Caryota Ct, Coconut Grove NT 0810, Australia",-12.4007433,130.8518648,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Guardian Youth Care,null,"Guardian Youth Care (GYC) is an Aboriginal and Torres Strait Islander controlled, not for profit, residential out of home care provider. The program provides varying residential support options for both Aboriginal and Torres Strait Islander and non-Aboriginal children and young people between 12 and 18 years of age. GYC has been operating residential care homes in Sydney for over a decade and has cared for over 300 children and young people in that time. 

GYC seeks to provide a homelike environment for children and young people that promote positive personal change. We firmly believe that positive change is predominately brought about by the positive input provided by Youth Workers. Considering that Youth Workers spend the most time with children and young people in our care, it is logical to expect that the input offered by their function is the most likely to act as a catalyst for positive change. Youth Workers remain positive by adhering to the program principles established at GYC. This principle is particularly relevant when working with Aboriginal and Torres Strait Islander children and young people. At GYC we believe that every child deserves the right to be raised in an environment that connects them with the culture and spiritual heritage.

Guardian Youth Care is an organisation with strong ties to its community, making use of its local knowledge and expertise in its service delivery.

Guardian Youth Care work with and care for children and young people that have been affected by trauma, abuse and neglect. The children and young people have more often experienced multiple placements and require a service that will provide a clear set of practices that really make a difference. 

This Practice Framework seeks to set out Guardian Youth Care’s principles of working with its clients, identify the evidence bases that support the practice the organisation undertakes, and list the techniques that are utilised in supporting the organisation’s clients.",null,Indevidual and Family Services,51-200 employees,http://guardianyouthcare.org.au,"BURWOOD, NSW",Nonprofit,2002,https://www.linkedin.com/company/guardian-youth-care/,"2/4 Railway Parade, Burwood NSW 2134, Australia",-33.878374,151.1062531,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Your Choice Matters,"30 Macedonia St, Taperoo, South Australia 5017, AU","Providing high quality mentoring and Support Coordination to self managed and plan managed NDIS participants and non NDIS participantsMentoring Matters promotes, implements, and supports all aspects of an individuals life. Our key mentor, David Humphries, prides himself in creating and building relationships with his clients to help make the most out of life. His background in the youth and disability sector, working in different cultures all over the world, gives Dave the skills and knowledge to connect with people from all walks of life. Dave’s professional sporting background also supports his knowledge of building relationships and supporting others. Having extensive knowledge in the NDIS sector, David will work with his clients to help reach their goals.",405841183,Indevidual and Family Services,11-50 employees,http://www.yourchoicematters.com.au,"Taperoo, South Australia",Public Company,2019,https://www.linkedin.com/company/yourchoicematters/,"4741 Atlantic Blvd d, Jacksonville, FL 32207, United States",30.3099171,-81.6158284,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
EBL Disability Services,"15 Knowles Road, Elizabeth Vale, South Australia 5112, AU",null,null,Indevidual and Family Services,null,http://ebldisabilityservices.org.au,"Elizabeth Vale, South Australia",null,null,https://www.linkedin.com/company/ebl-disability-services/,"15 Knowles Road, Elizabeth Vale, South Australia, 5112, AU",-34.897945,138.59166,Elizabeth Vale,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
International Trainees,"16 Dorrington Ct, Bundoora, Victoria 3083, AU","At International Trainees, we believe that interculturality is a pillar of international business communication, that is why we aim to match companies with international skilled trainees. Our international trainees are not just workforces. Their ability to navigate between different cultures makes them more innovative and adaptable to new environnments and situations.  Trainees are real addition to your team !We genuinely believe that comprehending intercultural communication will help make great managers in the future. The job sectors we offer are numerous : Marketing, Business developpment, IT, Logistics, Hospitality and Tourism, Engineering, Human resources. Find out more on our website.What we guarantee :-A perfect discrecy. We will be the intermediarybetween you and the candidates.-We offer to find the best trainees within a shortperiod of time !-We aim to provide reliable candidates, informationssuch as graduation, visa or proficiency in English will befully checked.We know how valuable time is, let us help you find the best trainee !",null,Indevidual and Family Services,0-1 employees,https://internationaltrainees.com/,"Bundoora, Victoria",Sole Proprietorship,2018,https://www.linkedin.com/company/international-trainees/,"16 Dorrington Ct, Bundoora, Victoria, 3083, AU",-37.803425,145.01105,Bundoora,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
457 Visa RSMS Sponsorship,null,"Current Openings for 457 Visa, RSMS ENS (PR) Sponsorship Job Search (See below list), or you can get PR by Investor Category (500k ~ 5 mil by 888 Visa). Please send us your CV by email and call us now!!!",null,Indevidual and Family Services,null,http://visalawfirm.com.au,"North Sydney, New South Wales",null,null,https://www.linkedin.com/company/457-visa-rsms-sponsorship/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Disability Accommodation Australia,"VIC & QLD, VIC & QLD 4280, AU","As a NDIA Registered Provider for Accommodation/ Tenancy, Home Modifications, Specialist Disability Accommodation, Disability Accommodation Australia works with Adults living independently with a disability, Families with a child with a disability, Families with an adult child with a disability who are looking to transition into independent living, People transitioning from institutional care to community based living and People who are at risk of prematurely entering aged care facilities.One of the supports that may be funded for some participants who have an extreme functional impairment or very high support needs is Specialist Disability Accommodation (SDA). SDA refers to accommodation for people who require specialist housing solutions, including to assist with the delivery of supports that cater for their extreme functional impairment or very high support needs.From 1 July 2016, eligible participants will have SDA funding included in their plan enabling them to source the SDA they require and choose from the market. We can assist you with Tenancy Management and and we are a SDA Housing Provider",null,Indevidual and Family Services,2-10 employees,http://www.disabilityaccommodationaustralia.com.au,"VIC & QLD, VIC & QLD",Privately Held,2012,https://www.linkedin.com/company/disability-accommodation-australia/,"21 Pambula St, Regency Park SA 5010, Australia",-34.8573207,138.5725264,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Integrity4Life,"50 Mitchell St, Stockton, New South Wales 2295, AU","Integrity4Life (I4L) is a community based organisation focused on providing quality, individualised and innovative support services to children and adults with a disability. I4L is based in Stockton however can provide services throughout the Newcastle and Hunter Regions. I4L provides several different support services including:- Supported Independent Living - Direct Support Services - Support Coordination  We are currently in the final stages of receiving our NDIS Registration however continue to provide support to participants with Self-Managed and Plan Managed NDIS plans.",null,Indevidual and Family Services,11-50 employees,http://www.i4l.com.au,"Stockton, New South Wales",Public Company,null,https://www.linkedin.com/company/integrity4life/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Affinity Funerals,null,null,null,Indevidual and Family Services,null,http://affinityfunerals.com.au,"Kings Park, New South Wales",null,null,https://www.linkedin.com/company/affinity-funerals/,"Block 88 Geylang Bahru, #01-2720, Singapore 339696",1.3204064,103.8743014,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NT Friendship & Support,"20 First St, Katherine, Northern Territory 0850, AU","NT Friendship and Support is a non-profit community based organisation, which provides a wide range of services to Katherine and regional communities. Our services assist and support individuals and families living with a disability, offer social support for seniors, and deliver out of home care for children.We are registered providers for NDIS in short term accommodation, supported employment, assistance with daily activities, community access, and coordination of supports.",null,Indevidual and Family Services,2-10 employees,http://www.ntfriendship.org.au,"Katherine, Northern Territory",Nonprofit,1981,https://www.linkedin.com/company/nt-friendship-support/,"20 First St, Katherine, Northern Territory, 0850, AU",-14.46497,132.26425,Katherine,Main Office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Bob Jane T-Marts,null,"Bob Jane T-Marts is an individual & family services company based out of 13 VICTORIA AVE, Castle Hill, New South Wales, Australia.",null,Indevidual and Family Services,null,http://bobjanehobart.com.au,"Castle Hill, New South Wales",null,null,https://www.linkedin.com/company/bob-jane-t-marts/,"Shopping Village, 6 Scaturchio St, Casuarina NT 0810, Australia",-12.3718175,130.8833556,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Engage Abilities,"24 Moore St, Campbelltown, New South Wales 2560, AU","Engage Abilities is a Specialist Disability Service Registered with the NDIS. Our staff are experienced and qualified and include:PsychologistsSocial WorkersFitness trainers, Sports Physiotherapists and Occupational TherapistsTeachersCase workersHealth SpecialistsBuildersCounsellorsDisability Care Specialists",246288837,Indevidual and Family Services,51-200 employees,http://engageabilities.com.au,"Campbelltown, New South Wales",Privately Held,null,https://www.linkedin.com/company/engage-abilities/,"24 Oxley St, Campbelltown NSW 2560, Australia",-34.069009,150.8150498,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
The Northern Centre,"West Ryde Community Centre, Ground floor, Suite 6, 3-5 Anthony Road, West Ryde, NSW 2114, AU","The Northern Centre (previously Ryde Family Services) provides a range of place-based, early intervention support services to vulnerable children, young people, families and adults of all ages who are experiencing a range of life stressors.We deliver services across 8 Local Government Areas (LGAs) in Northern Sydney including Ryde, Hunters Hill, Lane Cove, North Sydney, Mosman, Willoughby, Ku-ring-gai, and Hornsby. While the organisation is based in West Ryde, we deliver outreach services across our service footprint.Services are free and delivered by qualified staff, including counselling, case management, housing support, supported playgroups and parenting programs. The Northern Centre is involved in several integrated community hub model and operates projects throughout the year providing targeted support to identified cohorts.The Northern Centre is a public benevolent institution and an incorporated entity and is endorsed to access the tax concessions and is endorsed as a Deductable Gift Recipient. Its activities are regulated by relevant State and Commonwealth legislation, and The Northern Centre Constitution and is governed by an elected voluntary Board.",null,Indevidual and Family Services,11-50 employees,http://thenortherncentre.org.au,"West Ryde, NSW",Nonprofit,1982,https://www.linkedin.com/company/the-northern-centre/,"West Ryde Community Centre, West Ryde, NSW, 2114, AU",-33.84907,151.13834,West Ryde,Main Office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Community Living Project SA,"Adelaide, South Australia 5165, AU","Assisting people with disability to live their own unique and purposeful life of inclusion through having: home, relationships, competencies and highly valued roles in their community.",(08) 8384 7866,Indevidual and Family Services,51-200 employees,https://communitylivingproject.org.au/,"Adelaide, South Australia",Nonprofit,1984,https://www.linkedin.com/company/community-living-project-sa/,"31 Saltash Ave, Christies Beach SA 5165, Australia",-35.139904,138.476732,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Time Made Personal Concierge & Lifestyle Management,"PO Box 9481, Wilsonton, Toowoomba, QLD 4350, AU","Based in Toowoomba, Time Made provides a professional lifestyle management & personal concierge service.  We are the ultimate outsourcing business!  

We help busy people & small business gain control allowing them to outsource those tedious & time wasting tasks, leaving time for the pleasurable & profitable.  Our services include:

Lifestyle Management
Social Media Support, Strategy & Management
Organising/decluttering services
Small Business Support

No task is too big or too small.  Let us give you your time back!",0408 191 286,Indevidual and Family Services,2-10 employees,http://www.timemade.com.au,"Toowoomba, QLD",Self-Employed,2009,https://www.linkedin.com/company/time-made/,"Wilsonton QLD 4350, Australia",-27.5435381,151.9237659,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Together We Can International Pty Ltd,null,NDIS Provider of quality supports specialising:STA Respite for Children & Families with a Disability Particularly on the Autism SpectrumIndividual SupportDevelopmental EducatorsTherapy AssistantsIndividual Support/MentorsEmployment Supports Domestic Assistance,0422 311 193,Indevidual and Family Services,11-50 employees,http://www.twci.com.au,"Birdwood, SA",Public Company,2020,https://www.linkedin.com/company/together-we-can-international-pty-ltd/,"30 Shannon St, Birdwood SA 5234, Australia",-34.8218557,138.9564251,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Your Way Support Services,null,"We assist people to continue living in their own homes by matching the right staff to suit the needs of our members and their families.  Our service is all about providing quality, caring and dedicated supports for our members as required.'Your Way. Is the Right Way'",07 5330 1973,Indevidual and Family Services,51-200 employees,http://www.ywss.com.au,"Caboolture, Qld",Privately Held,2017,https://www.linkedin.com/company/your-way-support-services/,"42-44 King Street, Caboolture, Qld, 4510, AU",-27.000006,153.07016,Caboolture,Headquarters,"203 Robina Town Centre Drive, Robina, Qld, null, AU",-28.001497,153.42847,Robina,Gold Coast,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
The Nanny Collective,"11 Lang St, 2, Mosman, New South Wales 2088, AU","At The Nanny Collective we specialise in placing highly qualified and professional Nannies, Governesses and Babysitters into diverse families with a variety of requirements and demands, whether that be in high profile, executive or regular family households. We offer a professional and personal service to both our clients and candidates and aim to make the hiring process as easy and stress free as possible. 

We understand that choosing quality care for your children is one of the most important decisions you make as a parent so we want to make the process as transparent and smooth as possible.  We are committed to supporting you in providing your little ones the best possible start in life.
______________________________________________________________________________

We will never compromise on the following non-negotiable minimum standards. All of our nanny, governess and babysitter candidates have:

- a minimum of 18 years of age
- a minimum of 2 years experience working with children
- a current Working with Children Check
- a current First Aid Qualification
- a full driver’s license and
- impeccable references

We evaluate candidates based on the following criteria:

- Educational background
- Passion for working with children
- Experience
- Professionalism and drive
- Emotional Intelligence

Candidates are also encouraged to:

- obtain an annual Federal Police Check
- obtain public liability insurance
- hold a minimum childcare qualification as advised by the Australian Children’s Education and Care     Quality Authority (www.acecqa.gov.au)
- Partake in professional development workshops/ seminars


All our governesses, nannies, maternity nurses, mannies and babysitters must pass a vigorous 5 step screening and application process before being put forward for positions.

If you have any questions regarding our services please feel free to contact us at info@thenannycollective.com.au.",null,Indevidual and Family Services,2-10 employees,http://www.thenannycollective.com.au,"Mosman, New South Wales",Privately Held,null,https://www.linkedin.com/company/the-nanny-collective/,"11 Lang St, Mosman, New South Wales, 2088, AU",-33.84907,151.13834,Mosman,The Nanny Collective,"203 Robina Town Centre Drive, Robina, Qld, null, AU",-28.001497,153.42847,Robina,Gold Coast,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
AfterLife Real Estate,"Melbourne,   AU",At AfterLife Real Estate we are passionate about facilitating a better bereavement experience through an online platform that empowers people to make informed decisions.,null,Indevidual and Family Services,2-10 employees,http://www.afterliferealestate.com.au,null,Privately Held,null,https://www.linkedin.com/company/afterlife-real-estate/,"Dharapur, Guwahati, Assam 781014, India",26.1393481,91.6219793,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian Migration Services,null,"The Australian Migration Services (AMS) is the first registered Migration Agent in Sri Lanka with MARA. We will help you fast track your PR to Australia. Professional, comprehensive and personilised assessment of your chances to get  Australian visa. We use our practical experience and knowledge of Australian Immigration law to check all opportunities for you. Buckle up with us for a exciting yet fruitful journey to Australia",null,Indevidual and Family Services,2-10 employees,http://multinational.com.au/,"Fairfield, VIC",Privately Held,2003,https://www.linkedin.com/company/australian-migration-services/,"184, Grange Road, Fairfield, VIC, 3078, AU",-37.803425,145.01105,Fairfield,Multinational Migration Services,"No 17, Colombo 03, WP, 00003, LK",7.621605,80.70177,Colombo 03,Australian Migration Services,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,LK
Worldview Foundation,null,"Worldview Foundation is a group of not-for-profit/profit-for-a-purpose organisations which has designed an integrated, holistic well-being, coaching and employment program for disadvantaged individuals. The program covers:- Personal Development, Life and Mindset Coaching- Health, Nutrition and Exercise- Social Connection, and Culture - Education & Training - Employment - AccommodationWorldview Foundation provides the holistic mentoring, coaching and well-being support which is integrated with our Social Enterprises such as www.wvtech.com.au that trains, employs and assists in developing career goals, aspirations and pathways.The objective is to ensure the wellbeing, stable employment and a balanced life for disadvantaged individuals, including ex-detainees leading to significantly reduced recidivism and other societal benefits.",null,Indevidual and Family Services,2-10 employees,http://www.worldviewfoundation.org.au,"Fyshwick, Australian Capital Territory",Nonprofit,2017,https://www.linkedin.com/company/worldview-foundation/,"70, Yaw Min Gyi St, Yangon, Myanmar (Burma)",16.7826768,96.1575708,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
